1997-05-07T15:36:54.467     25.09     85.36     -7.43     89.28  15.12   0.06  84.25 275.75
1997-05-07T15:36:54.801     25.40     85.30     -7.48     89.31  15.12   0.06  84.25 275.75
1997-05-07T15:36:55.134     25.37     85.36     -7.57     89.37  15.12   0.06  84.24 275.76
1997-05-07T15:36:55.467     25.50     85.34     -7.59     89.39  15.12   0.06  84.24 275.76
1997-05-07T15:36:55.801     25.46     85.34     -7.64     89.38  15.12   0.06  84.24 275.76
1997-05-07T15:36:56.134     25.44     85.36     -7.66     89.40  15.12   0.06  84.23 275.77
1997-05-07T15:36:56.467     25.52     85.28     -7.72     89.35  15.12   0.06  84.23 275.77
1997-05-07T15:36:56.801     25.55     85.26     -7.69     89.34  15.12   0.06  84.23 275.77
1997-05-07T15:36:57.134     25.56     85.25     -7.82     89.34  15.12   0.06  84.22 275.78
1997-05-07T15:36:57.467     25.41     85.18     -7.69     89.22  15.12   0.06  84.22 275.78
1997-05-07T15:36:57.801     25.43     85.21     -7.67     89.25  15.12   0.06  84.22 275.78
1997-05-07T15:36:58.134     25.67     85.10     -7.63     89.21  15.12   0.06  84.21 275.79
1997-05-07T15:36:58.467     25.62     85.03     -7.60     89.14  15.12   0.06  84.21 275.79
1997-05-07T15:36:58.801     25.39     85.11     -7.59     89.14  15.12   0.06  84.21 275.79
1997-05-07T15:36:59.134     25.33     85.13     -7.58     89.14  15.12   0.06  84.20 275.80
1997-05-07T15:36:59.467     25.30     85.23     -7.57     89.23  15.12   0.06  84.20 275.80
1997-05-07T15:36:59.801     25.07     85.24     -7.58     89.17  15.12   0.06  84.20 275.80
1997-05-07T15:37:00.134     25.13     85.27     -7.52     89.21  15.12   0.06  84.20 275.80
1997-05-07T15:37:00.467     25.14     85.28     -7.52     89.23  15.12   0.06  84.19 275.81
1997-05-07T15:37:00.801     25.33     85.31     -7.54     89.31  15.12   0.06  84.19 275.81
1997-05-07T15:37:01.134     25.39     85.22     -7.48     89.24  15.12   0.06  84.19 275.81
1997-05-07T15:37:01.467     25.48     85.31     -7.62     89.36  15.12   0.06  84.18 275.82
1997-05-07T15:37:01.801     25.52     85.28     -7.61     89.34  15.12   0.06  84.18 275.82
1997-05-07T15:37:02.134     25.59     85.23     -7.47     89.31  15.12   0.06  84.18 275.82
1997-05-07T15:37:02.467     25.57     85.25     -7.55     89.33  15.12   0.06  84.17 275.83
