2000-05-20T09:40:04.226 5524402:01:0:0     76.22    -25.48    -56.76     98.39 0.76076 -6.00822 1.84662 1.55425
2000-05-20T09:40:04.560 5524402:01:5:0     76.52    -25.21    -56.36     98.33 0.76076 -6.00822 1.95686 1.66449
2000-05-20T09:40:04.893 5524402:02:0:0     76.73    -24.86    -56.23     98.32 0.76076 -6.00822 2.06665 1.77428
2000-05-20T09:40:05.226 5524402:02:5:0     76.78    -24.70    -56.03     98.20 0.76076 -6.00822 2.17656 1.88419
2000-05-20T09:40:05.560 5524402:03:0:0     76.48    -24.99    -56.19     98.14 0.76076 -6.00822 2.28678 1.99441
2000-05-20T09:40:05.893 5524402:03:5:0     76.24    -25.13    -56.36     98.09 0.76076 -6.00822 2.39669 2.10432
2000-05-20T09:40:06.226 5524402:04:0:0     75.99    -25.29    -56.44     97.98 0.76076 -6.00822 2.50681 2.21444
2000-05-20T09:40:06.560 5524402:04:5:0     75.99    -25.24    -56.65     98.08 0.76076 -6.00822 2.61705 2.32468
2000-05-20T09:40:06.893 5524402:05:0:0     75.89    -25.48    -56.71     98.10 0.76076 -6.00822 2.72674 2.43437
2000-05-20T09:40:07.226 5524402:05:5:0     76.14    -25.43    -56.46     98.14 0.76076 -6.00822 2.83665 2.54428
2000-05-20T09:40:07.560 5524402:06:0:0     76.09    -25.79    -56.14     98.01 0.76076 -6.00822 2.94677 2.65440
2000-05-20T09:40:07.893 5524402:06:5:0     76.27    -26.01    -56.04     98.15 0.76076 -6.00822 3.05669 2.76432
2000-05-20T09:40:08.226 5524402:07:0:0     76.15    -26.29    -56.06     98.15 0.76076 -6.00822 3.16680 2.87443
2000-05-20T09:40:08.560 5524402:07:5:0     75.80    -27.16    -56.22     98.20 0.76076 -6.00822 3.27705 2.98468
2000-05-20T09:40:08.893 5524402:08:0:0     75.37    -28.08    -56.52     98.30 0.76076 -6.00822 3.38693 3.09456
2000-05-20T09:40:09.226 5524402:08:5:0     75.10    -28.53    -56.63     98.29 0.76076 -6.00822 3.49684 3.20447
2000-05-20T09:40:09.560 5524402:09:0:0     75.05    -28.75    -56.55     98.27 0.76076 -6.00822 3.60696 3.31459
2000-05-20T09:40:09.893 5524402:09:5:0     74.93    -28.91    -56.51     98.21 0.76076 -6.00822 3.71687 3.42450
2000-05-20T09:40:10.226 5524402:10:0:0     74.69    -29.04    -56.64     98.13 0.76076 -6.00822 3.82699 3.53462
2000-05-20T09:40:10.560 5524402:10:5:0     74.53    -28.94    -56.68     98.00 0.76076 -6.00822 3.93723 3.64486
2000-05-20T09:40:10.893 5524402:11:0:0     74.68    -28.73    -56.70     98.07 0.76076 -6.00822 4.04712 3.75475
2000-05-20T09:40:11.226 5524402:11:5:0     74.73    -28.76    -56.60     98.06 0.76076 -6.00822 4.15703 3.86465
2000-05-20T09:40:11.560 5524402:12:0:0     75.16    -28.06    -56.60     98.19 0.76076 -6.00822 4.26715 3.97478
2000-05-20T09:40:11.893 5524402:12:5:0     75.20    -28.04    -56.64     98.23 0.76076 -6.00822 4.37706 4.08469
2000-05-20T09:40:12.226 5524402:13:0:0     74.68    -28.61    -56.94     98.17 0.76076 -6.00822 4.48718 4.19481
2000-05-20T09:40:12.560 5524402:13:5:0     74.77    -28.65    -56.84     98.19 0.76076 -6.00822 4.59742 4.30505
2000-05-20T09:40:12.893 5524402:14:0:0     74.89    -28.47    -56.73     98.17 0.76076 -6.00822 4.70721 4.41484
2000-05-20T09:40:13.226 5524402:14:5:0     74.93    -28.44    -56.74     98.19 0.76076 -6.00822 4.81712 4.52475
2000-05-20T09:40:13.560 5524402:15:0:0     74.94    -28.50    -56.75     98.22 0.76076 -6.00822 4.92714 4.63477
2000-05-20T09:40:13.893 5524402:15:5:0     74.90    -28.66    -56.75     98.25 0.76076 -6.00822 5.03705 4.74468
2000-05-20T09:40:14.226 5524402:16:0:0     74.76    -28.91    -56.71     98.19 0.76076 -6.00822 5.14727 4.85490
2000-05-20T09:40:14.560 5524402:16:5:0     74.86    -28.92    -56.70     98.26 0.76076 -6.00822 5.25751 4.96514
2000-05-20T09:40:14.893 5524402:17:0:0     75.29    -28.75    -56.36     98.35 0.76076 -6.00822 5.36730 5.07493
2000-05-20T09:40:15.226 5524402:17:5:0     75.52    -28.52    -56.05     98.28 0.76076 -6.00822 5.47722 5.18485
2000-05-20T09:40:15.560 5524402:18:0:0     75.57    -28.52    -55.98     98.27 0.76076 -6.00822 5.58733 5.29496
2000-05-20T09:40:15.893 5524402:18:5:0     75.57    -28.40    -55.90     98.20 0.76076 -6.00822 5.69725 5.40488
2000-05-20T09:40:16.226 5524402:19:0:0     75.90    -28.06    -55.82     98.30 0.76076 -6.00822 5.80745 5.51508
2000-05-20T09:40:16.560 5524402:19:5:0     74.91    -29.02    -56.53     98.23 0.76076 -6.00822 5.91770 5.62533
2000-05-20T09:40:16.893 5524402:20:0:0     74.37    -29.52    -56.81     98.13 0.76076 -6.00822 6.02748 5.73511
2000-05-20T09:40:17.226 5524402:20:5:0     74.36    -29.27    -56.77     98.02 0.76076 -6.00822 6.13740 5.84503
2000-05-20T09:40:17.560 5524402:21:0:0     73.95    -29.74    -56.75     97.84 0.76076 -6.00822 6.24742 5.95505
2000-05-20T09:40:17.893 5524402:21:5:0     73.66    -30.32    -56.74     97.80 0.76076 -6.00822 0.07415 6.06497
2000-05-20T09:40:18.226 5524402:22:0:0     73.83    -29.93    -56.65     97.75 0.76076 -6.00822 0.18465 6.17547
2000-05-20T09:40:18.560 5524402:22:5:0     73.87    -29.84    -56.34     97.58 0.76076 -6.00822 0.29491 0.00254
2000-05-20T09:40:18.893 5524402:23:0:0     74.08    -29.80    -55.99     97.53 0.76076 -6.00822 0.40468 0.11231
2000-05-20T09:40:19.226 5524402:23:5:0     74.26    -29.54    -55.74     97.44 0.76076 -6.00822 0.51461 0.22224
2000-05-20T09:40:19.560 5524402:24:0:0     74.75    -29.06    -55.45     97.50 0.76076 -6.00822 0.62471 0.33234
2000-05-20T09:40:19.893 5524402:24:5:0     74.79    -29.04    -55.19     97.38 0.76076 -6.00822 0.73464 0.44227
2000-05-20T09:40:20.226 5524402:25:0:0     74.73    -28.65    -55.54     97.42 0.76076 -6.00822 0.84474 0.55237
2000-05-20T09:40:20.560 5524402:25:5:0     74.68    -28.57    -55.19     97.16 0.76076 -6.00822 0.95500 0.66263
2000-05-20T09:40:20.893 5524402:26:0:0     74.50    -28.57    -55.24     97.05 0.76076 -6.00822 1.06477 0.77240
2000-05-20T09:40:21.226 5524402:26:5:0     74.67    -28.53    -55.03     97.05 0.76076 -6.00822 1.17470 0.88232
2000-05-20T09:40:21.560 5524402:27:0:0     74.54    -28.37    -55.04     96.91 0.76076 -6.00822 1.28490 0.99253
2000-05-20T09:40:21.893 5524402:27:5:0     74.47    -28.33    -55.28     96.97 0.76076 -6.00822 1.39482 1.10245
2000-05-20T09:40:22.226 5524402:28:0:0     74.27    -28.23    -55.36     96.84 0.76076 -6.00822 1.50493 1.21256
2000-05-20T09:40:22.560 5524402:28:5:0     74.40    -28.26    -55.40     96.97 0.76076 -6.00822 1.61518 1.32281
2000-05-20T09:40:22.893 5524402:29:0:0     74.17    -28.07    -55.68     96.89 0.76076 -6.00822 1.72496 1.43259
2000-05-20T09:40:23.226 5524402:29:5:0     74.07    -27.72    -55.89     96.84 0.76076 -6.00822 1.83487 1.54250
2000-05-20T09:40:23.560 5524402:30:0:0     74.13    -27.38    -56.07     96.90 0.76076 -6.00822 1.94499 1.65262
2000-05-20T09:40:23.893 5524402:30:5:0     74.15    -27.47    -56.02     96.90 0.76076 -6.00822 2.05490 1.76253
2000-05-20T09:40:24.226 5524402:31:0:0     74.23    -27.76    -55.78     96.91 0.76076 -6.00822 2.16502 1.87265
2000-05-20T09:40:24.560 5524402:31:5:0     74.42    -28.12    -55.63     97.08 0.76076 -6.00822 2.27526 1.98289
2000-05-20T09:40:24.893 5524402:32:0:0     74.43    -28.29    -55.73     97.19 0.76076 -6.00822 2.38505 2.09268
