1996-06-27T06:07:08.894 3497588:01:0:0     84.02     -1.42    -75.26    112.80 4.93510 -0.43604 4.52025 4.43220
1996-06-27T06:07:09.260 3497588:01:5:4     84.03     -1.43    -75.23    112.80 4.93515 -0.43604 4.64047 4.55242
1996-06-27T06:07:09.560 3497588:02:0:0     83.91     -1.39    -75.33    112.77 4.93519 -0.43604 4.73961 4.65152
1996-06-27T06:07:09.927 3497588:02:5:4     83.94     -1.33    -75.32    112.79 4.93515 -0.43604 4.86015 4.77206
1996-06-27T06:07:10.227 3497588:03:0:0     83.83     -1.40    -75.34    112.72 4.93510 -0.43604 4.95801 4.86996
1996-06-27T06:07:10.594 3497588:03:5:4     83.65     -1.42    -75.46    112.67 4.93510 -0.43604 5.07855 4.99050
1996-06-27T06:07:10.894 3497588:04:0:0     83.67     -1.50    -75.53    112.73 4.93510 -0.43604 5.17699 5.08894
1996-06-27T06:07:11.260 3497588:04:5:4     83.61     -1.35    -75.64    112.75 4.93505 -0.43604 5.29720 5.20914
1996-06-27T06:07:11.560 3497588:05:0:0     83.59     -1.29    -75.74    112.80 4.93500 -0.43604 5.39587 5.30785
1996-06-27T06:07:11.927 3497588:05:5:4     83.77     -1.31    -75.69    112.91 4.93500 -0.43604 5.51640 5.42839
1996-06-27T06:07:12.227 3497588:06:0:0     83.60     -1.39    -75.89    112.92 4.93500 -0.43604 5.61484 5.52683
1996-06-27T06:07:12.594 3497588:06:5:4     83.59     -1.38    -75.92    112.93 4.93500 -0.43604 5.73538 5.64736
1996-06-27T06:07:12.894 3497588:07:0:0     83.40     -1.43    -75.93    112.80 4.93500 -0.43604 5.83372 5.74571
1996-06-27T06:07:13.260 3497588:07:5:4     83.22     -1.61    -75.70    112.51 4.93500 -0.43609 5.95392 5.86591
1996-06-27T06:07:13.560 3497588:08:0:0     83.21     -1.59    -75.78    112.55 4.93500 -0.43614 6.05270 5.96468
1996-06-27T06:07:13.927 3497588:08:5:4     83.08     -1.65    -75.63    112.36 4.93500 -0.43614 6.17322 6.08521
1996-06-27T06:07:14.227 3497588:09:0:0     82.91     -1.76    -75.81    112.35 4.93500 -0.43614 6.27158 6.18356
1996-06-27T06:07:14.594 3497588:09:5:4     82.71     -1.85    -75.78    112.19 4.93500 -0.43614 0.10890 0.02089
1996-06-27T06:07:14.894 3497588:10:0:0     82.72     -1.93    -75.79    112.21 4.93500 -0.43614 0.20737 0.11936
1996-06-27T06:07:15.260 3497588:10:5:4     82.74     -1.93    -75.73    112.18 4.93495 -0.43614 0.32758 0.23956
1996-06-27T06:07:15.560 3497588:11:0:0     82.81     -2.01    -75.78    112.27 4.93491 -0.43614 0.42635 0.33837
1996-06-27T06:07:15.927 3497588:11:5:4     82.87     -2.04    -75.72    112.27 4.93491 -0.43618 0.54690 0.45892
1996-06-27T06:07:16.227 3497588:12:0:0     82.93     -1.98    -75.65    112.27 4.93491 -0.43623 0.64523 0.55725
1996-06-27T06:07:16.594 3497588:12:5:4     82.99     -2.07    -75.67    112.33 4.93491 -0.43623 0.76578 0.67780
1996-06-27T06:07:16.894 3497588:13:0:0     83.06     -2.11    -75.59    112.33 4.93491 -0.43623 0.86421 0.77623
1996-06-27T06:07:17.260 3497588:13:5:4     82.86     -2.35    -75.69    112.25 4.93495 -0.43623 0.98443 0.89646
1996-06-27T06:07:17.560 3497588:14:0:0     83.09     -2.30    -75.47    112.27 4.93500 -0.43623 1.08318 0.99517
1996-06-27T06:07:17.927 3497588:14:5:4     83.24     -2.07    -75.40    112.33 4.93495 -0.43623 1.20374 1.11572
1996-06-27T06:07:18.227 3497588:15:0:0     83.32     -2.08    -75.36    112.37 4.93491 -0.43623 1.30225 1.21428
1996-06-27T06:07:18.594 3497588:15:5:4     82.99     -2.20    -75.36    112.12 4.93495 -0.43623 1.42281 1.33483
1996-06-27T06:07:18.894 3497588:16:0:0     82.87     -2.19    -75.29    111.99 4.93500 -0.43623 1.52161 1.43360
1996-06-27T06:07:19.260 3497588:16:5:4     82.96     -1.99    -75.19    111.99 4.93500 -0.43623 1.64184 1.55382
