1997-04-05T06:44:41.073    -72.83     77.85     -9.83    107.06  14.78   0.32 354.50   5.50
1997-04-05T06:44:41.406    -72.90     77.80     -9.81    107.07  14.78   0.32 354.50   5.50
1997-04-05T06:44:41.739    -72.89     77.76     -9.83    107.04  14.78   0.32 354.50   5.50
1997-04-05T06:44:42.073    -72.92     77.66     -9.81    106.98  14.78   0.32 354.49   5.51
1997-04-05T06:44:42.406    -72.82     77.66     -9.81    106.91  14.78   0.32 354.49   5.51
1997-04-05T06:44:42.739    -72.78     77.75     -9.90    106.96  14.78   0.32 354.49   5.51
1997-04-05T06:44:43.073    -72.84     77.73     -9.89    106.98  14.78   0.32 354.48   5.52
1997-04-05T06:44:43.406    -72.83     77.72     -9.85    106.96  14.78   0.32 354.48   5.52
1997-04-05T06:44:43.739    -72.85     77.79     -9.91    107.03  14.78   0.32 354.48   5.52
1997-04-05T06:44:44.073    -72.81     77.82     -9.79    107.02  14.78   0.32 354.48   5.52
1997-04-05T06:44:44.406    -72.83     77.92     -9.79    107.11  14.78   0.32 354.47   5.53
1997-04-05T06:44:44.739    -72.80     77.93     -9.89    107.10  14.78   0.32 354.47   5.53
1997-04-05T06:44:45.073    -72.83     77.90     -9.85    107.10  14.78   0.32 354.47   5.53
1997-04-05T06:44:45.406    -72.89     77.91     -9.85    107.15  14.78   0.32 354.46   5.54
1997-04-05T06:44:45.739    -72.81     77.92     -9.76    107.08  14.78   0.32 354.46   5.54
1997-04-05T06:44:46.073    -73.04     77.78     -9.79    107.14  14.78   0.32 354.46   5.54
1997-04-05T06:44:46.406    -73.01     77.78     -9.70    107.12  14.78   0.32 354.45   5.55
1997-04-05T06:44:46.739    -72.98     77.70     -9.64    107.03  14.78   0.32 354.45   5.55
1997-04-05T06:44:47.073    -72.86     77.65     -9.63    106.91  14.78   0.32 354.45   5.55
1997-04-05T06:44:47.406    -72.86     77.54     -9.58    106.82  14.78   0.32 354.44   5.56
1997-04-05T06:44:47.739    -72.84     77.62     -9.53    106.87  14.78   0.32 354.44   5.56
1997-04-05T06:44:48.073    -72.80     77.67     -9.60    106.88  14.78   0.32 354.44   5.56
1997-04-05T06:44:48.406    -72.65     77.85     -9.60    106.92  14.78   0.32 354.43   5.57
1997-04-05T06:44:48.739    -72.59     77.74     -9.66    106.80  14.78   0.32 354.43   5.57
1997-04-05T06:44:49.073    -72.62     77.94     -9.59    106.96  14.78   0.32 354.43   5.57
1997-04-05T06:44:49.406    -72.58     77.94     -9.55    106.93  14.78   0.32 354.42   5.58
1997-04-05T06:44:49.739    -72.42     78.00     -9.47    106.86  14.78   0.32 354.42   5.58
1997-04-05T06:44:50.073    -72.55     78.22     -9.50    107.11  14.78   0.32 354.42   5.58
1997-04-05T06:44:50.406    -72.50     78.30     -9.53    107.13  14.78   0.32 354.42   5.58
1997-04-05T06:44:50.739    -72.68     78.32     -9.54    107.27  14.78   0.32 354.41   5.59
1997-04-05T06:44:51.073    -72.77     78.32     -9.55    107.33  14.78   0.32 354.41   5.59
1997-04-05T06:44:51.406    -72.65     78.31     -9.50    107.24  14.78   0.32 354.41   5.59
1997-04-05T06:44:51.739    -72.81     78.38     -9.46    107.40  14.78   0.32 354.40   5.60
1997-04-05T06:44:52.073    -72.86     78.17     -9.43    107.27  14.78   0.32 354.40   5.60
1997-04-05T06:44:52.406    -72.97     78.18     -9.50    107.37  14.78   0.32 354.40   5.60
1997-04-05T06:44:52.739    -72.96     78.12     -9.40    107.31  14.78   0.32 354.39   5.61
1997-04-05T06:44:53.073    -72.93     77.93     -9.48    107.15  14.78   0.32 354.39   5.61
1997-04-05T06:44:53.406    -72.97     77.88     -9.48    107.14  14.78   0.32 354.39   5.61
1997-04-05T06:44:53.739    -72.91     77.73     -9.39    106.99  14.78   0.32 354.38   5.62
1997-04-05T06:44:54.073    -72.82     77.72     -9.34    106.91  14.78   0.32 354.38   5.62
1997-04-05T06:44:54.406    -72.77     77.74     -9.40    106.90  14.78   0.32 354.38   5.62
1997-04-05T06:44:54.739    -72.70     77.68     -9.43    106.81  14.78   0.32 354.37   5.63
1997-04-05T06:44:55.073    -72.67     77.74     -9.47    106.83  14.78   0.32 354.37   5.63
1997-04-05T06:44:55.406    -72.50     77.69     -9.43    106.68  14.78   0.32 354.37   5.63
1997-04-05T06:44:55.739    -72.52     77.71     -9.52    106.72  14.78   0.32 354.36   5.64
1997-04-05T06:44:56.073    -72.41     77.78     -9.53    106.69  14.78   0.32 354.36   5.64
1997-04-05T06:44:56.406    -72.40     77.83     -9.62    106.73  14.78   0.32 354.36   5.64
1997-04-05T06:44:56.739    -72.34     77.80     -9.71    106.68  14.78   0.32 354.36   5.64
1997-04-05T06:44:57.073    -72.39     77.86     -9.64    106.74  14.78   0.32 354.35   5.65
1997-04-05T06:44:57.406    -72.39     77.95     -9.66    106.82  14.78   0.32 354.35   5.65
1997-04-05T06:44:57.739    -72.38     78.02     -9.75    106.87  14.78   0.32 354.35   5.65
1997-04-05T06:44:58.073    -72.43     78.01     -9.76    106.90  14.78   0.32 354.34   5.66
1997-04-05T06:44:58.406    -72.43     78.00     -9.76    106.89  14.78   0.32 354.34   5.66
1997-04-05T06:44:58.739    -72.44     77.96     -9.63    106.86  14.78   0.32 354.34   5.66
1997-04-05T06:44:59.073    -72.52     77.93     -9.54    106.88  14.78   0.32 354.33   5.67
1997-04-05T06:44:59.406    -72.49     77.89     -9.51    106.83  14.78   0.32 354.33   5.67
1997-04-05T06:44:59.739    -72.61     77.85     -9.49    106.88  14.78   0.32 354.33   5.67
1997-04-05T06:45:00.073    -72.67     77.78     -9.49    106.87  14.78   0.32 354.32   5.68
1997-04-05T06:45:00.406    -72.63     77.78     -9.50    106.84  14.78   0.32 354.32   5.68
1997-04-05T06:45:00.739    -72.52     77.90     -9.50    106.86  14.78   0.32 354.32   5.68
1997-04-05T06:45:01.073    -72.50     77.81     -9.54    106.78  14.78   0.32 354.31   5.69
