2000-12-28T07:54:41.796 5840465:00:0:0     78.08      8.49     80.53    112.49 0.93563 -5.84638 0.15359 6.19729
2000-12-28T07:54:42.130 5840465:00:5:0     78.30      7.48     80.59    112.61 0.93563 -5.84638 0.25163 0.01214
2000-12-28T07:54:42.463 5840465:01:0:0     78.15      8.30     80.56    112.55 0.93563 -5.84638 0.37352 0.13403
2000-12-28T07:54:42.796 5840465:01:5:0     78.41      7.43     80.52    112.64 0.93563 -5.84638 0.47384 0.23435
2000-12-28T07:54:43.130 5840465:02:0:0     78.50      8.22     80.51    112.75 0.93563 -5.84638 0.59355 0.35406
2000-12-28T07:54:43.463 5840465:02:5:0     78.66      7.74     80.56    112.86 0.93563 -5.84638 0.69647 0.45698
2000-12-28T07:54:43.796 5840465:03:0:0     78.61      8.27     80.60    112.89 0.93563 -5.84638 0.81358 0.57409
2000-12-28T07:54:44.130 5840465:03:5:0     78.62      8.03     80.58    112.86 0.93563 -5.84638 0.91910 0.67961
2000-12-28T07:54:44.463 5840465:04:0:0     78.57      8.48     80.49    112.80 0.93563 -5.84638 1.03390 0.79441
2000-12-28T07:54:44.796 5840465:04:5:0     78.62      8.31     80.44    112.78 0.93563 -5.84638 1.14096 0.90147
2000-12-28T07:54:45.130 5840465:05:0:0     78.58      8.71     80.36    112.73 0.93563 -5.84638 1.25432 1.01483
2000-12-28T07:54:45.463 5840465:05:5:0     78.52      8.60     80.34    112.67 0.93563 -5.84638 1.36281 1.12332
2000-12-28T07:54:45.796 5840465:06:0:0     78.40      8.73     80.45    112.67 0.93563 -5.84638 1.47502 1.23553
2000-12-28T07:54:46.130 5840465:06:5:0     78.17      8.64     80.46    112.52 0.93563 -5.84638 1.58485 1.34536
2000-12-28T07:54:46.463 5840465:07:0:0     78.14      8.67     80.42    112.46 0.93563 -5.84638 1.69581 1.45632
2000-12-28T07:54:46.796 5840465:07:5:0     78.10      8.66     80.28    112.33 0.93563 -5.84638 1.80590 1.56641
2000-12-28T07:54:47.130 5840465:08:0:0     78.15      8.61     80.24    112.34 0.93563 -5.84638 1.91680 1.67731
2000-12-28T07:54:47.463 5840465:08:5:0     78.06      8.57     80.21    112.25 0.93563 -5.84638 2.02704 1.78755
2000-12-28T07:54:47.796 5840465:09:0:0     78.07      8.41     80.23    112.26 0.93563 -5.84638 2.13779 1.89830
2000-12-28T07:54:48.130 5840465:09:5:0     78.11      8.38     80.25    112.30 0.93563 -5.84638 2.24840 2.00891
2000-12-28T07:54:48.463 5840465:10:0:0     78.21      8.25     80.26    112.36 0.93563 -5.84638 2.35888 2.11939
2000-12-28T07:54:48.796 5840465:10:5:0     78.27      8.32     80.12    112.32 0.93563 -5.84638 2.46919 2.22970
2000-12-28T07:54:49.130 5840465:11:0:0     78.35      8.28     80.29    112.49 0.93563 -5.84638 2.57987 2.34038
2000-12-28T07:54:49.463 5840465:11:5:0     78.33      8.18     80.24    112.43 0.93563 -5.84638 2.69021 2.45072
2000-12-28T07:54:49.796 5840465:12:0:0     78.36      8.24     80.34    112.53 0.93563 -5.84638 2.80085 2.56136
2000-12-28T07:54:50.130 5840465:12:5:0     78.42      8.24     80.44    112.64 0.93563 -5.84638 2.91156 2.67207
2000-12-28T07:54:50.463 5840465:13:0:0     78.37      8.28     80.44    112.61 0.93563 -5.84638 3.02184 2.78235
