1996-09-06T18:32:44.787 3599441:88:0:0     88.95    -14.71    -61.87    109.34 4.86271 -0.43604 6.22911 6.16946
1996-09-06T18:32:45.154 3599441:88:5:4     88.65    -14.73    -62.10    109.23 4.86266 -0.43604 0.06688 0.00723
1996-09-06T18:32:45.454 3599441:89:0:0     88.46    -15.18    -62.23    109.21 4.86262 -0.43604 0.16567 0.10606
1996-09-06T18:32:45.821 3599441:89:5:4     87.90    -15.75    -62.55    109.03 4.86257 -0.43609 0.28663 0.22702
1996-09-06T18:32:46.121 3599441:90:0:0     88.03    -15.88    -62.18    108.94 4.86252 -0.43614 0.38541 0.32584
1996-09-06T18:32:46.487 3599441:90:5:4     88.42    -15.95    -61.49    108.87 4.86252 -0.43614 0.50604 0.44646
1996-09-06T18:32:46.787 3599442:00:0:0     88.73    -15.80    -60.85    108.75 4.86252 -0.43614 0.60515 0.54558
1996-09-06T18:32:47.154 3599442:00:5:4     88.78    -15.38    -61.33    108.99 4.86252 -0.43619 0.72611 0.66653
1996-09-06T18:32:47.454 3599442:01:0:0     88.84    -15.35    -61.11    108.92 4.86252 -0.43623 0.82490 0.76532
1996-09-06T18:32:47.821 3599442:01:5:4     88.84    -15.26    -61.25    108.98 4.86247 -0.43628 0.94586 0.88628
1996-09-06T18:32:48.121 3599442:02:0:0     88.59    -15.02    -61.36    108.81 4.86243 -0.43633 1.04464 0.98510
1996-09-06T18:32:48.487 3599442:02:5:4     88.59    -15.09    -61.22    108.74 4.86248 -0.43633 1.16528 1.10574
1996-09-06T18:32:48.787 3599442:03:0:0     88.45    -15.14    -61.19    108.61 4.86252 -0.43633 1.26438 1.20481
1996-09-06T18:32:49.154 3599442:03:5:4     88.26    -15.40    -61.31    108.56 4.86252 -0.43638 1.38535 1.32578
1996-09-06T18:32:49.454 3599442:04:0:0     88.23    -15.44    -61.26    108.51 4.86252 -0.43642 1.48412 1.42455
1996-09-06T18:32:49.821 3599442:04:5:4     88.00    -15.26    -61.23    108.29 4.86258 -0.43648 1.60509 1.54551
1996-09-06T18:32:50.121 3599442:05:0:0     87.95    -15.17    -61.26    108.25 4.86262 -0.43652 1.70348 1.64387
1996-09-06T18:32:50.487 3599442:05:5:4     87.81    -15.08    -61.14    108.06 4.86262 -0.43652 1.82411 1.76450
1996-09-06T18:32:50.787 3599442:06:0:0     87.56    -14.88    -61.22    107.87 4.86262 -0.43652 1.92351 1.86390
1996-09-06T18:32:51.154 3599442:06:5:4     87.44    -14.68    -61.14    107.70 4.86267 -0.43652 2.04448 1.98487
1996-09-06T18:32:51.454 3599442:07:0:0     87.71    -14.38    -60.73    107.65 4.86271 -0.43652 2.14335 2.08370
1996-09-06T18:32:51.821 3599442:07:5:4     87.72    -14.28    -60.48    107.50 4.86277 -0.43652 2.26432 2.20467
1996-09-06T18:32:52.121 3599442:08:0:0     87.68    -13.95    -60.50    107.43 4.86281 -0.43652 2.36310 2.30341
1996-09-06T18:32:52.487 3599442:08:5:4     87.46    -13.60    -60.40    107.16 4.86286 -0.43652 2.48373 2.42404
1996-09-06T18:32:52.787 3599442:09:0:0     87.40    -13.51    -60.38    107.09 4.86291 -0.43652 2.58274 2.52301
1996-09-06T18:32:53.154 3599442:09:5:4     87.34    -13.80    -60.25    107.00 4.86291 -0.43652 2.70371 2.64398
1996-09-06T18:32:53.454 3599442:10:0:0     87.51    -13.74    -60.17    107.09 4.86291 -0.43652 2.80220 2.74247
1996-09-06T18:32:53.821 3599442:10:5:4     87.43    -13.72    -60.27    107.07 4.86296 -0.43647 2.92316 2.86343
1996-09-06T18:32:54.121 3599442:11:0:0     87.14    -13.96    -60.49    106.99 4.86300 -0.43642 3.02223 2.96246
1996-09-06T18:32:54.487 3599442:11:5:4     87.14    -13.98    -60.64    107.08 4.86305 -0.43637 3.14286 3.08309
1996-09-06T18:32:54.787 3599442:12:0:0     87.17    -13.98    -60.52    107.03 4.86310 -0.43633 3.24206 3.18226
1996-09-06T18:32:55.154 3599442:12:5:4     87.34    -13.70    -60.25    106.99 4.86310 -0.43633 3.36303 3.30322
1996-09-06T18:32:55.454 3599442:13:0:0     87.44    -13.71    -60.08    106.97 4.86310 -0.43633 3.46171 3.40191
1996-09-06T18:32:55.821 3599442:13:5:4     87.24    -13.91    -60.22    106.92 4.86310 -0.43627 3.58267 3.52287
1996-09-06T18:32:56.121 3599442:14:0:0     87.35    -13.79    -60.05    106.89 4.86310 -0.43623 3.68145 3.62165
1996-09-06T18:32:56.487 3599442:14:5:4     87.30    -13.89    -60.08    106.88 4.86310 -0.43618 3.80208 3.74228
1996-09-06T18:32:56.787 3599442:15:0:0     87.25    -13.97    -60.27    106.96 4.86310 -0.43614 3.90120 3.84139
1996-09-06T18:32:57.154 3599442:15:5:4     87.41    -13.93    -60.16    107.02 4.86304 -0.43614 4.02215 3.96235
1996-09-06T18:32:57.454 3599442:16:0:0     87.37    -13.84    -60.04    106.91 4.86300 -0.43614 4.12094 4.06118
1996-09-06T18:32:57.821 3599442:16:5:4     87.23    -13.59    -60.38    106.95 4.86295 -0.43608 4.24189 4.18213
1996-09-06T18:32:58.121 3599442:17:0:0     87.29    -13.60    -60.37    106.99 4.86291 -0.43604 4.34030 4.28057
1996-09-06T18:32:58.487 3599442:17:5:4     87.07    -13.90    -60.56    106.96 4.86291 -0.43604 4.46093 4.40120
1996-09-06T18:32:58.787 3599442:18:0:0     87.00    -14.05    -60.63    106.97 4.86291 -0.43604 4.56004 4.50031
1996-09-06T18:32:59.154 3599442:18:5:4     87.08    -13.82    -60.60    106.99 4.86285 -0.43604 4.68100 4.62127
1996-09-06T18:32:59.454 3599442:19:0:0     87.16    -13.69    -60.45    106.95 4.86281 -0.43604 4.77997 4.72029
1996-09-06T18:32:59.821 3599442:19:5:4     87.48    -13.56    -60.28    107.10 4.86276 -0.43604 4.90092 4.84123
1996-09-06T18:33:00.121 3599442:20:0:0     87.79    -13.18    -60.10    107.21 4.86271 -0.43604 4.99972 4.94007
1996-09-06T18:33:00.487 3599442:20:5:4     87.81    -13.20    -60.25    107.31 4.86266 -0.43609 5.12034 5.06069
1996-09-06T18:33:00.787 3599442:21:0:0     87.35    -13.43    -60.96    107.36 4.86262 -0.43614 5.21946 5.15985
1996-09-06T18:33:01.154 3599442:21:5:4     87.14    -13.46    -60.99    107.21 4.86262 -0.43614 5.34040 5.28079
1996-09-06T18:33:01.454 3599442:22:0:0     87.35    -13.30    -60.90    107.31 4.86262 -0.43614 5.43891 5.37930
1996-09-06T18:33:01.821 3599442:22:5:4     87.25    -13.16    -61.11    107.33 4.86262 -0.43614 5.55986 5.50025
1996-09-06T18:33:02.121 3599442:23:0:0     87.10    -13.09    -61.40    107.37 4.86262 -0.43614 5.65895 5.59933
1996-09-06T18:33:02.487 3599442:23:5:4     86.75    -13.11    -61.61    107.21 4.86262 -0.43619 5.77957 5.71996
1996-09-06T18:33:02.787 3599442:24:0:0     86.41    -13.33    -61.98    107.17 4.86262 -0.43623 5.87830 5.81869
1996-09-06T18:33:03.154 3599442:24:5:4     86.66    -13.19    -61.72    107.21 4.86262 -0.43623 5.99927 5.93966
1996-09-06T18:33:03.454 3599442:25:0:0     86.68    -12.96    -61.55    107.10 4.86262 -0.43623 6.09833 6.03872
1996-09-06T18:33:03.821 3599442:25:5:4     86.82    -12.89    -61.29    107.05 4.86262 -0.43628 6.21930 6.15969
1996-09-06T18:33:04.121 3599442:26:0:0     87.00    -12.90    -61.31    107.21 4.86262 -0.43633 0.03461 6.25818
1996-09-06T18:33:04.487 3599442:26:5:4     87.17    -12.67    -61.06    107.18 4.86267 -0.43633 0.15524 0.09563
1996-09-06T18:33:04.787 3599442:27:0:0     87.43    -12.47    -60.77    107.21 4.86271 -0.43633 0.25445 0.19480
1996-09-06T18:33:05.154 3599442:27:5:4     87.63    -12.32    -60.64    107.27 4.86271 -0.43633 0.37541 0.31576
1996-09-06T18:33:05.454 3599442:28:0:0     87.76    -12.29    -60.75    107.44 4.86271 -0.43633 0.47429 0.41464
1996-09-06T18:33:05.821 3599442:28:5:4     87.96    -12.49    -60.47    107.47 4.86271 -0.43638 0.59525 0.53560
1996-09-06T18:33:06.121 3599442:29:0:0     87.90    -12.49    -60.57    107.47 4.86271 -0.43642 0.69413 0.63447
1996-09-06T18:33:06.487 3599442:29:5:4     87.89    -12.62    -60.75    107.59 4.86271 -0.43642 0.81476 0.75511
1996-09-06T18:33:06.787 3599442:30:0:0     87.88    -12.54    -60.93    107.66 4.86271 -0.43642 0.91377 0.85412
1996-09-06T18:33:07.154 3599442:30:5:4     87.96    -12.39    -60.69    107.58 4.86277 -0.43642 1.03474 0.97508
1996-09-06T18:33:07.454 3599442:31:0:0     88.07    -12.28    -60.62    107.62 4.86281 -0.43642 1.13342 1.07373
1996-09-06T18:33:07.821 3599442:31:5:4     88.14    -12.10    -60.56    107.62 4.86281 -0.43642 1.25439 1.19470
1996-09-06T18:33:08.121 3599442:32:0:0     87.99    -11.98    -60.52    107.47 4.86281 -0.43642 1.35326 1.29357
1996-09-06T18:33:08.487 3599442:32:5:4     88.01    -11.65    -60.56    107.46 4.86286 -0.43637 1.47389 1.41421
1996-09-06T18:33:08.787 3599442:33:0:0     88.09    -11.41    -60.27    107.34 4.86291 -0.43633 1.57300 1.51327
1996-09-06T18:33:09.154 3599442:33:5:4     88.31    -11.28    -60.04    107.38 4.86291 -0.43633 1.69397 1.63425
1996-09-06T18:33:09.454 3599442:34:0:0     88.54    -10.96    -59.73    107.36 4.86291 -0.43633 1.79265 1.73292
1996-09-06T18:33:09.821 3599442:34:5:4     88.68    -10.98    -59.69    107.46 4.86291 -0.43633 1.91362 1.85389
1996-09-06T18:33:10.121 3599442:35:0:0     88.15    -11.83    -60.28    107.44 4.86291 -0.43633 2.01248 1.95276
1996-09-06T18:33:10.487 3599442:35:5:4     87.30    -12.82    -61.02    107.28 4.86291 -0.43628 2.13313 2.07340
1996-09-06T18:33:10.787 3599442:36:0:0     86.75    -12.95    -61.87    107.34 4.86291 -0.43623 2.23223 2.17250
1996-09-06T18:33:11.154 3599442:36:5:4     86.31    -12.94    -62.02    107.07 4.86291 -0.43623 2.35320 2.29347
1996-09-06T18:33:11.454 3599442:37:0:0     86.82    -12.59    -61.53    107.15 4.86291 -0.43623 2.45197 2.39224
1996-09-06T18:33:11.821 3599442:37:5:4     87.14    -12.20    -61.10    107.12 4.86291 -0.43623 2.57294 2.51321
1996-09-06T18:33:12.121 3599442:38:0:0     87.37    -12.07    -60.99    107.23 4.86291 -0.43623 2.67171 2.61199
1996-09-06T18:33:12.487 3599442:38:5:4     87.44    -12.18    -60.82    107.21 4.86291 -0.43623 2.79235 2.73263
1996-09-06T18:33:12.787 3599442:39:0:0     87.42    -12.20    -61.00    107.29 4.86291 -0.43623 2.89145 2.83173
