time	Var2
1996-09-06T18:57:38.120	515.006996522032
1996-09-06T18:57:38.486	514.544897157706
1996-09-06T18:57:38.786	514.037105106497
1996-09-06T18:57:39.153	513.398571057315
1996-09-06T18:57:39.453	512.886830239732
1996-09-06T18:57:39.820	512.251073478844
1996-09-06T18:57:40.120	511.921761056108
1996-09-06T18:57:40.486	511.261180024639
1996-09-06T18:57:40.786	510.741927368545
1996-09-06T18:57:41.153	510.076497077092
1996-09-06T18:57:41.453	509.540616496391
1996-09-06T18:57:41.820	509.058290757935
1996-09-06T18:57:42.120	508.53148157949
1996-09-06T18:57:42.486	507.844079234734
1996-09-06T18:57:42.786	507.300700666873
1996-09-06T18:57:43.153	506.600051298573
1996-09-06T18:57:43.453	506.052722382022
1996-09-06T18:57:43.820	505.55812088109
1996-09-06T18:57:44.120	504.994589794512
1996-09-06T18:57:44.486	504.305703018102
1996-09-06T18:57:44.786	503.738323679673
1996-09-06T18:57:45.153	503.214211094872
1996-09-06T18:57:45.453	502.64321530407
1996-09-06T18:57:45.820	501.932480306863
1996-09-06T18:57:46.120	501.3484742772
1996-09-06T18:57:46.486	500.620387304304
1996-09-06T18:57:46.786	500.054186124141
1996-09-06T18:57:47.153	499.492397134725
1996-09-06T18:57:47.453	498.910097947314
1996-09-06T18:57:47.820	498.163278224748
1996-09-06T18:57:48.120	497.577106838858
1996-09-06T18:57:48.486	496.812908335261
1996-09-06T18:57:48.786	496.417306115449
1996-09-06T18:57:49.153	495.648561094
1996-09-06T18:57:49.453	495.054968242826
1996-09-06T18:57:49.820	494.281342697889
1996-09-06T18:57:50.120	493.67153066157
1996-09-06T18:57:50.486	493.089001343083
1996-09-06T18:57:50.786	492.465330008647
1996-09-06T18:57:51.153	491.692679296979
1996-09-06T18:57:51.453	491.052737767569
1996-09-06T18:57:51.820	490.264831400365
1996-09-06T18:57:52.120	489.818293386188
1996-09-06T18:57:52.486	489.036589027789
1996-09-06T18:57:52.786	488.38904002011
1996-09-06T18:57:53.153	487.579513901985
1996-09-06T18:57:53.453	486.92801461967
1996-09-06T18:57:53.820	486.312516158032
1996-09-06T18:57:54.120	485.65733902785
1996-09-06T18:57:54.486	484.838477108265
1996-09-06T18:57:54.786	484.16719389438
1996-09-06T18:57:55.153	483.343532100002
1996-09-06T18:57:55.453	482.868623313026
1996-09-06T18:57:55.820	482.040502097932
1996-09-06T18:57:56.120	481.361731765996
1996-09-06T18:57:56.486	480.516737861022
1996-09-06T18:57:56.786	479.834124791255
1996-09-06T18:57:57.153	479.162066828479
1996-09-06T18:57:57.453	478.47581480308
1996-09-06T18:57:57.820	477.621657030636
1996-09-06T18:57:58.120	476.93158256533
1996-09-06T18:57:58.486	476.251186318802
1996-09-06T18:57:58.786	475.557493281614
1996-09-06T18:57:59.153	474.682252670192
1996-09-06T18:57:59.453	473.960254773976
1996-09-06T18:57:59.820	473.080337392516
1996-09-06T18:58:00.486	471.674166835727
1996-09-06T18:58:00.786	470.932590887401
1996-09-06T18:58:01.153	470.043695786719
1996-09-06T18:58:01.453	469.298226630517
1996-09-06T18:58:01.820	468.610134078089
1996-09-06T18:58:02.486	466.938058282366
1996-09-06T18:58:02.786	466.210239746684
1996-09-06T18:58:03.153	465.477234662087
1996-09-06T18:58:03.453	464.720580260506
1996-09-06T18:58:03.820	463.776726003743
1996-09-06T18:58:04.120	463.041701833442
1996-09-06T18:58:04.486	462.067636412502
1996-09-06T18:58:04.786	461.524860572434
1996-09-06T18:58:05.153	460.572019785818
1996-09-06T18:58:05.453	459.79243047111
1996-09-06T18:58:05.820	458.834955401989
1996-09-06T18:58:06.120	458.260195486136
1996-09-06T18:58:06.486	457.272363049195
1996-09-06T18:58:06.786	456.511476404512
1996-09-06T18:58:07.153	455.507378800823
1996-09-06T18:58:07.453	454.92621739023
1996-09-06T18:58:07.820	453.943979928786
1996-09-06T18:58:08.120	453.14977829517
1996-09-06T18:58:08.486	452.136600475875
1996-09-06T18:58:08.786	451.549111247801
1996-09-06T18:58:09.153	450.558123782768
1996-09-06T18:58:09.453	449.718635245494
1996-09-06T18:58:09.820	448.723158492853
1996-09-06T18:58:10.120	448.118048753592
1996-09-06T18:58:10.486	447.091559962469
1996-09-06T18:58:10.786	446.244696266272
1996-09-06T18:58:11.153	445.229283194334
1996-09-06T18:58:11.453	444.590914684679
1996-09-06T18:58:11.820	443.544236012391
1996-09-06T18:58:12.120	442.717300240353
1996-09-06T18:58:12.486	441.8790414479
1996-09-06T18:58:12.786	441.021359336352
1996-09-06T18:58:13.153	439.965963777592
1996-09-06T18:58:13.453	439.120925324715
1996-09-06T18:58:13.820	438.27485549269
1996-09-06T18:58:14.120	437.398888331067
1996-09-06T18:58:14.486	436.334932360592
1996-09-06T18:58:14.786	435.455345675805
1996-09-06T18:58:15.153	434.590444987866
1996-09-06T18:58:15.453	433.70746397429
1996-09-06T18:58:15.820	432.595966850007
1996-09-06T18:58:16.120	431.95251570762
1996-09-06T18:58:16.486	430.836841587326
1996-09-06T18:58:16.786	429.946902655982
1996-09-06T18:58:17.153	429.042381762721
1996-09-06T18:58:17.453	428.138159487971
1996-09-06T18:58:17.820	427.042362530666
1996-09-06T18:58:18.120	426.145590777446
1996-09-06T18:58:18.486	425.222511733651
1996-09-06T18:58:18.786	424.311620982016
1996-09-06T18:58:19.153	423.16818970227
1996-09-06T18:58:19.453	422.481487034002
1996-09-06T18:58:19.820	421.334032030683
1996-09-06T18:58:20.120	420.387566346675
1996-09-06T18:58:20.486	419.442498482018
1996-09-06T18:58:20.786	418.521810382029
