UTC time, Bx_high, By_high, Bz_high, Bx_low, By_low, Bz_low, Bx_simple, By_simple, Bz_simple, x (R_G), y(R_G), z(R_G)
1997-06-26T16:50:00.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.88536,    -30.21110,     -0.01456
1997-06-26T16:50:04.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.87379,    -30.21247,     -0.01455
1997-06-26T16:50:08.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.86222,    -30.21383,     -0.01455
1997-06-26T16:50:12.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.85065,    -30.21519,     -0.01454
1997-06-26T16:50:16.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.83908,    -30.21656,     -0.01453
1997-06-26T16:50:20.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.82751,    -30.21792,     -0.01453
1997-06-26T16:50:24.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.81594,    -30.21929,     -0.01452
1997-06-26T16:50:28.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.80437,    -30.22066,     -0.01451
1997-06-26T16:50:32.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.79280,    -30.22203,     -0.01451
1997-06-26T16:50:36.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.78123,    -30.22340,     -0.01450
1997-06-26T16:50:40.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.76966,    -30.22477,     -0.01449
1997-06-26T16:50:44.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.75809,    -30.22614,     -0.01449
1997-06-26T16:50:48.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.74652,    -30.22751,     -0.01448
1997-06-26T16:50:52.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.73496,    -30.22888,     -0.01447
1997-06-26T16:50:56.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.72339,    -30.23026,     -0.01447
1997-06-26T16:51:00.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.71182,    -30.23163,     -0.01446
1997-06-26T16:51:04.220,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,       -0.000,       -0.000,        0.000,     -9.70025,    -30.23301,     -0.01445
