1,0.13037,-0.10199,0.51268,0.0081343,0.047114,-0.14501,0.032789,-0.023738,-0.0019202,-0.39306,-0.56265,-0.00723,-0.042795,-0.0114
0.13037,1,-0.12651,0.13073,0.60494,-0.04739,0.039293,0.060058,0.013513,0.26245,-0.015846,-0.022513,-0.50227,-0.67901,0.052566
-0.10199,-0.12651,1,-0.18658,-0.018623,0.35423,-0.32084,-0.085976,0.26231,-0.0035596,-0.10374,0.32306,0.0090248,0.058875,-0.70554
0.51268,0.13073,-0.18658,1,0.038814,-0.06835,0.41786,0.00081323,0.53775,-0.060503,-0.056095,-0.02972,-0.053229,-0.12747,0.28712
0.0081343,0.60494,-0.018623,0.038814,1,-0.03077,0.018742,-0.4071,0.06262,0.71982,0.013784,0.029987,-0.29126,-0.10541,0.061461
0.047114,-0.04739,0.35423,-0.06835,-0.03077,1,0.28297,-0.0053941,-0.23158,0.014972,0.42914,-0.22387,-0.11433,-0.065384,-0.023655
-0.14501,0.039293,-0.32084,0.41786,0.018742,0.28297,1,0.0087552,0.059624,-0.012119,0.32544,0.22632,-0.060232,-0.10676,0.43001
0.032789,0.060058,-0.085976,0.00081323,-0.4071,-0.0053941,0.0087552,1,-0.10177,-0.1815,0.046966,-0.046654,0.35762,-0.27825,-0.044324
-0.023738,0.013513,0.26231,0.53775,0.06262,-0.23158,0.059624,-0.10177,1,-0.020356,-0.18672,0.56091,-0.032904,-0.013324,-0.14252
-0.0019202,0.26245,-0.0035596,-0.060503,0.71982,0.014972,-0.012119,-0.1815,-0.020356,1,-0.0019116,0.00015573,-0.25067,0.162,-0.0057479
-0.39306,-0.015846,-0.10374,-0.056095,0.013784,0.42914,0.32544,0.046966,-0.18672,-0.0019116,1,0.10773,-0.023725,-0.031748,0.29488
-0.56265,-0.022513,0.32306,-0.02972,0.029987,-0.22387,0.22632,-0.046654,0.56091,0.00015573,0.10773,1,-0.005553,0.0073809,-0.36546
-0.00723,-0.50227,0.0090248,-0.053229,-0.29126,-0.11433,-0.060232,0.35762,-0.032904,-0.25067,-0.023725,-0.005553,1,0.47682,-0.032689
-0.042795,-0.67901,0.058875,-0.12747,-0.10541,-0.065384,-0.10676,-0.27825,-0.013324,0.162,-0.031748,0.0073809,0.47682,1,-0.036467
-0.0114,0.052566,-0.70554,0.28712,0.061461,-0.023655,0.43001,-0.044324,-0.14252,-0.0057479,0.29488,-0.36546,-0.032689,-0.036467,1
