1,0.18507,-0.27569,0.51452,0.011003,-0.23234,-0.083367,-0.0051149,0.098884,0.0020092,-0.70857,-0.4741,-0.05858,-0.042474,0.062633
0.18507,1,-0.14843,0.169,0.56254,-0.018058,0.047999,-0.15673,0.0107,0.28979,0.015806,-0.04459,-0.79127,-0.62496,0.062675
-0.27569,-0.14843,1,-0.044147,-0.01168,0.21895,-0.046106,-0.086964,0.54672,-0.005721,-0.047609,0.7667,0.034609,0.060888,-0.63062
0.51452,0.169,-0.044147,1,0.046894,-0.094502,0.36635,-0.026689,0.56875,-0.064055,-0.23208,-0.051148,-0.091058,-0.14747,0.21136
0.011003,0.56254,-0.01168,0.046894,1,-0.016736,0.021219,-0.62126,0.067204,0.74718,0.03105,0.030507,-0.45789,-0.0029208,0.069572
-0.23234,-0.018058,0.21895,-0.094502,-0.016736,1,0.60758,0.0030077,-0.11717,0.018873,0.43651,0.0094063,-0.14042,-0.098367,0.1487
-0.083367,0.047999,-0.046106,0.36635,0.021219,0.60758,1,0.0028225,-0.10754,-0.013639,0.33741,0.025564,-0.082867,-0.13308,0.26827
-0.0051149,-0.15673,-0.086964,-0.026689,-0.62126,0.0030077,0.0028225,1,-0.11672,-0.20193,0.053259,-0.046359,0.22457,-0.12773,-0.065398
0.098884,0.0107,0.54672,0.56875,0.067204,-0.11717,-0.10754,-0.11672,1,-0.022184,-0.21034,0.50425,-0.032758,-0.016201,-0.30641
0.0020092,0.28979,-0.005721,-0.064055,0.74718,0.018873,-0.013639,-0.20193,-0.022184,1,0.00018805,-0.0020271,-0.28119,0.17266,-0.0061139
-0.70857,0.015806,-0.047609,-0.23208,0.03105,0.43651,0.33741,0.053259,-0.21034,0.00018805,1,0.2046,-0.037603,-0.049686,0.2905
-0.4741,-0.04459,0.7667,-0.051148,0.030507,0.0094063,0.025564,-0.046359,0.50425,-0.0020271,0.2046,1,0.010078,0.0082001,-0.68849
-0.05858,-0.79127,0.034609,-0.091058,-0.45789,-0.14042,-0.082867,0.22457,-0.032758,-0.28119,-0.037603,0.010078,1,0.73528,-0.048239
-0.042474,-0.62496,0.060888,-0.14747,-0.0029208,-0.098367,-0.13308,-0.12773,-0.016201,0.17266,-0.049686,0.0082001,0.73528,1,-0.041458
0.062633,0.062675,-0.63062,0.21136,0.069572,0.1487,0.26827,-0.065398,-0.30641,-0.0061139,0.2905,-0.68849,-0.048239,-0.041458,1
