0.1,918,4.96634494203926
0.125,905,4.97098112644296
0.15,893,4.97805223237535
0.175,880,4.9875479035027
0.2,867,4.99945432461215
0.225,853,5.01375432093594
0.25,840,5.03042747986655
0.275,826,5.04945029308746
0.3,812,5.0707963168715
0.325,798,5.09443634808659
0.35,783,5.12033861330342
0.375,768,5.14846896831847
0.4,753,5.17879110538957
0.425,738,5.2112667655243
0.45,722,5.24585595325737
0.475,705,5.28251715149753
0.5,689,5.32120753420473
0.525,671,5.36188317487062
0.55,654,5.40449924900689
0.575,636,5.44901022909145
0.6,617,5.49537007067244
0.625,598,5.54353238857801
0.65,578,5.59345062242051
0.675,557,5.64507819081111
0.7,535,5.69836863391251
0.725,513,5.75327574414929
0.75,489,5.80975368506678
0.775,464,5.86775709847889
0.8,438,5.92724120017262
0.825,410,5.98816186454323
0.85,379,6.05047569861973
0.875,346,6.11414010600656
0.9,310,6.17911334131683
