timebg	Bbgz
1997-05-07T15:36:55.133	-86.968042723573
1997-05-07T15:36:55.467	-86.9679032457611
1997-05-07T15:36:55.800	-86.9677641855475
1997-05-07T15:36:56.133	-86.9676251253338
1997-05-07T15:36:56.467	-86.9674856475219
1997-05-07T15:36:56.800	-86.9673465873083
1997-05-07T15:36:57.133	-86.9672075270946
1997-05-07T15:36:57.467	-86.9670680492827
1997-05-07T15:36:57.800	-86.9669289890691
1997-05-07T15:36:58.133	-86.9667899288554
1997-05-07T15:36:58.467	-86.9666504510436
1997-05-07T15:36:58.800	-86.9665113908299
1997-05-07T15:36:59.133	-86.9663723306163
1997-05-07T15:36:59.467	-86.9662328528044
1997-05-07T15:36:59.800	-86.9660937925907
1997-05-07T15:37:00.133	-86.9659547323771
1997-05-07T15:37:00.467	-86.9658152545652
1997-05-07T15:37:00.800	-86.9656761943516
1997-05-07T15:37:01.133	-86.9655371341379
1997-05-07T15:37:01.467	-86.965397656326
1997-05-07T15:37:01.800	-86.9652585961124
1997-05-07T15:37:02.133	-86.9651195358988
1997-05-07T15:37:02.467	-86.9649800580869
1997-05-07T15:37:02.800	-86.9648409978732
1997-05-07T15:37:03.133	-86.9647019376596
1997-05-07T15:37:03.467	-86.9645624598477
1997-05-07T15:37:03.800	-86.964423399634
1997-05-07T15:37:04.133	-86.9642843394204
1997-05-07T15:37:04.467	-86.9641448616085
1997-05-07T15:37:04.800	-86.9640058013949
1997-05-07T15:37:05.133	-86.9638667411812
1997-05-07T15:37:05.467	-86.9637272633693
1997-05-07T15:37:05.800	-86.9635882031557
1997-05-07T15:37:06.133	-86.963449142942
1997-05-07T15:37:06.467	-86.9633096651302
1997-05-07T15:37:06.800	-86.9631706049165
1997-05-07T15:37:07.133	-86.9630315447029
1997-05-07T15:37:07.467	-86.962892066891
1997-05-07T15:37:07.800	-86.9627530066773
1997-05-07T15:37:08.133	-86.9626139464637
1997-05-07T15:37:08.467	-86.9624744686518
1997-05-07T15:37:08.800	-86.9623354084382
1997-05-07T15:37:09.133	-86.9621963482245
1997-05-07T15:37:09.467	-86.9620568704126
1997-05-07T15:37:09.800	-86.961917810199
1997-05-07T15:37:10.133	-86.9617787499853
1997-05-07T15:37:10.467	-86.9616392721735
1997-05-07T15:37:10.800	-86.9615002119598
1997-05-07T15:37:11.133	-86.9613611517462
1997-05-07T15:37:11.467	-86.9612216739343
1997-05-07T15:37:11.800	-86.9610826137206
1997-05-07T15:37:12.133	-86.960943553507
1997-05-07T15:37:12.467	-86.9608040756951
1997-05-07T15:37:12.800	-86.9606650154815
1997-05-07T15:37:13.133	-86.9605259552678
1997-05-07T15:37:13.467	-86.9603864774559
1997-05-07T15:37:13.800	-86.9602474172423
1997-05-07T15:37:14.133	-86.9601083570287
1997-05-07T15:37:14.467	-86.9599688792168
1997-05-07T15:37:14.800	-86.9598298190031
1997-05-07T15:37:15.133	-86.9596907587895
1997-05-07T15:37:15.467	-86.9595512809776
1997-05-07T15:37:15.800	-86.9594122207639
1997-05-07T15:37:16.133	-86.9592731605503
1997-05-07T15:37:16.467	-86.9591336827384
1997-05-07T15:37:16.800	-86.9589946225248
1997-05-07T15:37:17.133	-86.9588555623111
1997-05-07T15:37:17.467	-86.9587160844992
1997-05-07T15:37:17.800	-86.9585770242856
1997-05-07T15:37:18.133	-86.9584379640719
1997-05-07T15:37:18.467	-86.9582984862601
1997-05-07T15:37:18.800	-86.9581594260464
1997-05-07T15:37:19.133	-86.9580203658328
1997-05-07T15:37:19.467	-86.9578808880209
1997-05-07T15:37:19.800	-86.9577418278073
1997-05-07T15:37:20.133	-86.9576027675936
1997-05-07T15:37:20.467	-86.9574632897817
1997-05-07T15:37:20.800	-86.9573242295681
1997-05-07T15:37:21.133	-86.9571851693544
1997-05-07T15:37:21.467	-86.9570456915425
1997-05-07T15:37:21.800	-86.9569066313289
1997-05-07T15:37:22.134	-86.956767153517
1997-05-07T15:37:22.467	-86.9566280933034
