timedata	Var2
2000-12-28T07:54:49.130	-84.8083657139103
2000-12-28T07:54:49.463	-84.7312123217794
2000-12-28T07:54:49.796	-84.8360485054395
2000-12-28T07:54:50.130	-84.9477996773928
2000-12-28T07:54:50.463	-84.9426672686097
2000-12-28T07:54:50.796	-84.9060943134877
2000-12-28T07:54:51.130	-84.9270899876884
2000-12-28T07:54:51.463	-84.9231414291479
2000-12-28T07:54:51.796	-84.9838121798475
2000-12-28T07:54:52.130	-85.0017486798657
2000-12-28T07:54:52.463	-84.9699718746342
2000-12-28T07:54:52.796	-84.8992456878691
2000-12-28T07:54:53.130	-84.9730680042819
2000-12-28T07:54:53.463	-84.9163021142999
2000-12-28T07:54:53.796	-84.988053170887
2000-12-28T07:54:54.130	-84.9309281205694
2000-12-28T07:54:54.463	-84.9993823347145
2000-12-28T07:54:54.796	-84.9884605088053
2000-12-28T07:54:55.130	-84.9487656795049
2000-12-28T07:54:55.463	-84.8656914806647
2000-12-28T07:54:55.796	-84.9278640137755
2000-12-28T07:54:56.130	-84.8888613390876
2000-12-28T07:54:56.463	-85.0117560506079
2000-12-28T07:54:56.796	-84.9381934202164
2000-12-28T07:54:57.130	-84.9272446668514
2000-12-28T07:54:57.463	-84.9704356237246
2000-12-28T07:54:57.796	-84.9380900993327
2000-12-28T07:54:58.130	-84.9827663337635
2000-12-28T07:54:58.463	-84.95980803822
2000-12-28T07:54:58.796	-84.9616766873702
2000-12-28T07:54:59.130	-84.9924910820918
2000-12-28T07:54:59.463	-84.9424983477388
2000-12-28T07:54:59.796	-85.0202640964885
2000-12-28T07:55:00.130	-84.992677461911
2000-12-28T07:55:00.463	-85.0541561115264
2000-12-28T07:55:00.796	-85.0732975412974
2000-12-28T07:55:01.130	-85.1077396845618
2000-12-28T07:55:01.463	-85.0435244712229
2000-12-28T07:55:01.796	-85.0434322529064
2000-12-28T07:55:02.130	-85.1256730808015
2000-12-28T07:55:02.463	-85.0905976575111
2000-12-28T07:55:02.796	-84.9310492955307
2000-12-28T07:55:03.130	-84.9233422551601
2000-12-28T07:55:03.463	-84.8677636691123
2000-12-28T07:55:03.796	-84.8374982513627
2000-12-28T07:55:04.130	-84.8850162148303
2000-12-28T07:55:04.463	-84.8699443398686
2000-12-28T07:55:04.796	-84.9241072465174
2000-12-28T07:55:05.130	-84.8826135494571
2000-12-28T07:55:05.463	-84.8580787940167
2000-12-28T07:55:05.796	-84.8327040528975
2000-12-28T07:55:06.130	-84.9247617662311
2000-12-28T07:55:06.463	-84.9059155126604
2000-12-28T07:55:06.796	-84.7543848339537
2000-12-28T07:55:07.130	-84.7191625368433
2000-12-28T07:55:07.463	-84.6839319377039
2000-12-28T07:55:07.796	-84.8285725433061
2000-12-28T07:55:08.130	-84.8622796819394
2000-12-28T07:55:08.463	-84.8369793428431
