timedata	Var2
1996-06-27T06:07:08.894	-15.5159306040848
1996-06-27T06:07:09.260	-15.5395790765561
1996-06-27T06:07:09.560	-15.5041616469305
1996-06-27T06:07:09.927	-15.4342319696757
1996-06-27T06:07:10.227	-15.5071201469346
1996-06-27T06:07:10.594	-15.5509214890612
1996-06-27T06:07:10.894	-15.628313834393
1996-06-27T06:07:11.260	-15.5049838890315
1996-06-27T06:07:11.560	-15.4495854496577
1996-06-27T06:07:11.927	-15.4742300890405
1996-06-27T06:07:12.227	-15.5852410447611
1996-06-27T06:07:12.594	-15.5642792053299
1996-06-27T06:07:12.894	-15.6268202562558
1996-06-27T06:07:13.260	-15.7593740769387
1996-06-27T06:07:13.560	-15.7449474835472
1996-06-27T06:07:13.927	-15.7863340716014
1996-06-27T06:07:14.227	-15.9188624538562
1996-06-27T06:07:14.594	-15.9931169276168
1996-06-27T06:07:14.894	-16.0735063341352
1996-06-27T06:07:15.260	-16.0564624565017
1996-06-27T06:07:15.560	-16.1578261645423
1996-06-27T06:07:15.927	-16.1700130877117
1996-06-27T06:07:16.227	-16.0925228376658
1996-06-27T06:07:16.594	-16.1858394084889
1996-06-27T06:07:16.894	-16.2101635825693
1996-06-27T06:07:17.260	-16.4802520444343
1996-06-27T06:07:17.560	-16.3904454518381
1996-06-27T06:07:17.927	-16.1516267718539
1996-06-27T06:07:18.227	-16.1564379944992
1996-06-27T06:07:18.594	-16.2672172432174
1996-06-27T06:07:18.894	-16.2402094515765
1996-06-27T06:07:19.260	-16.0461825580326
1996-06-27T06:07:19.560	-16.0746553525597
1996-06-27T06:07:19.927	-15.8109117325219
1996-06-27T06:07:20.227	-15.8755673522465
1996-06-27T06:07:20.594	-15.457460146139
1996-06-27T06:07:20.894	-15.1367673281184
1996-06-27T06:07:21.260	-15.3952253051203
1996-06-27T06:07:21.560	-15.4770070534094
1996-06-27T06:07:21.927	-15.3532823367586
1996-06-27T06:07:22.227	-15.2424006901531
1996-06-27T06:07:22.594	-15.2673533241378
1996-06-27T06:07:22.894	-15.1651182078352
1996-06-27T06:07:23.260	-15.2655198253493
1996-06-27T06:07:23.560	-15.2764385148148
1996-06-27T06:07:23.927	-15.3723918855704
1996-06-27T06:07:24.227	-15.2590659961734
1996-06-27T06:07:24.594	-14.9741101586142
1996-06-27T06:07:24.894	-15.2048069356709
1996-06-27T06:07:25.260	-15.2682897824836
1996-06-27T06:07:25.560	-15.2246049024013
1996-06-27T06:07:25.927	-15.4954095926565
1996-06-27T06:07:26.227	-15.7196233216939
1996-06-27T06:07:26.594	-15.679407664435
1996-06-27T06:07:26.894	-15.8293556150203
1996-06-27T06:07:27.260	-15.6853102216317
1996-06-27T06:07:27.560	-15.8909463334085
1996-06-27T06:07:27.927	-15.9231617232538
1996-06-27T06:07:28.227	-15.9580450463838
1996-06-27T06:07:28.594	-15.8546030990823
1996-06-27T06:07:28.894	-15.8781295439645
1996-06-27T06:07:29.260	-15.9922440423138
1996-06-27T06:07:29.560	-15.969344526379
