timebg	Bbgx
1996-09-06T18:32:44.787	-58.3477417815801
1996-09-06T18:32:45.154	-58.3500814724678
1996-09-06T18:32:45.454	-58.3519940263269
1996-09-06T18:32:45.821	-58.3543337172145
1996-09-06T18:32:46.121	-58.3562462710736
1996-09-06T18:32:46.487	-58.3585795867817
1996-09-06T18:32:46.787	-58.3604921406408
1996-09-06T18:32:47.154	-58.3628318315285
1996-09-06T18:32:47.454	-58.3647443853876
1996-09-06T18:32:47.821	-58.3670840762752
1996-09-06T18:32:48.121	-58.3689966301343
1996-09-06T18:32:48.487	-58.3713299458425
1996-09-06T18:32:48.787	-58.3732424997016
1996-09-06T18:32:49.154	-58.3755821905892
1996-09-06T18:32:49.454	-58.3774947444483
1996-09-06T18:32:49.821	-58.379834435336
1996-09-06T18:32:50.121	-58.3817469891951
1996-09-06T18:32:50.487	-58.3840803049032
1996-09-06T18:32:50.787	-58.3859928587623
1996-09-06T18:32:51.154	-58.3883325496499
1996-09-06T18:32:51.454	-58.390245103509
1996-09-06T18:32:51.821	-58.3925847943967
1996-09-06T18:32:52.121	-58.3944973482558
1996-09-06T18:32:52.487	-58.3968306639639
1996-09-06T18:32:52.787	-58.398743217823
1996-09-06T18:32:53.154	-58.4010829087107
1996-09-06T18:32:53.454	-58.4029954625698
1996-09-06T18:32:53.821	-58.4053351534574
1996-09-06T18:32:54.121	-58.4072477073165
1996-09-06T18:32:54.487	-58.4095810230246
1996-09-06T18:32:54.787	-58.4114935768837
1996-09-06T18:32:55.154	-58.4138332677714
1996-09-06T18:32:55.454	-58.4157458216305
1996-09-06T18:32:55.821	-58.4180855125181
1996-09-06T18:32:56.121	-58.4199980663773
1996-09-06T18:32:56.487	-58.4223313820854
1996-09-06T18:32:56.787	-58.4242439359445
1996-09-06T18:32:57.154	-58.4265836268321
1996-09-06T18:32:57.454	-58.4284961806912
1996-09-06T18:32:57.821	-58.4308358715789
1996-09-06T18:32:58.121	-58.432748425438
1996-09-06T18:32:58.487	-58.4350817411461
1996-09-06T18:32:58.787	-58.4369942950052
1996-09-06T18:32:59.154	-58.4393339858928
1996-09-06T18:32:59.454	-58.4412465397519
1996-09-06T18:32:59.821	-58.4435862306396
1996-09-06T18:33:00.121	-58.4454987844987
1996-09-06T18:33:00.487	-58.4478321002068
1996-09-06T18:33:00.787	-58.4497446540659
1996-09-06T18:33:01.154	-58.4520843449536
1996-09-06T18:33:01.454	-58.4539968988127
1996-09-06T18:33:01.821	-58.4563365897003
1996-09-06T18:33:02.121	-58.4582491435594
1996-09-06T18:33:02.487	-58.4605824592675
1996-09-06T18:33:02.787	-58.4624950131266
1996-09-06T18:33:03.154	-58.4648347040143
1996-09-06T18:33:03.454	-58.4667472578734
1996-09-06T18:33:03.821	-58.469086948761
1996-09-06T18:33:04.121	-58.4709995026201
1996-09-06T18:33:04.487	-58.4733328183283
1996-09-06T18:33:04.787	-58.4752453721874
1996-09-06T18:33:05.154	-58.477585063075
1996-09-06T18:33:05.454	-58.4794976169341
1996-09-06T18:33:05.821	-58.4818373078218
1996-09-06T18:33:06.121	-58.4837498616809
1996-09-06T18:33:06.487	-58.486083177389
1996-09-06T18:33:06.787	-58.4879957312481
1996-09-06T18:33:07.154	-58.4903354221357
1996-09-06T18:33:07.454	-58.4922479759948
1996-09-06T18:33:07.821	-58.4945876668825
1996-09-06T18:33:08.121	-58.4965002207416
1996-09-06T18:33:08.487	-58.4988335364497
1996-09-06T18:33:08.787	-58.5007460903088
1996-09-06T18:33:09.154	-58.5030857811965
1996-09-06T18:33:09.454	-58.5049983350556
1996-09-06T18:33:09.821	-58.5073380259432
1996-09-06T18:33:10.121	-58.5092505798023
1996-09-06T18:33:10.487	-58.5115838955104
1996-09-06T18:33:10.787	-58.5134964493695
1996-09-06T18:33:11.154	-58.5158361402572
1996-09-06T18:33:11.454	-58.5177486941163
1996-09-06T18:33:11.821	-58.5200883850039
1996-09-06T18:33:12.121	-58.522000938863
1996-09-06T18:33:12.487	-58.5243342545711
1996-09-06T18:33:12.787	-58.5262468084303
1996-09-06T18:33:13.154	-58.5285864993179
1996-09-06T18:33:13.454	-58.530499053177
