timebg	Bbgx
1997-04-05T06:44:41.073	72.5045396760632
1997-04-05T06:44:41.406	72.5045899001623
1997-04-05T06:44:41.739	72.5046401242614
1997-04-05T06:44:42.073	72.5046904991837
1997-04-05T06:44:42.406	72.5047407232828
1997-04-05T06:44:42.739	72.5047909473819
1997-04-05T06:44:43.073	72.5048413223041
1997-04-05T06:44:43.406	72.5048915464033
1997-04-05T06:44:43.739	72.5049417705024
1997-04-05T06:44:44.073	72.5049921454246
1997-04-05T06:44:44.406	72.5050423695237
1997-04-05T06:44:44.739	72.5050925936229
1997-04-05T06:44:45.073	72.5051429685451
1997-04-05T06:44:45.406	72.5051931926442
1997-04-05T06:44:45.739	72.5052434167434
1997-04-05T06:44:46.073	72.5052937916656
1997-04-05T06:44:46.406	72.5053440157647
1997-04-05T06:44:46.739	72.5053942398638
1997-04-05T06:44:47.073	72.5054446147861
1997-04-05T06:44:47.406	72.5054948388852
1997-04-05T06:44:47.739	72.5055450629843
1997-04-05T06:44:48.073	72.5055954379066
1997-04-05T06:44:48.406	72.5056456620057
1997-04-05T06:44:48.739	72.5056958861048
1997-04-05T06:44:49.073	72.5057462610271
1997-04-05T06:44:49.406	72.5057964851262
1997-04-05T06:44:49.739	72.5058467092253
1997-04-05T06:44:50.073	72.5058970841476
1997-04-05T06:44:50.406	72.5059473082467
1997-04-05T06:44:50.739	72.5059975323458
1997-04-05T06:44:51.073	72.506047907268
1997-04-05T06:44:51.406	72.5060981313672
1997-04-05T06:44:51.739	72.5061483554663
1997-04-05T06:44:52.073	72.5061987303885
1997-04-05T06:44:52.406	72.5062489544876
1997-04-05T06:44:52.739	72.5062991785868
1997-04-05T06:44:53.073	72.506349553509
1997-04-05T06:44:53.406	72.5063997776081
1997-04-05T06:44:53.739	72.5064500017072
1997-04-05T06:44:54.073	72.5065003766295
1997-04-05T06:44:54.406	72.5065506007286
1997-04-05T06:44:54.739	72.5066008248277
1997-04-05T06:44:55.073	72.50665119975
1997-04-05T06:44:55.406	72.5067014238491
1997-04-05T06:44:55.739	72.5067516479482
1997-04-05T06:44:56.073	72.5068020228705
1997-04-05T06:44:56.406	72.5068522469696
1997-04-05T06:44:56.739	72.5069024710687
1997-04-05T06:44:57.073	72.506952845991
1997-04-05T06:44:57.406	72.5070030700901
1997-04-05T06:44:57.739	72.5070532941892
1997-04-05T06:44:58.073	72.5071036691114
1997-04-05T06:44:58.406	72.5071538932106
1997-04-05T06:44:58.739	72.5072041173097
1997-04-05T06:44:59.073	72.5072544922319
1997-04-05T06:44:59.406	72.507304716331
