timebg	Bbgy
1996-06-27T06:07:08.894	-16.3392840893045
1996-06-27T06:07:09.260	-16.3301825925424
1996-06-27T06:07:09.560	-16.3227223492948
1996-06-27T06:07:09.927	-16.3135959850552
1996-06-27T06:07:10.227	-16.3061357418076
1996-06-27T06:07:10.594	-16.297009377568
1996-06-27T06:07:10.894	-16.2895491343203
1996-06-27T06:07:11.260	-16.2804476375582
1996-06-27T06:07:11.560	-16.2729873943106
1996-06-27T06:07:11.927	-16.263861030071
1996-06-27T06:07:12.227	-16.2564007868234
1996-06-27T06:07:12.594	-16.2472744225838
1996-06-27T06:07:12.894	-16.2398141793362
1996-06-27T06:07:13.260	-16.230712682574
1996-06-27T06:07:13.560	-16.2232524393264
1996-06-27T06:07:13.927	-16.2141260750868
1996-06-27T06:07:14.227	-16.2066658318392
1996-06-27T06:07:14.594	-16.1975394675996
1996-06-27T06:07:14.894	-16.190079224352
1996-06-27T06:07:15.260	-16.1809777275899
1996-06-27T06:07:15.560	-16.1735174843422
1996-06-27T06:07:15.927	-16.1643911201026
1996-06-27T06:07:16.227	-16.156930876855
1996-06-27T06:07:16.594	-16.1478045126154
1996-06-27T06:07:16.894	-16.1403442693678
1996-06-27T06:07:17.260	-16.1312427726057
1996-06-27T06:07:17.560	-16.123782529358
1996-06-27T06:07:17.927	-16.1146561651184
1996-06-27T06:07:18.227	-16.1071959218708
1996-06-27T06:07:18.594	-16.0980695576312
1996-06-27T06:07:18.894	-16.0906093143836
1996-06-27T06:07:19.260	-16.0815078176215
1996-06-27T06:07:19.560	-16.0740475743739
1996-06-27T06:07:19.927	-16.0649212101343
1996-06-27T06:07:20.227	-16.0574609668866
1996-06-27T06:07:20.594	-16.048334602647
1996-06-27T06:07:20.894	-16.0408743593994
1996-06-27T06:07:21.260	-16.0317728626373
1996-06-27T06:07:21.560	-16.0243126193897
1996-06-27T06:07:21.927	-16.0151862551501
1996-06-27T06:07:22.227	-16.0077260119024
1996-06-27T06:07:22.594	-15.9985996476628
1996-06-27T06:07:22.894	-15.9911394044152
1996-06-27T06:07:23.260	-15.9820379076531
1996-06-27T06:07:23.560	-15.9745776644055
1996-06-27T06:07:23.927	-15.9654513001659
1996-06-27T06:07:24.227	-15.9579910569183
1996-06-27T06:07:24.594	-15.9488646926787
1996-06-27T06:07:24.894	-15.941404449431
1996-06-27T06:07:25.260	-15.9323029526689
1996-06-27T06:07:25.560	-15.9248427094213
1996-06-27T06:07:25.927	-15.9157163451817
1996-06-27T06:07:26.227	-15.9082561019341
1996-06-27T06:07:26.594	-15.8991297376945
1996-06-27T06:07:26.894	-15.8916694944468
1996-06-27T06:07:27.260	-15.8825679976847
1996-06-27T06:07:27.560	-15.8751077544371
1996-06-27T06:07:27.927	-15.8659813901975
1996-06-27T06:07:28.227	-15.8585211469499
1996-06-27T06:07:28.594	-15.8493947827103
1996-06-27T06:07:28.894	-15.8419345394627
1996-06-27T06:07:29.260	-15.8328330427006
1996-06-27T06:07:29.560	-15.8253727994529
1996-06-27T06:07:29.927	-15.8162464352133
1996-06-27T06:07:30.227	-15.8087861919657
1996-06-27T06:07:30.594	-15.7996598277261
1996-06-27T06:07:30.894	-15.7921995844785
1996-06-27T06:07:31.260	-15.7830980877164
1996-06-27T06:07:31.560	-15.7756378444687
1996-06-27T06:07:31.927	-15.7665114802291
1996-06-27T06:07:32.227	-15.7590512369815
1996-06-27T06:07:32.594	-15.7499248727419
1996-06-27T06:07:32.894	-15.7424646294943
1996-06-27T06:07:33.260	-15.7333631327322
