timebg	Bbgz
2000-12-28T07:54:49.130	-73.380994834982
2000-12-28T07:54:49.463	-73.3820720103513
2000-12-28T07:54:49.796	-73.3831491857206
2000-12-28T07:54:50.130	-73.3842295958508
2000-12-28T07:54:50.463	-73.3853067712201
2000-12-28T07:54:50.796	-73.3863839465895
2000-12-28T07:54:51.130	-73.3874643567197
2000-12-28T07:54:51.463	-73.388541532089
2000-12-28T07:54:51.796	-73.3896187074583
2000-12-28T07:54:52.130	-73.3906991175885
2000-12-28T07:54:52.463	-73.3917762929578
2000-12-28T07:54:52.796	-73.3928534683271
2000-12-28T07:54:53.130	-73.3939338784573
2000-12-28T07:54:53.463	-73.3950110538266
2000-12-28T07:54:53.796	-73.396088229196
2000-12-28T07:54:54.130	-73.3971686393261
2000-12-28T07:54:54.463	-73.3982458146955
2000-12-28T07:54:54.796	-73.3993229900648
2000-12-28T07:54:55.130	-73.400403400195
2000-12-28T07:54:55.463	-73.4014805755643
2000-12-28T07:54:55.796	-73.4025577509336
2000-12-28T07:54:56.130	-73.4036381610638
2000-12-28T07:54:56.463	-73.4047153364331
2000-12-28T07:54:56.796	-73.4057925118024
2000-12-28T07:54:57.130	-73.4068729219326
2000-12-28T07:54:57.463	-73.4079500973019
2000-12-28T07:54:57.796	-73.4090272726712
2000-12-28T07:54:58.130	-73.4101076828014
2000-12-28T07:54:58.463	-73.4111848581707
2000-12-28T07:54:58.796	-73.4122620335401
2000-12-28T07:54:59.130	-73.4133424436702
2000-12-28T07:54:59.463	-73.4144196190396
2000-12-28T07:54:59.796	-73.4154967944089
2000-12-28T07:55:00.130	-73.4165772045391
2000-12-28T07:55:00.463	-73.4176543799084
2000-12-28T07:55:00.796	-73.4187315552777
2000-12-28T07:55:01.130	-73.4198119654079
2000-12-28T07:55:01.463	-73.4208891407772
2000-12-28T07:55:01.796	-73.4219663161465
2000-12-28T07:55:02.130	-73.4230467262767
2000-12-28T07:55:02.463	-73.424123901646
2000-12-28T07:55:02.796	-73.4252010770153
2000-12-28T07:55:03.130	-73.4262814871455
2000-12-28T07:55:03.463	-73.4273586625149
2000-12-28T07:55:03.796	-73.4284358378842
2000-12-28T07:55:04.130	-73.4295162480144
2000-12-28T07:55:04.463	-73.4305934233837
2000-12-28T07:55:04.796	-73.431670598753
2000-12-28T07:55:05.130	-73.4327510088832
2000-12-28T07:55:05.463	-73.4338281842525
2000-12-28T07:55:05.796	-73.4349053596218
2000-12-28T07:55:06.130	-73.435985769752
2000-12-28T07:55:06.463	-73.4370629451213
2000-12-28T07:55:06.796	-73.4381401204907
2000-12-28T07:55:07.130	-73.4392205306208
2000-12-28T07:55:07.463	-73.4402977059902
2000-12-28T07:55:07.796	-73.4413748813595
2000-12-28T07:55:08.130	-73.4424552914897
2000-12-28T07:55:08.463	-73.443532466859
2000-12-28T07:55:08.796	-73.4446096422283
2000-12-28T07:55:09.130	-73.4456900523585
2000-12-28T07:55:09.463	-73.4467672277278
2000-12-28T07:55:09.796	-73.4478444030971
2000-12-28T07:55:10.130	-73.4489248132273
2000-12-28T07:55:10.463	-73.4500019885966
2000-12-28T07:55:10.796	-73.4510791639659
2000-12-28T07:55:11.130	-73.4521595740961
2000-12-28T07:55:11.463	-73.4532367494654
2000-12-28T07:55:11.796	-73.4543139248348
2000-12-28T07:55:12.130	-73.455394334965
2000-12-28T07:55:12.463	-73.4564715103343
2000-12-28T07:55:12.796	-73.4575486857036
2000-12-28T07:55:13.130	-73.4586290958338
2000-12-28T07:55:13.463	-73.4597062712031
2000-12-28T07:55:13.796	-73.4607834465724
2000-12-28T07:55:14.130	-73.4618638567026
2000-12-28T07:55:14.463	-73.4629410320719
2000-12-28T07:55:14.796	-73.4640182074413
2000-12-28T07:55:15.130	-73.4650986175714
2000-12-28T07:55:15.463	-73.4661757929407
2000-12-28T07:55:15.796	-73.4672529683101
2000-12-28T07:55:16.130	-73.4683333784402
2000-12-28T07:55:16.463	-73.4694105538096
2000-12-28T07:55:16.796	-73.4704877291789
2000-12-28T07:55:17.130	-73.4715681393091
2000-12-28T07:55:17.463	-73.4726453146784
2000-12-28T07:55:17.796	-73.4737224900477
2000-12-28T07:55:18.130	-73.4748029001779
2000-12-28T07:55:18.463	-73.4758800755472
2000-12-28T07:55:18.796	-73.4769572509165
2000-12-28T07:55:19.130	-73.4780376610467
2000-12-28T07:55:19.463	-73.479114836416
2000-12-28T07:55:19.796	-73.4801920117853
2000-12-28T07:55:20.130	-73.4812724219155
2000-12-28T07:55:20.463	-73.4823495972849
2000-12-28T07:55:20.796	-73.4834267726542
2000-12-28T07:55:21.130	-73.4845071827844
2000-12-28T07:55:21.463	-73.4855843581537
2000-12-28T07:55:21.796	-73.486661533523
2000-12-28T07:55:22.130	-73.4877419436532
2000-12-28T07:55:22.463	-73.4888191190225
2000-12-28T07:55:22.796	-73.4898962943918
2000-12-28T07:55:23.130	-73.490976704522
2000-12-28T07:55:23.463	-73.4920538798913
2000-12-28T07:55:23.796	-73.4931310552606
2000-12-28T07:55:24.130	-73.4942114653908
2000-12-28T07:55:24.463	-73.4952886407602
2000-12-28T07:55:24.796	-73.4963658161295
2000-12-28T07:55:25.130	-73.4974462262597
2000-12-28T07:55:25.463	-73.498523401629
2000-12-28T07:55:25.796	-73.4996005769983
2000-12-28T07:55:26.130	-73.5006809871285
2000-12-28T07:55:26.463	-73.5017581624978
2000-12-28T07:55:26.796	-73.5028353378671
2000-12-28T07:55:27.130	-73.5039157479973
2000-12-28T07:55:27.463	-73.5049929233666
2000-12-28T07:55:27.796	-73.5060700987359
2000-12-28T07:55:28.130	-73.5071505088661
2000-12-28T07:55:28.463	-73.5082276842355
2000-12-28T07:55:28.796	-73.5093048596048
2000-12-28T07:55:29.130	-73.510385269735
2000-12-28T07:55:29.463	-73.5114624451043
2000-12-28T07:55:29.796	-73.5125396204736
2000-12-28T07:55:30.130	-73.5136200306038
2000-12-28T07:55:30.463	-73.5146972059731
2000-12-28T07:55:30.796	-73.5157743813424
2000-12-28T07:55:31.130	-73.5168547914726
2000-12-28T07:55:31.463	-73.5179319668419
2000-12-28T07:55:31.796	-73.5190091422112
2000-12-28T07:55:32.130	-73.5200895523414
2000-12-28T07:55:32.463	-73.5211667277107
2000-12-28T07:55:32.796	-73.5222439030801
2000-12-28T07:55:33.130	-73.5233243132103
2000-12-28T07:55:33.463	-73.5244014885796
2000-12-28T07:55:33.796	-73.5254786639489
2000-12-28T07:55:34.130	-73.5265590740791
2000-12-28T07:55:34.463	-73.5276362494484
2000-12-28T07:55:34.796	-73.5287134248177
2000-12-28T07:55:35.130	-73.5297938349479
2000-12-28T07:55:35.463	-73.5308710103172
2000-12-28T07:55:35.796	-73.5319481856865
2000-12-28T07:55:36.130	-73.5330285958167
2000-12-28T07:55:36.463	-73.534105771186
2000-12-28T07:55:36.796	-73.5351829465554
2000-12-28T07:55:37.130	-73.5362633566856
2000-12-28T07:55:37.463	-73.5373405320549
2000-12-28T07:55:37.796	-73.5384177074242
2000-12-28T07:55:38.130	-73.5394981175544
2000-12-28T07:55:38.463	-73.5405752929237
2000-12-28T07:55:38.796	-73.541652468293
2000-12-28T07:55:39.130	-73.5427328784232
2000-12-28T07:55:39.463	-73.5438100537925
2000-12-28T07:55:39.796	-73.5448872291618
2000-12-28T07:55:40.130	-73.545967639292
2000-12-28T07:55:40.463	-73.5470448146613
2000-12-28T07:55:40.796	-73.5481219900307
2000-12-28T07:55:41.130	-73.5492024001608
2000-12-28T07:55:41.463	-73.5502795755302
2000-12-28T07:55:41.796	-73.5513567508995
2000-12-28T07:55:42.130	-73.5524371610297
2000-12-28T07:56:44.463	-73.754069510266
2000-12-28T07:56:44.796	-73.7551466856354
2000-12-28T07:56:45.130	-73.7562270957656
2000-12-28T07:56:45.463	-73.7573042711349
2000-12-28T07:56:45.796	-73.7583814465042
2000-12-28T07:56:46.130	-73.7594618566344
2000-12-28T07:56:46.463	-73.7605390320037
2000-12-28T07:56:46.796	-73.761616207373
2000-12-28T07:56:47.130	-73.7626966175032
2000-12-28T07:56:47.463	-73.7637737928725
2000-12-28T07:56:47.796	-73.7648509682418
2000-12-28T07:56:48.130	-73.765931378372
2000-12-28T07:56:48.463	-73.7670085537413
2000-12-28T07:56:48.796	-73.7680857291107
2000-12-28T07:56:49.130	-73.7691661392408
2000-12-28T07:56:49.463	-73.7702433146102
2000-12-28T07:56:49.796	-73.7713204899795
2000-12-28T07:56:50.130	-73.7724009001097
2000-12-28T07:56:50.463	-73.773478075479
2000-12-28T07:56:50.796	-73.7745552508483
2000-12-28T07:56:51.130	-73.7756356609785
2000-12-28T07:56:51.463	-73.7767128363478
2000-12-28T07:56:51.796	-73.7777900117171
2000-12-28T07:56:52.130	-73.7788704218473
2000-12-28T07:56:52.463	-73.7799475972166
2000-12-28T07:56:52.796	-73.781024772586
2000-12-28T07:56:53.130	-73.7821051827161
2000-12-28T07:56:53.463	-73.7831823580855
2000-12-28T07:56:53.796	-73.7842595334548
2000-12-28T07:56:54.130	-73.785339943585
2000-12-28T07:56:54.463	-73.7864171189543
2000-12-28T07:56:54.796	-73.7874942943236
2000-12-28T07:56:55.130	-73.7885747044538
2000-12-28T07:56:55.463	-73.7896518798231
2000-12-28T07:56:55.796	-73.7907290551924
2000-12-28T07:56:56.130	-73.7918094653226
2000-12-28T07:56:56.463	-73.7928866406919
2000-12-28T07:56:56.796	-73.7939638160613
2000-12-28T07:56:57.130	-73.7950442261914
2000-12-28T07:56:57.463	-73.7961214015608
2000-12-28T07:56:57.796	-73.7971985769301
2000-12-28T07:56:58.130	-73.7982789870603
2000-12-28T07:56:58.463	-73.7993561624296
2000-12-28T07:56:58.796	-73.8004333377989
2000-12-28T07:56:59.130	-73.8015137479291
2000-12-28T07:56:59.463	-73.8025909232984
2000-12-28T07:56:59.796	-73.8036680986677
2000-12-28T07:57:00.130	-73.8047485087979
2000-12-28T07:57:00.463	-73.8058256841672
2000-12-28T07:57:00.796	-73.8069028595365
2000-12-28T07:57:01.130	-73.8079832696667
2000-12-28T07:57:01.463	-73.809060445036
2000-12-28T07:57:01.796	-73.8101376204054
2000-12-28T07:57:02.130	-73.8112180305355
2000-12-28T07:57:02.463	-73.8122952059049
2000-12-28T07:57:02.796	-73.8133723812742
2000-12-28T07:57:03.130	-73.8144527914044
2000-12-28T07:57:03.463	-73.8155299667737
2000-12-28T07:57:03.796	-73.816607142143
2000-12-28T07:57:04.130	-73.8176875522732
2000-12-28T07:57:04.463	-73.8187647276425
2000-12-28T07:57:04.796	-73.8198419030118
2000-12-28T07:57:05.130	-73.820922313142
2000-12-28T07:57:05.463	-73.8219994885113
2000-12-28T07:57:05.796	-73.8230766638807
2000-12-28T07:57:06.130	-73.8241570740108
2000-12-28T07:57:06.463	-73.8252342493802
2000-12-28T07:57:06.796	-73.8263114247495
2000-12-28T07:57:07.130	-73.8273918348797
2000-12-28T07:57:07.463	-73.828469010249
2000-12-28T07:57:07.796	-73.8295461856183
2000-12-28T07:57:08.130	-73.8306265957485
2000-12-28T07:57:08.463	-73.8317037711178
2000-12-28T07:57:08.796	-73.8327809464871
2000-12-28T07:57:09.130	-73.8338613566173
2000-12-28T07:57:09.463	-73.8349385319866
2000-12-28T07:57:09.796	-73.836015707356
2000-12-28T07:57:10.130	-73.8370961174861
2000-12-28T07:57:10.463	-73.8381732928555
2000-12-28T07:57:10.796	-73.8392504682248
2000-12-28T07:57:11.130	-73.840330878355
2000-12-28T07:57:11.463	-73.8414080537243
2000-12-28T07:57:11.796	-73.8424852290936
2000-12-28T07:57:12.130	-73.8435656392238
2000-12-28T07:57:12.463	-73.8446428145931
2000-12-28T07:57:12.796	-73.8457199899624
2000-12-28T07:57:13.130	-73.8468004000926
2000-12-28T07:57:13.463	-73.8478775754619
2000-12-28T07:57:13.796	-73.8489547508312
2000-12-28T07:57:14.130	-73.8500351609614
2000-12-28T07:57:14.463	-73.8511123363307
2000-12-28T07:57:14.796	-73.8521895117001
2000-12-28T07:57:15.130	-73.8532699218303
2000-12-28T07:57:15.463	-73.8543470971996
2000-12-28T07:57:15.796	-73.8554242725689
2000-12-28T07:57:16.130	-73.8565046826991
2000-12-28T07:57:16.463	-73.8575818580684
2000-12-28T07:57:16.796	-73.8586590334377
2000-12-28T07:57:17.130	-73.8597394435679
2000-12-28T07:57:17.463	-73.8608166189372
2000-12-28T07:57:17.796	-73.8618937943065
2000-12-28T07:57:18.130	-73.8629742044367
2000-12-28T07:57:18.463	-73.864051379806
2000-12-28T07:57:18.796	-73.8651285551754
2000-12-28T07:57:19.130	-73.8662089653055
2000-12-28T07:57:19.463	-73.8672861406749
2000-12-28T07:57:19.796	-73.8683633160442
2000-12-28T07:57:20.130	-73.8694437261744
2000-12-28T07:57:20.463	-73.8705209015437
2000-12-28T07:57:20.796	-73.871598076913
2000-12-28T07:57:21.130	-73.8726784870432
2000-12-28T07:57:21.463	-73.8737556624125
2000-12-28T07:57:21.796	-73.8748328377818
2000-12-28T07:57:22.130	-73.875913247912
2000-12-28T07:57:22.463	-73.8769904232813
2000-12-28T07:57:22.796	-73.8780675986507
2000-12-28T07:57:23.130	-73.8791480087808
2000-12-28T07:57:23.463	-73.8802251841502
2000-12-28T07:57:23.796	-73.8813023595195
2000-12-28T07:57:24.130	-73.8823827696497
2000-12-28T07:57:24.463	-73.883459945019
2000-12-28T07:57:24.796	-73.8845371203883
2000-12-28T07:57:25.130	-73.8856175305185
2000-12-28T07:57:25.463	-73.8866947058878
2000-12-28T07:57:25.796	-73.8877718812571
2000-12-28T07:57:26.130	-73.8888522913873
2000-12-28T07:57:26.463	-73.8899294667566
2000-12-28T07:57:26.796	-73.8910066421259
2000-12-28T07:57:27.130	-73.8920870522561
2000-12-28T07:57:27.463	-73.8931642276255
2000-12-28T07:57:27.796	-73.8942414029948
2000-12-28T07:57:28.130	-73.895321813125
