timedata	Var2
1997-05-07T15:36:55.133	-85.1937577685351
1997-05-07T15:36:55.467	-85.1712822912595
1997-05-07T15:36:55.800	-85.1908872820268
1997-05-07T15:36:56.133	-85.220489561682
1997-05-07T15:36:56.467	-85.1434328013097
1997-05-07T15:36:56.800	-85.1289127990909
1997-05-07T15:36:57.133	-85.129032045026
1997-05-07T15:36:57.467	-85.0710960978728
1997-05-07T15:36:57.800	-85.1206789983538
1997-05-07T15:36:58.133	-85.0125780626125
1997-05-07T15:36:58.467	-84.9582560209158
1997-05-07T15:36:58.800	-85.0498759810769
1997-05-07T15:36:59.133	-85.0715030324213
1997-05-07T15:36:59.467	-85.1914320182547
1997-05-07T15:36:59.800	-85.2058888354811
1997-05-07T15:37:00.133	-85.2457617560817
1997-05-07T15:37:00.467	-85.2589750753962
1997-05-07T15:37:00.800	-85.3035918772602
1997-05-07T15:37:01.133	-85.2132528380635
1997-05-07T15:37:01.467	-85.3107062113723
1997-05-07T15:37:01.800	-85.2943140540318
1997-05-07T15:37:02.133	-85.248323877121
1997-05-07T15:37:02.467	-85.2647928147592
1997-05-07T15:37:02.800	-85.1879356459047
1997-05-07T15:37:03.133	-85.1254086330819
1997-05-07T15:37:03.467	-85.0693484948671
1997-05-07T15:37:03.800	-85.0055029448157
1997-05-07T15:37:04.133	-85.099085722035
1997-05-07T15:37:04.467	-85.2157804299794
1997-05-07T15:37:04.800	-85.2370907368232
1997-05-07T15:37:05.133	-85.2538000655601
1997-05-07T15:37:05.467	-85.4658334133416
1997-05-07T15:37:05.800	-85.5874436997149
1997-05-07T15:37:06.133	-85.6075741692835
1997-05-07T15:37:06.467	-85.5500234038155
1997-05-07T15:37:06.800	-85.6699715807402
1997-05-07T15:37:07.133	-85.6667976744521
1997-05-07T15:37:07.467	-85.719777652865
1997-05-07T15:37:07.800	-85.6721423011548
1997-05-07T15:37:08.133	-85.8512263786183
1997-05-07T15:37:08.467	-85.9929253587555
1997-05-07T15:37:08.800	-86.0603466200698
1997-05-07T15:37:09.133	-86.1178643434794
1997-05-07T15:37:09.467	-86.0603204565145
1997-05-07T15:37:09.800	-86.0294115624928
1997-05-07T15:37:10.133	-85.8830852032385
1997-05-07T15:37:10.467	-85.9619972501299
1997-05-07T15:37:10.800	-85.6713655523895
1997-05-07T15:37:11.133	-85.5957708780983
1997-05-07T15:37:11.467	-85.636862914085
1997-05-07T15:37:11.800	-85.61875633483
1997-05-07T15:37:12.133	-85.5812607356654
1997-05-07T15:37:12.467	-85.666681250699
1997-05-07T15:37:12.800	-85.7900398311628
1997-05-07T15:37:13.133	-85.9185943725724
1997-05-07T15:37:13.467	-85.966173185826
1997-05-07T15:37:13.800	-86.1848404907874
1997-05-07T15:37:14.133	-86.4890667335601
1997-05-07T15:37:14.467	-86.7753500126799
1997-05-07T15:37:14.800	-86.8247842937655
1997-05-07T15:37:15.133	-86.8396785786293
1997-05-07T15:37:15.467	-86.7923423952956
1997-05-07T15:37:15.800	-86.7760228880566
1997-05-07T15:37:16.133	-86.7841826416761
1997-05-07T15:37:16.467	-86.7527402738146
1997-05-07T15:37:16.800	-86.8994263876183
1997-05-07T15:37:17.133	-86.7957806053134
1997-05-07T15:37:17.467	-86.784203174104
1997-05-07T15:37:17.800	-86.773017460741
1997-05-07T15:37:18.133	-86.8569521541775
1997-05-07T15:37:18.467	-86.9374318684059
1997-05-07T15:37:18.800	-86.9819904495302
1997-05-07T15:37:19.133	-87.18315226519
1997-05-07T15:37:19.467	-87.2160520917334
1997-05-07T15:37:19.800	-87.2802768495994
1997-05-07T15:37:20.133	-87.284014480638
1997-05-07T15:37:20.467	-87.3398647875367
1997-05-07T15:37:20.800	-87.3267782932192
1997-05-07T15:37:21.133	-87.2922168101914
1997-05-07T15:37:21.467	-87.3036488075641
1997-05-07T15:37:21.800	-87.1469094623668
1997-05-07T15:37:22.134	-87.1041433664128
1997-05-07T15:37:22.467	-87.043412181106
1997-05-07T15:37:22.800	-87.0764340421474
1997-05-07T15:37:23.133	-87.1454598676748
1997-05-07T15:37:23.467	-87.1964265533414
1997-05-07T15:37:23.800	-87.2114777490979
1997-05-07T15:37:24.134	-87.1028868565295
1997-05-07T15:37:24.467	-87.1932959792443
1997-05-07T15:37:24.800	-87.3480445268918
1997-05-07T15:37:25.133	-87.4320599848865
1997-05-07T15:37:25.467	-87.509411576665
1997-05-07T15:37:25.800	-87.5142739282898
1997-05-07T15:37:26.134	-87.598048779903
1997-05-07T15:37:26.467	-87.4351401871379
1997-05-07T15:37:26.800	-87.5504166655166
1997-05-07T15:37:27.133	-87.5442082326716
1997-05-07T15:37:27.467	-87.4421159436483
1997-05-07T15:37:27.800	-87.3893220003959
1997-05-07T15:37:28.134	-87.4090413387042
1997-05-07T15:37:28.467	-87.3665610544392
1997-05-07T15:37:28.800	-87.3124181760384
1997-05-07T15:37:29.133	-87.2532619102148
1997-05-07T15:37:29.467	-87.2783121680368
1997-05-07T15:37:29.800	-87.2094765808854
1997-05-07T15:37:30.134	-87.2262050799004
1997-05-07T15:37:30.467	-87.3727745444775
1997-05-07T15:37:30.800	-87.4637376678323
1997-05-07T15:37:31.133	-87.5048474132534
1997-05-07T15:37:31.467	-87.6465969262388
1997-05-07T15:37:31.800	-87.8200280930375
1997-05-07T15:37:32.134	-87.8695198457941
1997-05-07T15:37:32.467	-87.9217664420897
1997-05-07T15:37:32.800	-87.965612246915
1997-05-07T15:37:33.133	-88.0243417729201
1997-05-07T15:37:33.467	-88.0769888395068
1997-05-07T15:37:33.800	-87.9981231709751
1997-05-07T15:37:34.134	-87.9537999632233
1997-05-07T15:37:34.467	-87.950440498356
1997-05-07T15:37:34.800	-88.0434031193704
1997-05-07T15:37:35.133	-88.0772020770774
1997-05-07T15:37:35.467	-88.0509921162674
1997-05-07T15:37:35.800	-88.1115882071777
1997-05-07T15:37:36.134	-88.3700300288848
1997-05-07T15:37:36.467	-88.3195016236291
1997-05-07T15:37:36.800	-88.4341903172559
1997-05-07T15:37:37.133	-88.3216682205164
1997-05-07T15:37:37.467	-88.3245004398838
1997-05-07T15:37:37.800	-88.2319126839085
1997-05-07T15:37:38.134	-88.3071468457613
1997-05-07T15:37:38.467	-88.3120827145246
1997-05-07T15:37:38.800	-88.4289399304444
1997-05-07T15:37:39.133	-88.4911906571553
1997-05-07T15:37:39.467	-88.5520177141303
