time	alt
1997-04-05T06:44:41.073	11315.054608
1997-04-05T06:44:41.406	11312.528656
1997-04-05T06:44:41.739	11309.976392
1997-04-05T06:44:42.073	11307.45044
1997-04-05T06:44:42.406	11304.898176
1997-04-05T06:44:42.739	11302.372224
1997-04-05T06:44:43.073	11299.81996
1997-04-05T06:44:43.406	11297.294008
1997-04-05T06:44:43.739	11294.741744
1997-04-05T06:44:44.073	11292.18948
1997-04-05T06:44:44.406	11289.663528
1997-04-05T06:44:44.739	11287.137576
1997-04-05T06:44:45.073	11284.585312
1997-04-05T06:44:45.406	11282.033048
1997-04-05T06:44:45.739	11279.507096
1997-04-05T06:44:46.073	11276.954832
1997-04-05T06:44:46.406	11274.42888
1997-04-05T06:44:46.739	11271.876616
1997-04-05T06:44:47.073	11269.350664
1997-04-05T06:44:47.406	11266.7984
1997-04-05T06:44:47.739	11264.272448
1997-04-05T06:44:48.073	11261.720184
1997-04-05T06:44:48.406	11259.194232
1997-04-05T06:44:48.739	11256.66828
1997-04-05T06:44:49.073	11254.116016
1997-04-05T06:44:49.406	11251.590064
1997-04-05T06:44:49.739	11249.0378
1997-04-05T06:44:50.073	11246.485536
1997-04-05T06:44:50.406	11243.959584
1997-04-05T06:44:50.739	11241.433632
1997-04-05T06:44:51.073	11238.881368
1997-04-05T06:44:51.406	11236.355416
1997-04-05T06:44:51.739	11233.803152
1997-04-05T06:44:52.073	11231.2772
1997-04-05T06:44:52.406	11228.724936
1997-04-05T06:44:52.739	11226.198984
1997-04-05T06:44:53.073	11223.64672
1997-04-05T06:44:53.406	11221.120768
1997-04-05T06:44:53.739	11218.594816
1997-04-05T06:44:54.073	11216.042552
1997-04-05T06:44:54.406	11213.5166
1997-04-05T06:44:54.739	11210.990648
1997-04-05T06:44:55.073	11208.438384
1997-04-05T06:44:55.406	11205.912432
1997-04-05T06:44:55.739	11203.360168
1997-04-05T06:44:56.073	11200.834216
1997-04-05T06:44:56.406	11198.281952
1997-04-05T06:44:56.739	11195.756
1997-04-05T06:44:57.073	11193.203736
1997-04-05T06:44:57.406	11190.677784
1997-04-05T06:44:57.739	11188.151832
1997-04-05T06:44:58.073	11185.599568
1997-04-05T06:44:58.406	11183.073616
1997-04-05T06:44:58.739	11180.547664
1997-04-05T06:44:59.073	11177.9954
1997-04-05T06:44:59.406	11175.469448
1997-04-05T06:44:59.739	11172.943496
1997-04-05T06:45:00.073	11170.391232
1997-04-05T06:45:00.406	11167.86528
1997-04-05T06:45:00.739	11165.339328
1997-04-05T06:45:01.073	11162.787064
1997-04-05T06:45:01.406	11160.261112
1997-04-05T06:45:01.739	11157.73516
1997-04-05T06:45:02.073	11155.182896
1997-04-05T06:45:02.406	11152.656944
1997-04-05T06:45:02.739	11150.130992
1997-04-05T06:45:03.073	11147.578728
1997-04-05T06:45:03.406	11145.052776
1997-04-05T06:45:03.739	11142.526824
1997-04-05T06:45:04.073	11139.97456
1997-04-05T06:45:04.406	11137.448608
1997-04-05T06:45:04.739	11134.922656
1997-04-05T06:45:05.073	11132.370392
1997-04-05T06:45:05.406	11129.84444
1997-04-05T06:45:05.739	11127.318488
1997-04-05T06:45:06.073	11124.766224
1997-04-05T06:45:06.406	11122.240272
