timebg	Bbgz
1997-04-05T06:44:41.073	-78.2204563934978
1997-04-05T06:44:41.406	-78.2206152099604
1997-04-05T06:44:41.739	-78.220774026423
1997-04-05T06:44:42.073	-78.2209333198119
1997-04-05T06:44:42.406	-78.2210921362745
1997-04-05T06:44:42.739	-78.2212509527371
1997-04-05T06:44:43.073	-78.221410246126
1997-04-05T06:44:43.406	-78.2215690625886
1997-04-05T06:44:43.739	-78.2217278790512
1997-04-05T06:44:44.073	-78.2218871724401
1997-04-05T06:44:44.406	-78.2220459889027
1997-04-05T06:44:44.739	-78.2222048053653
1997-04-05T06:44:45.073	-78.2223640987542
1997-04-05T06:44:45.406	-78.2225229152169
1997-04-05T06:44:45.739	-78.2226817316795
1997-04-05T06:44:46.073	-78.2228410250684
1997-04-05T06:44:46.406	-78.222999841531
1997-04-05T06:44:46.739	-78.2231586579936
1997-04-05T06:44:47.073	-78.2233179513825
1997-04-05T06:44:47.406	-78.2234767678451
1997-04-05T06:44:47.739	-78.2236355843077
1997-04-05T06:44:48.073	-78.2237948776966
1997-04-05T06:44:48.406	-78.2239536941592
1997-04-05T06:44:48.739	-78.2241125106218
1997-04-05T06:44:49.073	-78.2242718040107
1997-04-05T06:44:49.406	-78.2244306204733
1997-04-05T06:44:49.739	-78.2245894369359
1997-04-05T06:44:50.073	-78.2247487303248
1997-04-05T06:44:50.406	-78.2249075467874
1997-04-05T06:44:50.739	-78.22506636325
1997-04-05T06:44:51.073	-78.2252256566389
1997-04-05T06:44:51.406	-78.2253844731015
1997-04-05T06:44:51.739	-78.2255432895641
1997-04-05T06:44:52.073	-78.225702582953
1997-04-05T06:44:52.406	-78.2258613994156
1997-04-05T06:44:52.739	-78.2260202158782
1997-04-05T06:44:53.073	-78.2261795092671
1997-04-05T06:44:53.406	-78.2263383257297
1997-04-05T06:44:53.739	-78.2264971421923
1997-04-05T06:44:54.073	-78.2266564355812
1997-04-05T06:44:54.406	-78.2268152520438
1997-04-05T06:44:54.739	-78.2269740685064
1997-04-05T06:44:55.073	-78.2271333618954
1997-04-05T06:44:55.406	-78.2272921783579
1997-04-05T06:44:55.739	-78.2274509948206
1997-04-05T06:44:56.073	-78.2276102882095
1997-04-05T06:44:56.406	-78.227769104672
1997-04-05T06:44:56.739	-78.2279279211347
1997-04-05T06:44:57.073	-78.2280872145236
1997-04-05T06:44:57.406	-78.2282460309862
1997-04-05T06:44:57.739	-78.2284048474488
1997-04-05T06:44:58.073	-78.2285641408377
1997-04-05T06:44:58.406	-78.2287229573003
1997-04-05T06:44:58.739	-78.2288817737629
1997-04-05T06:44:59.073	-78.2290410671518
1997-04-05T06:44:59.406	-78.2291998836144
1997-04-05T06:44:59.739	-78.229358700077
1997-04-05T06:45:00.073	-78.2295179934659
1997-04-05T06:45:00.406	-78.2296768099285
1997-04-05T06:45:00.739	-78.2298356263911
1997-04-05T06:45:01.073	-78.22999491978
1997-04-05T06:45:01.406	-78.2301537362426
1997-04-05T06:45:01.739	-78.2303125527052
1997-04-05T06:45:02.073	-78.2304718460941
1997-04-05T06:45:02.406	-78.2306306625567
1997-04-05T06:45:02.739	-78.2307894790193
1997-04-05T06:45:03.073	-78.2309487724082
1997-04-05T06:45:03.406	-78.2311075888708
1997-04-05T06:45:03.739	-78.2312664053334
1997-04-05T06:45:04.073	-78.2314256987223
1997-04-05T06:45:04.406	-78.2315845151849
1997-04-05T06:45:04.739	-78.2317433316475
1997-04-05T06:45:05.073	-78.2319026250364
1997-04-05T06:45:05.406	-78.2320614414991
1997-04-05T06:45:05.739	-78.2322202579616
1997-04-05T06:45:06.073	-78.2323795513506
1997-04-05T06:45:06.406	-78.2325383678132
1997-04-05T06:45:06.739	-78.2326971842758
1997-04-05T06:45:07.073	-78.2328564776647
1997-04-05T06:45:07.406	-78.2330152941273
1997-04-05T06:45:07.739	-78.2331741105899
1997-04-05T06:45:08.073	-78.2333334039788
1997-04-05T06:45:08.406	-78.2334922204414
1997-04-05T06:45:08.739	-78.233651036904
1997-04-05T06:45:09.073	-78.2338103302929
1997-04-05T06:45:09.406	-78.2339691467555
1997-04-05T06:45:09.739	-78.2341279632181
1997-04-05T06:45:10.073	-78.234287256607
1997-04-05T06:45:10.406	-78.2344460730696
1997-04-05T06:45:10.739	-78.2346048895322
1997-04-05T06:45:11.073	-78.2347641829211
1997-04-05T06:45:11.406	-78.2349229993837
1997-04-05T06:45:11.739	-78.2350818158463
1997-04-05T06:45:12.073	-78.2352411092352
1997-04-05T06:45:12.406	-78.2353999256978
1997-04-05T06:45:12.739	-78.2355587421604
1997-04-05T06:45:13.073	-78.2357180355493
1997-04-05T06:45:13.406	-78.2358768520119
1997-04-05T06:45:13.739	-78.2360356684745
1997-04-05T06:45:14.073	-78.2361949618634
1997-04-05T06:45:14.406	-78.236353778326
1997-04-05T06:45:14.739	-78.2365125947886
1997-04-05T06:45:15.073	-78.2366718881775
1997-04-05T06:45:15.406	-78.2368307046401
1997-04-05T06:45:15.739	-78.2369895211027
1997-04-05T06:45:16.073	-78.2371488144917
1997-04-05T06:45:16.406	-78.2373076309542
1997-04-05T06:45:16.739	-78.2374664474168
1997-04-05T06:45:17.073	-78.2376257408058
1997-04-05T06:45:17.406	-78.2377845572684
1997-04-05T06:45:17.739	-78.237943373731
1997-04-05T06:45:18.073	-78.2381026671199
1997-04-05T06:45:18.406	-78.2382614835825
1997-04-05T06:45:18.739	-78.2384203000451
1997-04-05T06:45:19.073	-78.238579593434
1997-04-05T06:45:19.406	-78.2387384098966
1997-04-05T06:45:19.739	-78.2388972263592
1997-04-05T06:45:20.073	-78.2390565197481
1997-04-05T06:45:20.406	-78.2392153362107
1997-04-05T06:45:20.739	-78.2393741526733
1997-04-05T06:45:21.073	-78.2395334460622
1997-04-05T06:45:21.406	-78.2396922625248
1997-04-05T06:45:21.739	-78.2398510789874
1997-04-05T06:45:22.073	-78.2400103723763
1997-04-05T06:45:22.406	-78.2401691888389
1997-04-05T06:45:22.739	-78.2403280053015
1997-04-05T06:45:23.073	-78.2404872986904
1997-04-05T06:45:23.406	-78.240646115153
1997-04-05T06:45:23.739	-78.2408049316156
1997-04-05T06:45:24.073	-78.2409642250045
1997-04-05T06:45:24.406	-78.2411230414671
1997-04-05T06:45:24.739	-78.2412818579297
1997-04-05T06:45:25.073	-78.2414411513187
1997-04-05T06:45:25.406	-78.2415999677812
1997-04-05T06:45:25.739	-78.2417587842439
1997-04-05T06:45:26.073	-78.2419180776327
1997-04-05T06:45:26.406	-78.2420768940954
1997-04-05T06:45:26.739	-78.2422357105579
1997-04-05T06:45:27.073	-78.2423950039469
1997-04-05T06:45:27.406	-78.2425538204095
1997-04-05T06:45:27.739	-78.2427126368721
1997-04-05T06:45:28.073	-78.242871930261
1997-04-05T06:45:28.406	-78.2430307467236
1997-04-05T06:45:28.739	-78.2431895631862
1997-04-05T06:45:29.073	-78.2433488565751
1997-04-05T06:45:29.406	-78.2435076730377
1997-04-05T06:45:29.739	-78.2436664895003
1997-04-05T06:45:30.073	-78.2438257828892
1997-04-05T06:45:30.406	-78.2439845993518
1997-04-05T06:45:30.739	-78.2441434158144
1997-04-05T06:45:31.073	-78.2443027092033
1997-04-05T06:45:31.406	-78.2444615256659
1997-04-05T06:45:31.739	-78.2446203421285
1997-04-05T06:45:32.073	-78.2447796355174
1997-04-05T06:45:32.406	-78.24493845198
1997-04-05T06:45:32.739	-78.2450972684426
1997-04-05T06:45:33.073	-78.2452565618315
1997-04-05T06:45:33.406	-78.2454153782941
1997-04-05T06:45:33.739	-78.2455741947567
1997-04-05T06:45:34.073	-78.2457334881456
1997-04-05T06:45:34.406	-78.2458923046082
1997-04-05T06:45:34.739	-78.2460511210708
1997-04-05T06:45:35.073	-78.2462104144597
1997-04-05T06:45:35.406	-78.2463692309223
1997-04-05T06:45:35.739	-78.2465280473849
1997-04-05T06:45:36.073	-78.2466873407739
1997-04-05T06:45:36.406	-78.2468461572364
1997-04-05T06:45:36.739	-78.247004973699
1997-04-05T06:45:37.073	-78.247164267088
1997-04-05T06:45:37.406	-78.2473230835506
