timedata	alt
2000-05-20T09:43:05.226	15730.36608
2000-05-20T09:43:05.560	15726.735024
2000-05-20T09:43:05.893	15723.103968
2000-05-20T09:43:06.226	15719.472912
2000-05-20T09:43:06.560	15715.841856
2000-05-20T09:43:06.893	15712.237112
2000-05-20T09:43:07.226	15708.606056
2000-05-20T09:43:07.560	15704.975
2000-05-20T09:43:07.893	15701.343944
2000-05-20T09:43:08.226	15697.7392
2000-05-20T09:43:08.560	15694.108144
2000-05-20T09:43:08.893	15690.477088
2000-05-20T09:43:09.226	15686.846032
2000-05-20T09:43:09.560	15683.214976
2000-05-20T09:43:09.893	15679.610232
2000-05-20T09:43:10.226	15675.979176
2000-05-20T09:43:10.560	15672.34812
2000-05-20T09:43:10.893	15668.743376
2000-05-20T09:43:11.226	15665.11232
2000-05-20T09:43:11.560	15661.481264
2000-05-20T09:43:11.893	15657.850208
2000-05-20T09:43:12.226	15654.245464
2000-05-20T09:43:12.560	15650.614408
2000-05-20T09:43:12.893	15646.983352
2000-05-20T09:43:13.226	15643.352296
2000-05-20T09:43:13.560	15639.72124
2000-05-20T09:43:13.893	15636.116496
2000-05-20T09:43:14.226	15632.48544
2000-05-20T09:43:14.560	15628.854384
2000-05-20T09:43:14.893	15625.24964
2000-05-20T09:43:15.226	15621.618584
2000-05-20T09:43:15.560	15617.987528
2000-05-20T09:43:15.893	15614.356472
2000-05-20T09:43:16.226	15610.751728
2000-05-20T09:43:16.560	15607.120672
2000-05-20T09:43:16.893	15603.489616
2000-05-20T09:43:17.226	15599.884872
2000-05-20T09:43:17.560	15596.253816
2000-05-20T09:43:17.893	15592.62276
2000-05-20T09:43:18.226	15588.991704
2000-05-20T09:43:18.560	15585.360648
2000-05-20T09:43:18.893	15581.755904
2000-05-20T09:43:19.226	15578.124848
2000-05-20T09:43:19.560	15574.493792
2000-05-20T09:43:19.893	15570.889048
2000-05-20T09:43:20.226	15567.257992
2000-05-20T09:43:20.560	15563.626936
2000-05-20T09:43:20.893	15559.99588
2000-05-20T09:43:21.226	15556.391136
2000-05-20T09:43:21.560	15552.76008
2000-05-20T09:43:21.893	15549.129024
2000-05-20T09:43:22.226	15545.52428
2000-05-20T09:43:22.560	15541.893224
2000-05-20T09:43:22.893	15538.262168
2000-05-20T09:43:23.226	15534.631112
2000-05-20T09:43:23.560	15531.000056
2000-05-20T09:43:23.893	15527.395312
2000-05-20T09:43:24.226	15523.764256
2000-05-20T09:43:24.560	15520.1332
2000-05-20T09:43:24.893	15516.528456
2000-05-20T09:43:25.226	15512.8974
2000-05-20T09:43:25.560	15509.266344
2000-05-20T09:43:25.893	15505.6616
2000-05-20T09:43:26.226	15502.030544
2000-05-20T09:43:26.560	15498.399488
2000-05-20T09:43:26.893	15494.768432
2000-05-20T09:43:27.226	15491.163688
2000-05-20T09:43:27.560	15487.532632
2000-05-20T09:43:27.893	15483.901576
2000-05-20T09:43:28.226	15480.296832
2000-05-20T09:43:28.560	15476.665776
2000-05-20T09:43:28.893	15473.03472
2000-05-20T09:43:29.226	15469.429976
2000-05-20T09:43:29.560	15465.79892
2000-05-20T09:43:29.893	15462.167864
2000-05-20T09:43:30.226	15458.56312
2000-05-20T09:43:30.560	15454.932064
2000-05-20T09:43:30.893	15451.301008
2000-05-20T09:43:31.226	15447.696264
2000-05-20T09:43:31.559	15444.065208
2000-05-20T09:43:31.893	15440.434152
2000-05-20T09:43:32.226	15436.803096
2000-05-20T09:43:32.559	15433.198352
2000-05-20T09:43:32.893	15429.567296
2000-05-20T09:43:33.226	15425.93624
2000-05-20T09:43:33.559	15422.331496
2000-05-20T09:43:33.893	15418.70044
2000-05-20T09:43:34.226	15415.069384
2000-05-20T09:43:34.559	15411.46464
2000-05-20T09:43:34.893	15407.833584
2000-05-20T09:43:35.226	15404.202528
2000-05-20T09:43:35.559	15400.597784
2000-05-20T09:43:35.893	15396.966728
2000-05-20T09:43:36.226	15393.335672
2000-05-20T09:43:36.559	15389.730928
2000-05-20T09:43:36.893	15386.099872
2000-05-20T09:43:37.226	15382.468816
2000-05-20T09:43:37.559	15378.864072
2000-05-20T09:43:37.893	15375.233016
2000-05-20T09:43:38.226	15371.60196
2000-05-20T09:43:38.559	15367.997216
2000-05-20T09:43:38.893	15364.36616
2000-05-20T09:43:39.226	15360.735104
2000-05-20T09:43:39.559	15357.13036
2000-05-20T09:43:39.893	15353.499304
2000-05-20T09:43:40.226	15349.868248
2000-05-20T09:43:40.559	15346.263504
2000-05-20T09:43:40.893	15342.632448
2000-05-20T09:43:41.226	15339.001392
2000-05-20T09:43:41.559	15335.396648
2000-05-20T09:43:41.893	15331.765592
2000-05-20T09:43:42.226	15328.134536
2000-05-20T09:43:42.559	15324.529792
2000-05-20T09:43:42.893	15320.898736
2000-05-20T09:43:43.226	15317.26768
2000-05-20T09:43:43.559	15313.662936
2000-05-20T09:43:43.893	15310.03188
2000-05-20T09:43:44.226	15306.400824
2000-05-20T09:43:44.559	15302.79608
2000-05-20T09:43:44.893	15299.165024
2000-05-20T09:43:45.226	15295.533968
2000-05-20T09:43:45.559	15291.929224
2000-05-20T09:43:45.893	15288.298168
2000-05-20T09:43:46.226	15284.667112
2000-05-20T09:43:46.559	15281.062368
2000-05-20T09:43:46.893	15277.431312
2000-05-20T09:43:47.226	15273.800256
2000-05-20T09:43:47.559	15270.195512
2000-05-20T09:43:47.893	15266.564456
2000-05-20T09:43:48.226	15262.9334
2000-05-20T09:43:48.559	15259.328656
2000-05-20T09:43:48.893	15255.6976
2000-05-20T09:43:49.226	15252.066544
2000-05-20T09:43:49.559	15248.4618
2000-05-20T09:43:49.893	15244.830744
2000-05-20T09:43:50.226	15241.226
2000-05-20T09:43:50.559	15237.594944
2000-05-20T09:43:50.893	15233.963888
2000-05-20T09:43:51.226	15230.359144
2000-05-20T09:43:51.559	15226.728088
2000-05-20T09:43:51.893	15223.097032
2000-05-20T09:43:52.226	15219.492288
2000-05-20T09:43:52.559	15215.861232
2000-05-20T09:43:52.893	15212.230176
2000-05-20T09:43:53.226	15208.625432
2000-05-20T09:43:53.559	15204.994376
2000-05-20T09:43:53.893	15201.36332
2000-05-20T09:43:54.226	15197.758576
2000-05-20T09:43:54.559	15194.12752
2000-05-20T09:43:54.893	15190.522776
2000-05-20T09:43:55.226	15186.89172
2000-05-20T09:43:55.559	15183.286976
2000-05-20T09:43:55.893	15179.65592
2000-05-20T09:43:56.226	15176.024864
2000-05-20T09:43:56.559	15172.42012
2000-05-20T09:43:56.893	15168.789064
2000-05-20T09:43:57.226	15165.158008
2000-05-20T09:43:57.559	15161.553264
2000-05-20T09:43:57.893	15157.922208
2000-05-20T09:43:58.226	15154.317464
2000-05-20T09:43:58.559	15150.686408
2000-05-20T09:43:58.893	15147.055352
2000-05-20T09:43:59.226	15143.450608
2000-05-20T09:43:59.559	15139.819552
2000-05-20T09:43:59.893	15136.188496
2000-05-20T09:44:00.226	15132.583752
2000-05-20T09:44:00.559	15128.952696
2000-05-20T09:44:00.893	15125.347952
2000-05-20T09:44:01.226	15121.716896
2000-05-20T09:44:01.559	15118.112152
2000-05-20T09:44:01.893	15114.481096
2000-05-20T09:44:02.226	15110.85004
2000-05-20T09:44:02.559	15107.245296
2000-05-20T09:44:02.893	15103.61424
2000-05-20T09:44:03.226	15099.983184
2000-05-20T09:44:03.559	15096.37844
2000-05-20T09:44:03.893	15092.747384
2000-05-20T09:44:04.226	15089.14264
2000-05-20T09:44:04.559	15085.511584
2000-05-20T09:44:04.893	15081.880528
2000-05-20T09:44:05.226	15078.275784
2000-05-20T09:44:05.559	15074.644728
2000-05-20T09:44:05.893	15071.039984
2000-05-20T09:44:06.226	15067.408928
2000-05-20T09:44:06.559	15063.804184
2000-05-20T09:44:06.893	15060.173128
2000-05-20T09:44:07.226	15056.542072
2000-05-20T09:44:07.559	15052.937328
2000-05-20T09:44:07.893	15049.306272
2000-05-20T09:44:08.226	15045.701528
2000-05-20T09:44:08.559	15042.070472
2000-05-20T09:44:08.893	15038.439416
2000-05-20T09:44:09.226	15034.834672
2000-05-20T09:44:09.559	15031.203616
2000-05-20T09:44:09.893	15027.598872
2000-05-20T09:44:10.226	15023.967816
2000-05-20T09:44:10.559	15020.363072
2000-05-20T09:44:10.893	15016.732016
2000-05-20T09:44:11.226	15013.10096
2000-05-20T09:44:11.559	15009.496216
2000-05-20T09:44:11.893	15005.86516
2000-05-20T09:44:12.226	15002.260416
2000-05-20T09:44:12.559	14998.62936
2000-05-20T09:44:12.893	14994.998304
2000-05-20T09:44:13.226	14991.39356
2000-05-20T09:44:13.559	14987.788816
2000-05-20T09:44:13.893	14984.15776
2000-05-20T09:44:14.226	14980.526704
2000-05-20T09:44:14.559	14976.92196
2000-05-20T09:44:14.893	14973.290904
2000-05-20T09:44:15.226	14969.68616
2000-05-20T09:44:15.559	14966.055104
2000-05-20T09:44:15.893	14962.424048
2000-05-20T09:44:16.226	14958.819304
2000-05-20T09:44:16.559	14955.188248
2000-05-20T09:44:16.893	14951.583504
2000-05-20T09:44:17.226	14947.952448
2000-05-20T09:44:17.559	14944.347704
2000-05-20T09:44:17.893	14940.716648
2000-05-20T09:44:18.226	14937.111904
2000-05-20T09:44:18.559	14933.480848
2000-05-20T09:44:18.893	14929.849792
2000-05-20T09:44:19.226	14926.245048
2000-05-20T09:44:19.559	14922.613992
2000-05-20T09:44:19.893	14919.009248
2000-05-20T09:44:20.226	14915.378192
2000-05-20T09:44:20.559	14911.773448
2000-05-20T09:44:20.893	14908.142392
2000-05-20T09:44:21.226	14904.537648
2000-05-20T09:44:21.559	14900.906592
2000-05-20T09:44:21.893	14897.275536
2000-05-20T09:44:22.226	14893.670792
2000-05-20T09:44:22.559	14890.066048
2000-05-20T09:44:22.893	14886.434992
2000-05-20T09:44:23.226	14882.803936
2000-05-20T09:44:23.559	14879.199192
2000-05-20T09:44:23.893	14875.568136
2000-05-20T09:44:24.226	14871.963392
2000-05-20T09:44:24.559	14868.332336
2000-05-20T09:44:24.893	14864.727592
2000-05-20T09:44:25.226	14861.096536
2000-05-20T09:44:52.226	14568.086104
2000-05-20T09:44:52.559	14564.48136
2000-05-20T09:44:52.893	14560.850304
2000-05-20T09:44:53.226	14557.24556
2000-05-20T09:44:53.559	14553.614504
2000-05-20T09:44:53.893	14550.00976
2000-05-20T09:44:54.226	14546.378704
2000-05-20T09:44:54.559	14542.77396
2000-05-20T09:44:54.893	14539.142904
2000-05-20T09:44:55.226	14535.53816
2000-05-20T09:44:55.559	14531.933416
2000-05-20T09:44:55.893	14528.30236
2000-05-20T09:44:56.226	14524.697616
2000-05-20T09:44:56.559	14521.06656
2000-05-20T09:44:56.893	14517.461816
2000-05-20T09:44:57.226	14513.83076
2000-05-20T09:44:57.559	14510.226016
2000-05-20T09:44:57.893	14506.59496
2000-05-20T09:44:58.226	14502.990216
2000-05-20T09:44:58.559	14499.385472
2000-05-20T09:44:58.893	14495.754416
2000-05-20T09:44:59.226	14492.149672
2000-05-20T09:44:59.559	14488.544928
2000-05-20T09:44:59.893	14484.913872
2000-05-20T09:45:00.226	14481.309128
2000-05-20T09:45:00.559	14477.678072
2000-05-20T09:45:00.893	14474.073328
2000-05-20T09:45:01.226	14470.442272
2000-05-20T09:45:01.559	14466.837528
2000-05-20T09:45:01.893	14463.206472
2000-05-20T09:45:02.226	14459.601728
2000-05-20T09:45:02.559	14455.996984
2000-05-20T09:45:02.893	14452.365928
2000-05-20T09:45:03.226	14448.761184
2000-05-20T09:45:03.559	14445.15644
2000-05-20T09:45:03.893	14441.525384
2000-05-20T09:45:04.226	14437.92064
2000-05-20T09:45:04.559	14434.289584
2000-05-20T09:45:04.893	14430.68484
2000-05-20T09:45:05.226	14427.080096
2000-05-20T09:45:05.559	14423.44904
2000-05-20T09:45:05.893	14419.844296
2000-05-20T09:45:06.226	14416.21324
2000-05-20T09:45:06.559	14412.608496
2000-05-20T09:45:06.893	14408.97744
2000-05-20T09:45:07.226	14405.372696
2000-05-20T09:45:07.559	14401.767952
2000-05-20T09:45:07.893	14398.136896
2000-05-20T09:45:08.226	14394.532152
2000-05-20T09:45:08.559	14390.927408
2000-05-20T09:45:08.893	14387.296352
2000-05-20T09:45:09.226	14383.691608
2000-05-20T09:45:09.559	14380.086864
2000-05-20T09:45:09.893	14376.455808
2000-05-20T09:45:10.226	14372.851064
2000-05-20T09:45:10.559	14369.220008
2000-05-20T09:45:10.893	14365.615264
2000-05-20T09:45:11.226	14362.01052
2000-05-20T09:45:11.559	14358.379464
2000-05-20T09:45:11.893	14354.77472
2000-05-20T09:45:12.226	14351.143664
2000-05-20T09:45:12.559	14347.53892
2000-05-20T09:45:12.893	14343.934176
2000-05-20T09:45:13.226	14340.30312
2000-05-20T09:45:13.559	14336.698376
2000-05-20T09:45:13.893	14333.06732
2000-05-20T09:45:14.226	14329.462576
2000-05-20T09:45:14.559	14325.857832
2000-05-20T09:45:14.893	14322.226776
2000-05-20T09:45:15.226	14318.622032
2000-05-20T09:45:15.559	14315.017288
2000-05-20T09:45:15.893	14311.386232
2000-05-20T09:45:16.226	14307.781488
2000-05-20T09:45:16.559	14304.176744
2000-05-20T09:45:16.893	14300.545688
2000-05-20T09:45:17.226	14296.940944
2000-05-20T09:45:17.559	14293.3362
2000-05-20T09:45:17.893	14289.705144
2000-05-20T09:45:18.226	14286.1004
2000-05-20T09:45:18.559	14282.495656
2000-05-20T09:45:18.893	14278.8646
2000-05-20T09:45:19.226	14275.259856
2000-05-20T09:45:19.559	14271.655112
2000-05-20T09:45:19.893	14268.024056
2000-05-20T09:45:20.226	14264.419312
2000-05-20T09:45:20.559	14260.814568
2000-05-20T09:45:20.893	14257.183512
2000-05-20T09:45:21.226	14253.578768
2000-05-20T09:45:21.559	14249.974024
2000-05-20T09:45:21.893	14246.342968
2000-05-20T09:45:22.226	14242.738224
2000-05-20T09:45:22.559	14239.13348
2000-05-20T09:45:22.893	14235.502424
2000-05-20T09:45:23.226	14231.89768
2000-05-20T09:45:23.559	14228.292936
2000-05-20T09:45:23.893	14224.66188
2000-05-20T09:45:24.226	14221.057136
2000-05-20T09:45:24.559	14217.452392
2000-05-20T09:45:24.893	14213.821336
2000-05-20T09:45:25.226	14210.216592
2000-05-20T09:45:25.559	14206.611848
2000-05-20T09:45:25.893	14202.980792
2000-05-20T09:45:26.226	14199.376048
2000-05-20T09:45:26.559	14195.771304
2000-05-20T09:45:26.893	14192.140248
2000-05-20T09:45:27.226	14188.535504
2000-05-20T09:45:27.559	14184.93076
2000-05-20T09:45:27.893	14181.299704
2000-05-20T09:45:28.226	14177.69496
2000-05-20T09:45:28.559	14174.090216
2000-05-20T09:45:28.893	14170.45916
2000-05-20T09:45:29.226	14166.854416
2000-05-20T09:45:29.559	14163.249672
2000-05-20T09:45:29.893	14159.618616
2000-05-20T09:45:30.226	14156.013872
2000-05-20T09:45:30.559	14152.409128
