timebg	Bbgy
2021-06-07T16:35:00.506	13.9755930683709
2021-06-07T16:35:01.506	13.9742073625263
2021-06-07T16:35:02.506	13.9728216566817
2021-06-07T16:35:03.506	13.971435950837
2021-06-07T16:35:04.506	13.9700502449924
2021-06-07T16:35:05.506	13.9686645391477
2021-06-07T16:35:06.506	13.9672788333031
2021-06-07T16:35:07.506	13.9658931274584
2021-06-07T16:35:08.506	13.9645074216138
2021-06-07T16:35:09.506	13.9631217157691
2021-06-07T16:35:10.506	13.9617360099245
2021-06-07T16:35:11.506	13.9603503040799
2021-06-07T16:35:12.506	13.9589645982352
2021-06-07T16:35:13.506	13.9575788923906
2021-06-07T16:35:14.506	13.9561931865459
2021-06-07T16:35:15.506	13.9548074807013
2021-06-07T16:35:16.506	13.9534217748566
2021-06-07T16:35:17.506	13.952036069012
2021-06-07T16:35:18.506	13.9506503631673
2021-06-07T16:35:19.506	13.9492646573227
2021-06-07T16:35:20.506	13.9478789514781
2021-06-07T16:35:21.506	13.9464932456334
2021-06-07T16:35:22.506	13.9451075397888
2021-06-07T16:35:23.506	13.9437218339441
2021-06-07T16:35:24.506	13.9423361280995
2021-06-07T16:35:25.506	13.9409504222548
2021-06-07T16:35:26.506	13.9395647164102
2021-06-07T16:35:27.506	13.9381790105655
2021-06-07T16:35:28.506	13.9367933047209
2021-06-07T16:35:29.506	13.9354075988763
2021-06-07T16:35:30.506	13.9340218930316
2021-06-07T16:35:31.506	13.932636187187
2021-06-07T16:35:32.506	13.9312504813423
2021-06-07T16:35:33.506	13.9298647754977
2021-06-07T16:35:34.506	13.928479069653
2021-06-07T16:35:35.506	13.9270933638084
2021-06-07T16:35:36.506	13.9257076579637
2021-06-07T16:35:37.506	13.9243219521191
2021-06-07T16:35:38.506	13.9229362462744
2021-06-07T16:35:39.506	13.9215505404298
2021-06-07T16:35:40.506	13.9201648345852
2021-06-07T16:35:41.505	13.9187805144464
2021-06-07T16:35:42.505	13.9173948086017
2021-06-07T16:35:43.505	13.9160091027571
2021-06-07T16:35:44.506	13.9146220112066
2021-06-07T16:35:45.505	13.9132376910678
2021-06-07T16:35:46.506	13.9118505995173
2021-06-07T16:35:47.506	13.9104648936726
2021-06-07T16:35:48.506	13.909079187828
2021-06-07T16:35:49.506	13.9076934819834
2021-06-07T16:35:50.506	13.9063077761387
2021-06-07T16:35:51.506	13.9049220702941
2021-06-07T16:35:52.505	13.9035377501553
2021-06-07T16:35:53.505	13.9021520443106
2021-06-07T16:35:54.505	13.900766338466
2021-06-07T16:35:55.505	13.8993806326213
2021-06-07T16:35:56.505	13.8979949267767
2021-06-07T16:35:57.505	13.896609220932
2021-06-07T16:35:58.505	13.8952235150874
2021-06-07T16:35:59.506	13.8938364235369
2021-06-07T16:36:00.506	13.8924507176923
2021-06-07T16:36:01.506	13.8910650118476
2021-06-07T16:36:02.506	13.889679306003
2021-06-07T16:36:03.506	13.8882936001583
2021-06-07T16:36:04.506	13.8869078943137
2021-06-07T16:36:05.505	13.8855235741749
2021-06-07T16:36:06.505	13.8841378683302
2021-06-07T16:36:07.505	13.8827521624856
2021-06-07T16:36:08.505	13.8813664566409
2021-06-07T16:36:09.505	13.8799807507963
2021-06-07T16:36:10.505	13.8785950449517
2021-06-07T16:36:11.506	13.8772079534012
2021-06-07T16:36:12.505	13.8758236332624
2021-06-07T16:36:13.506	13.8744365417119
2021-06-07T16:36:14.506	13.8730508358672
2021-06-07T16:36:15.506	13.8716651300226
2021-06-07T16:36:16.506	13.8702794241779
2021-06-07T16:36:17.506	13.8688937183333
2021-06-07T16:36:18.506	13.8675080124887
2021-06-07T16:36:19.505	13.8661236923499
2021-06-07T16:36:20.505	13.8647379865052
2021-06-07T16:36:21.505	13.8633522806606
2021-06-07T16:36:22.505	13.8619665748159
2021-06-07T16:36:23.505	13.8605808689713
