timebg	Bbgx
2000-05-20T09:43:05.226	66.2621576914447
2000-05-20T09:43:05.560	66.2645348000578
2000-05-20T09:43:05.893	66.2669047915792
2000-05-20T09:43:06.226	66.2692747831006
2000-05-20T09:43:06.560	66.2716518917137
2000-05-20T09:43:06.893	66.2740218832352
2000-05-20T09:43:07.226	66.2763918747566
2000-05-20T09:43:07.560	66.2787689833697
2000-05-20T09:43:07.893	66.2811389748911
2000-05-20T09:43:08.226	66.2835089664125
2000-05-20T09:43:08.560	66.2858860750256
2000-05-20T09:43:08.893	66.288256066547
2000-05-20T09:43:09.226	66.2906260580685
2000-05-20T09:43:09.560	66.2930031666815
2000-05-20T09:43:09.893	66.2953731582029
2000-05-20T09:43:10.226	66.2977431497244
2000-05-20T09:43:10.560	66.3001202583375
2000-05-20T09:43:10.893	66.3024902498589
2000-05-20T09:43:11.226	66.3048602413803
2000-05-20T09:43:11.560	66.3072373499934
2000-05-20T09:43:11.893	66.3096073415148
2000-05-20T09:43:12.226	66.3119773330363
2000-05-20T09:43:12.560	66.3143544416493
2000-05-20T09:43:12.893	66.3167244331708
2000-05-20T09:43:13.226	66.3190944246922
2000-05-20T09:43:13.560	66.3214715333053
2000-05-20T09:43:13.893	66.3238415248267
2000-05-20T09:43:14.226	66.3262115163481
2000-05-20T09:43:14.560	66.3285886249612
2000-05-20T09:43:14.893	66.3309586164826
2000-05-20T09:43:15.226	66.3333286080041
2000-05-20T09:43:15.560	66.3357057166172
2000-05-20T09:43:15.893	66.3380757081386
2000-05-20T09:43:16.226	66.34044569966
2000-05-20T09:43:16.560	66.3428228082731
2000-05-20T09:43:16.893	66.3451927997945
2000-05-20T09:43:17.226	66.3475627913159
2000-05-20T09:43:17.560	66.349939899929
2000-05-20T09:43:17.893	66.3523098914504
2000-05-20T09:43:18.226	66.3546798829719
2000-05-20T09:43:18.560	66.357056991585
2000-05-20T09:43:18.893	66.3594269831064
2000-05-20T09:43:19.226	66.3617969746278
2000-05-20T09:43:19.560	66.3641740832409
2000-05-20T09:43:19.893	66.3665440747623
2000-05-20T09:43:20.226	66.3689140662838
2000-05-20T09:43:20.560	66.3712911748968
2000-05-20T09:43:20.893	66.3736611664183
2000-05-20T09:43:21.226	66.3760311579397
2000-05-20T09:43:21.560	66.3784082665528
2000-05-20T09:43:21.893	66.3807782580742
2000-05-20T09:43:22.226	66.3831482495956
