time	alt
2021-06-07T16:28:40.507	28010.024799412
2021-06-07T16:28:41.507	27991.7072044703
2021-06-07T16:28:42.507	27973.3897361964
2021-06-07T16:28:43.507	27955.074081197
2021-06-07T16:28:44.507	27936.8267261464
2021-06-07T16:28:45.507	27918.5096353222
2021-06-07T16:28:46.506	27900.1926720744
2021-06-07T16:28:47.506	27881.8775217774
2021-06-07T16:28:48.506	27863.4912599046
2021-06-07T16:28:49.506	27845.2445177846
2021-06-07T16:28:50.506	27826.9280587974
2021-06-07T16:28:51.506	27808.6117285308
2021-06-07T16:28:52.506	27790.2955272173
2021-06-07T16:28:53.507	27771.9794550899
2021-06-07T16:28:54.507	27753.6635123823
2021-06-07T16:28:55.507	27735.3476993286
2021-06-07T16:28:56.507	27717.0336985137
2021-06-07T16:28:57.507	27698.7879578298
2021-06-07T16:28:58.507	27680.472531162
2021-06-07T16:28:59.506	27662.1572350854
2021-06-07T16:29:00.506	27643.8437509329
2021-06-07T16:29:01.506	27625.528716436
2021-06-07T16:29:02.506	27607.2138132426
2021-06-07T16:29:03.506	27588.8990415915
2021-06-07T16:29:04.506	27570.6541887431
2021-06-07T16:29:05.507	27552.3396771883
2021-06-07T16:29:06.506	27534.0252978906
2021-06-07T16:29:07.507	27515.7110510911
2021-06-07T16:29:08.507	27497.3969370314
2021-06-07T16:29:09.507	27479.0829559538
2021-06-07T16:29:10.507	27460.7707860353
2021-06-07T16:29:11.507	27442.4570713324
2021-06-07T16:29:12.507	27424.1434903413
2021-06-07T16:29:13.506	27405.8300433065
2021-06-07T16:29:14.506	27387.5881570343
2021-06-07T16:29:15.506	27369.2749745733
2021-06-07T16:29:16.506	27350.9619268007
2021-06-07T16:29:17.506	27332.6490139635
2021-06-07T16:29:18.506	27314.3362363091
2021-06-07T16:29:19.506	27296.0235940857
2021-06-07T16:29:20.507	27277.7110875421
2021-06-07T16:29:21.507	27259.3987169277
2021-06-07T16:29:22.507	27241.0864824924
2021-06-07T16:29:23.507	27222.7743844869
2021-06-07T16:29:24.507	27204.4640966076
2021-06-07T16:29:25.507	27186.152271892
2021-06-07T16:29:26.506	27167.9800130205
2021-06-07T16:29:27.506	27149.668463705
2021-06-07T16:29:28.506	27131.3587242243
2021-06-07T16:29:29.506	27113.0474502214
2021-06-07T16:29:30.506	27094.7363144191
2021-06-07T16:29:31.506	27076.4253170731
2021-06-07T16:29:32.507	27058.1144584394
2021-06-07T16:29:33.506	27039.803738775
2021-06-07T16:29:34.507	27021.4931583372
2021-06-07T16:29:35.507	27003.1827173842
2021-06-07T16:29:36.507	26984.8724161746
2021-06-07T16:29:37.507	26966.5622549679
2021-06-07T16:29:38.507	26948.2539028969
2021-06-07T16:29:39.506	26930.0138064069
2021-06-07T16:29:40.506	26911.7040711031
2021-06-07T16:29:41.506	26893.394476851
2021-06-07T16:29:42.506	26875.0866914646
2021-06-07T16:29:43.506	26856.7773797729
2021-06-07T16:29:44.506	26838.4682099222
2021-06-07T16:29:45.506	26820.159182177
2021-06-07T16:29:46.506	26801.8502968024
