timedata	Var2
2000-05-20T09:43:05.226	10.4677842724057
2000-05-20T09:43:05.560	10.5649057374877
2000-05-20T09:43:05.893	10.3429623319062
2000-05-20T09:43:06.226	10.5112948912375
2000-05-20T09:43:06.560	10.4713266407113
2000-05-20T09:43:06.893	10.4548381907483
2000-05-20T09:43:07.226	10.5113965826766
2000-05-20T09:43:07.560	10.5341288039441
2000-05-20T09:43:07.893	10.5352933373504
2000-05-20T09:43:08.226	10.4821635785191
2000-05-20T09:43:08.560	10.435540721429
2000-05-20T09:43:08.893	10.5041083317541
2000-05-20T09:43:09.226	10.6356250377479
2000-05-20T09:43:09.560	10.6438443744174
2000-05-20T09:43:09.893	10.6306887472931
2000-05-20T09:43:10.226	10.7513595782974
2000-05-20T09:43:10.560	11.0797881909079
2000-05-20T09:43:10.893	11.0147098283487
2000-05-20T09:43:11.226	11.0586575036495
2000-05-20T09:43:11.560	11.0838837779427
2000-05-20T09:43:11.893	11.2381817410173
2000-05-20T09:43:12.226	11.3587887701568
2000-05-20T09:43:12.560	11.5245492872595
2000-05-20T09:43:12.893	11.7494906084131
2000-05-20T09:43:13.226	11.7850777284028
2000-05-20T09:43:13.560	11.8697972712932
2000-05-20T09:43:13.893	11.6143364969424
2000-05-20T09:43:14.226	11.1341366938101
2000-05-20T09:43:14.560	10.4484111615775
2000-05-20T09:43:14.893	10.14912997628
2000-05-20T09:43:15.226	10.3059854989877
2000-05-20T09:43:15.560	10.6421500105726
2000-05-20T09:43:15.893	10.6282256625961
2000-05-20T09:43:16.226	10.6173290722704
2000-05-20T09:43:16.560	10.6919167589189
2000-05-20T09:43:16.893	10.6703503327257
2000-05-20T09:43:17.226	10.6105226518456
2000-05-20T09:43:17.560	10.6242613398707
2000-05-20T09:43:17.893	10.6386897336202
2000-05-20T09:43:18.226	10.6715021570868
2000-05-20T09:43:18.560	10.4005863777317
2000-05-20T09:43:18.893	10.2058871514999
2000-05-20T09:43:19.226	10.6341004502176
2000-05-20T09:43:19.560	10.7985489313889
2000-05-20T09:43:19.893	10.7884055273216
2000-05-20T09:43:20.226	10.6519852720392
2000-05-20T09:43:20.560	10.8264284715189
2000-05-20T09:43:20.893	10.8450570406371
2000-05-20T09:43:21.226	10.7047104877381
2000-05-20T09:43:21.560	10.8448215335451
2000-05-20T09:43:21.893	10.7730626501002
2000-05-20T09:43:22.226	10.5542350453968
2000-05-20T09:43:22.560	10.7034899145825
2000-05-20T09:43:22.893	11.0321598812198
2000-05-20T09:43:23.226	11.223145155394
2000-05-20T09:43:23.560	11.3186481852996
2000-05-20T09:43:23.893	11.2426117455634
2000-05-20T09:43:24.226	11.4514084795977
2000-05-20T09:43:24.560	11.2288719761142
2000-05-20T09:43:24.893	11.1868900160059
2000-05-20T09:43:25.226	11.0941097195796
2000-05-20T09:43:25.560	11.0576486403907
2000-05-20T09:43:25.893	10.9119637771749
2000-05-20T09:43:26.226	10.6767841967962
2000-05-20T09:43:26.560	10.7309294511001
2000-05-20T09:43:26.893	10.7704148112787
2000-05-20T09:43:27.226	10.7063123988161
2000-05-20T09:43:27.560	10.6961346353572
2000-05-20T09:43:27.893	10.6470976398587
2000-05-20T09:43:28.226	10.7203874416353
2000-05-20T09:43:28.560	10.6996546402847
2000-05-20T09:43:28.893	10.7916810152524
2000-05-20T09:43:29.226	10.9057620455866
2000-05-20T09:43:29.560	10.9168775404926
2000-05-20T09:43:29.893	10.8102667210136
2000-05-20T09:43:30.226	10.4051517672098
2000-05-20T09:43:30.560	10.4463456116273
2000-05-20T09:43:30.893	10.2172639594204
2000-05-20T09:43:31.226	10.0214243617439
2000-05-20T09:43:31.559	10.0928323193639
2000-05-20T09:43:31.893	10.1632107763739
2000-05-20T09:43:32.226	10.336773455748
2000-05-20T09:43:32.559	10.3768885803825
2000-05-20T09:43:32.893	10.246682915807
2000-05-20T09:43:33.226	10.052471423444
2000-05-20T09:43:33.559	9.82890362062339
2000-05-20T09:43:33.893	9.6349566452107
2000-05-20T09:43:34.226	9.62873759140432
2000-05-20T09:43:34.559	9.79741389360768
2000-05-20T09:43:34.893	9.49778435394446
2000-05-20T09:43:35.226	9.42183785109302
2000-05-20T09:43:35.559	9.36138547848359
2000-05-20T09:43:35.893	9.27226784117259
2000-05-20T09:43:36.226	9.38205446748935
2000-05-20T09:43:36.559	9.37929269305146
2000-05-20T09:43:36.893	9.46161561167735
2000-05-20T09:43:37.226	9.7203201580847
2000-05-20T09:43:37.559	9.82964495276755
2000-05-20T09:43:37.893	9.60977109207876
2000-05-20T09:43:38.226	9.50794397739331
2000-05-20T09:43:38.559	9.41942997112632
2000-05-20T09:43:38.893	9.39337578770412
2000-05-20T09:43:39.226	9.24371340778733
2000-05-20T09:43:39.559	9.37724625941632
2000-05-20T09:43:39.893	9.33880242210024
2000-05-20T09:43:40.226	9.36670902594894
2000-05-20T09:43:40.559	9.45018767173985
2000-05-20T09:43:40.893	9.68678010531867
2000-05-20T09:43:41.226	9.64886013062652
2000-05-20T09:43:41.559	9.5098141030758
2000-05-20T09:43:41.893	9.54769209857751
2000-05-20T09:43:42.226	9.71710396733774
2000-05-20T09:43:42.559	9.74919516753327
2000-05-20T09:43:42.893	9.88659316154839
2000-05-20T09:43:43.226	9.98240586326655
2000-05-20T09:43:43.559	9.96456751508155
2000-05-20T09:43:43.893	9.97277869235366
2000-05-20T09:43:44.226	10.158979258186
2000-05-20T09:43:44.559	10.0885167768814
2000-05-20T09:43:44.893	10.0898048928911
2000-05-20T09:43:45.226	9.99408414965376
