timedata	Var2
2000-12-28T07:54:49.130	-73.4176347762563
2000-12-28T07:54:49.463	-73.3958981050866
2000-12-28T07:54:49.796	-73.4230689440488
2000-12-28T07:54:50.130	-73.4692624391816
2000-12-28T07:54:50.463	-73.4182834282966
2000-12-28T07:54:50.796	-73.4464729928824
2000-12-28T07:54:51.130	-73.4399746926892
2000-12-28T07:54:51.463	-73.3451131373787
2000-12-28T07:54:51.796	-73.4655183770838
2000-12-28T07:54:52.130	-73.36681952183
2000-12-28T07:54:52.463	-73.4167073572856
2000-12-28T07:54:52.796	-73.3733087609916
2000-12-28T07:54:53.130	-73.3261770897927
2000-12-28T07:54:53.463	-73.4704368824752
2000-12-28T07:54:53.796	-73.4216258366543
2000-12-28T07:54:54.130	-73.5366001529634
2000-12-28T07:54:54.463	-73.5111457724689
2000-12-28T07:54:54.796	-73.5057267486969
2000-12-28T07:54:55.130	-73.482956043051
2000-12-28T07:54:55.463	-73.5220198393578
2000-12-28T07:54:55.796	-73.5280269098813
2000-12-28T07:54:56.130	-73.5681746880877
2000-12-28T07:54:56.463	-73.4282092183445
2000-12-28T07:54:56.796	-73.5377879774434
2000-12-28T07:54:57.130	-73.5160929272153
2000-12-28T07:54:57.463	-73.4732770884129
2000-12-28T07:54:57.796	-73.4309975036681
2000-12-28T07:54:58.130	-73.3062329842296
2000-12-28T07:54:58.463	-73.2715394689543
2000-12-28T07:54:58.796	-73.2493536845579
2000-12-28T07:54:59.130	-73.2135437924463
2000-12-28T07:54:59.463	-73.1029490574042
2000-12-28T07:54:59.796	-73.1365163442001
2000-12-28T07:55:00.130	-73.1452216331079
2000-12-28T07:55:00.463	-73.1848218959296
2000-12-28T07:55:00.796	-73.1978076758393
2000-12-28T07:55:01.130	-73.295406960723
2000-12-28T07:55:01.463	-73.2813733550809
2000-12-28T07:55:01.796	-73.392599067937
2000-12-28T07:55:02.130	-73.4141994280697
2000-12-28T07:55:02.463	-73.6051293993079
2000-12-28T07:55:02.796	-73.6302455164602
2000-12-28T07:55:03.130	-73.6156553067269
2000-12-28T07:55:03.463	-73.5126673277416
2000-12-28T07:55:03.796	-73.4682343544726
2000-12-28T07:55:04.130	-73.4649049276082
2000-12-28T07:55:04.463	-73.4063499218919
2000-12-28T07:55:04.796	-73.2615578067322
2000-12-28T07:55:05.130	-73.0978415678465
2000-12-28T07:55:05.463	-73.1846444044655
2000-12-28T07:55:05.796	-73.161917451279
2000-12-28T07:55:06.130	-73.1418044435134
2000-12-28T07:55:06.463	-73.189577421251
2000-12-28T07:55:06.796	-73.3189150098922
2000-12-28T07:55:07.130	-73.368872826503
2000-12-28T07:55:07.463	-73.5403011875955
2000-12-28T07:55:07.796	-73.4636839333681
2000-12-28T07:55:08.130	-73.4961564037046
2000-12-28T07:55:08.463	-73.5970978724991
2000-12-28T07:55:08.796	-73.3831075389672
