timebg	Bbgz
1996-09-06T18:32:44.787	-87.6873889808763
1996-09-06T18:32:45.154	-87.6875717009564
1996-09-06T18:32:45.454	-87.6877210634198
1996-09-06T18:32:45.821	-87.6879037834998
1996-09-06T18:32:46.121	-87.6880531459631
1996-09-06T18:32:46.487	-87.6882353681684
1996-09-06T18:32:46.787	-87.6883847306317
1996-09-06T18:32:47.154	-87.6885674507118
1996-09-06T18:32:47.454	-87.6887168131751
1996-09-06T18:32:47.821	-87.6888995332552
1996-09-06T18:32:48.121	-87.6890488957185
1996-09-06T18:32:48.487	-87.6892311179237
1996-09-06T18:32:48.787	-87.689380480387
1996-09-06T18:32:49.154	-87.6895632004671
1996-09-06T18:32:49.454	-87.6897125629304
1996-09-06T18:32:49.821	-87.6898952830105
1996-09-06T18:32:50.121	-87.6900446454738
1996-09-06T18:32:50.487	-87.690226867679
1996-09-06T18:32:50.787	-87.6903762301423
1996-09-06T18:32:51.154	-87.6905589502224
1996-09-06T18:32:51.454	-87.6907083126857
1996-09-06T18:32:51.821	-87.6908910327658
1996-09-06T18:32:52.121	-87.6910403952291
1996-09-06T18:32:52.487	-87.6912226174343
1996-09-06T18:32:52.787	-87.6913719798976
1996-09-06T18:32:53.154	-87.6915546999778
1996-09-06T18:32:53.454	-87.691704062441
1996-09-06T18:32:53.821	-87.6918867825212
1996-09-06T18:32:54.121	-87.6920361449845
1996-09-06T18:32:54.487	-87.6922183671897
1996-09-06T18:32:54.787	-87.692367729653
1996-09-06T18:32:55.154	-87.6925504497331
1996-09-06T18:32:55.454	-87.6926998121964
1996-09-06T18:32:55.821	-87.6928825322765
1996-09-06T18:32:56.121	-87.6930318947398
1996-09-06T18:32:56.487	-87.693214116945
1996-09-06T18:32:56.787	-87.6933634794083
1996-09-06T18:32:57.154	-87.6935461994884
1996-09-06T18:32:57.454	-87.6936955619517
1996-09-06T18:32:57.821	-87.6938782820318
1996-09-06T18:32:58.121	-87.6940276444951
1996-09-06T18:32:58.487	-87.6942098667003
1996-09-06T18:32:58.787	-87.6943592291636
1996-09-06T18:32:59.154	-87.6945419492437
1996-09-06T18:32:59.454	-87.694691311707
1996-09-06T18:32:59.821	-87.6948740317871
1996-09-06T18:33:00.121	-87.6950233942504
1996-09-06T18:33:00.487	-87.6952056164557
1996-09-06T18:33:00.787	-87.695354978919
1996-09-06T18:33:01.154	-87.6955376989991
1996-09-06T18:33:01.454	-87.6956870614624
1996-09-06T18:33:01.821	-87.6958697815425
1996-09-06T18:33:02.121	-87.6960191440057
1996-09-06T18:33:02.487	-87.696201366211
1996-09-06T18:33:02.787	-87.6963507286743
1996-09-06T18:33:03.154	-87.6965334487544
1996-09-06T18:33:03.454	-87.6966828112177
1996-09-06T18:33:03.821	-87.6968655312978
1996-09-06T18:33:04.121	-87.6970148937611
1996-09-06T18:33:04.487	-87.6971971159663
1996-09-06T18:33:04.787	-87.6973464784296
1996-09-06T18:33:05.154	-87.6975291985097
1996-09-06T18:33:05.454	-87.697678560973
1996-09-06T18:33:05.821	-87.6978612810531
1996-09-06T18:33:06.121	-87.6980106435164
1996-09-06T18:33:06.487	-87.6981928657216
1996-09-06T18:33:06.787	-87.6983422281849
1996-09-06T18:33:07.154	-87.698524948265
1996-09-06T18:33:07.454	-87.6986743107284
1996-09-06T18:33:07.821	-87.6988570308085
1996-09-06T18:33:08.121	-87.6990063932717
1996-09-06T18:33:08.487	-87.699188615477
1996-09-06T18:33:08.787	-87.6993379779403
1996-09-06T18:33:09.154	-87.6995206980204
1996-09-06T18:33:09.454	-87.6996700604837
1996-09-06T18:33:09.821	-87.6998527805638
1996-09-06T18:33:10.121	-87.7000021430271
1996-09-06T18:33:10.487	-87.7001843652323
1996-09-06T18:33:10.787	-87.7003337276956
1996-09-06T18:33:11.154	-87.7005164477757
1996-09-06T18:33:11.454	-87.700665810239
1996-09-06T18:33:11.821	-87.7008485303191
1996-09-06T18:33:12.121	-87.7009978927824
1996-09-06T18:33:12.487	-87.7011801149876
1996-09-06T18:33:12.787	-87.7013294774509
1996-09-06T18:33:13.154	-87.701512197531
1996-09-06T18:33:13.454	-87.7016615599943
1996-09-06T18:33:13.821	-87.7018442800744
1996-09-06T18:33:14.121	-87.7019936425377
1996-09-06T18:33:14.487	-87.7021758647429
1996-09-06T18:33:14.787	-87.7023252272062
1996-09-06T18:33:15.154	-87.7025079472863
1996-09-06T18:33:15.454	-87.7026573097497
1996-09-06T18:33:15.821	-87.7028400298298
1996-09-06T18:33:16.121	-87.7029893922931
1996-09-06T18:33:16.487	-87.7031716144983
1996-09-06T18:33:16.787	-87.7033209769616
1996-09-06T18:33:17.154	-87.7035036970417
1996-09-06T18:33:17.454	-87.703653059505
1996-09-06T18:33:17.821	-87.7038357795851
1996-09-06T18:33:18.121	-87.7039851420484
1996-09-06T18:33:18.487	-87.7041673642536
1996-09-06T18:33:18.787	-87.7043167267169
1996-09-06T18:33:19.154	-87.704499446797
1996-09-06T18:33:19.454	-87.7046488092603
1996-09-06T18:33:19.821	-87.7048315293404
1996-09-06T18:33:20.121	-87.7049808918037
1996-09-06T18:33:20.487	-87.7051631140089
1996-09-06T18:33:20.788	-87.7053129743471
1996-09-06T18:33:21.154	-87.7054951965523
1996-09-06T18:33:21.454	-87.7056445590156
1996-09-06T18:33:21.821	-87.7058272790957
1996-09-06T18:33:22.121	-87.705976641559
1996-09-06T18:33:22.487	-87.7061588637643
1996-09-06T18:33:22.787	-87.7063082262275
1996-09-06T18:33:23.154	-87.7064909463077
1996-09-06T18:33:23.454	-87.706640308771
1996-09-06T18:33:23.821	-87.7068230288511
1996-09-06T18:33:24.121	-87.7069723913144
1996-09-06T18:33:24.487	-87.7071546135196
1996-09-06T18:33:24.787	-87.7073039759829
1996-09-06T18:33:25.154	-87.707486696063
1996-09-06T18:33:25.454	-87.7076360585263
1996-09-06T18:33:25.821	-87.7078187786064
1996-09-06T18:33:26.121	-87.7079681410697
1996-09-06T18:33:26.487	-87.7081503632749
1996-09-06T18:33:26.787	-87.7082997257382
1996-09-06T18:33:27.154	-87.7084824458183
1996-09-06T18:33:27.454	-87.7086318082816
1996-09-06T18:33:27.821	-87.7088145283617
1996-09-06T18:33:28.121	-87.708963890825
1996-09-06T18:33:28.487	-87.7091461130302
1996-09-06T18:33:28.787	-87.7092954754935
1996-09-06T18:33:29.154	-87.7094781955737
1996-09-06T18:33:29.454	-87.7096275580369
1996-09-06T18:33:29.821	-87.709810278117
1996-09-06T18:33:30.121	-87.7099596405803
1996-09-06T18:33:30.487	-87.7101418627856
1996-09-06T18:33:30.787	-87.7102912252489
1996-09-06T18:33:31.154	-87.710473945329
1996-09-06T18:33:31.454	-87.7106233077923
1996-09-06T18:33:31.821	-87.7108060278724
1996-09-06T18:33:32.121	-87.7109553903357
1996-09-06T18:33:32.487	-87.7111376125409
1996-09-06T18:33:32.787	-87.7112869750042
1996-09-06T18:33:33.154	-87.7114696950843
1996-09-06T18:33:33.454	-87.7116190575476
1996-09-06T18:33:33.821	-87.7118017776277
1996-09-06T18:33:34.121	-87.711951140091
1996-09-06T18:33:34.487	-87.7121333622962
1996-09-06T18:33:34.787	-87.7122827247595
1996-09-06T18:33:35.154	-87.7124654448396
1996-09-06T18:33:35.454	-87.7126148073029
1996-09-06T18:33:35.821	-87.712797527383
1996-09-06T18:33:36.121	-87.7129468898463
1996-09-06T18:33:36.487	-87.7131291120515
1996-09-06T18:33:36.787	-87.7132784745149
1996-09-06T18:33:37.154	-87.713461194595
1996-09-06T18:33:37.454	-87.7136105570583
1996-09-06T18:33:37.821	-87.7137932771384
1996-09-06T18:33:38.121	-87.7139426396017
1996-09-06T18:33:38.487	-87.7141248618069
1996-09-06T18:33:38.787	-87.7142742242702
1996-09-06T18:33:39.154	-87.7144569443503
1996-09-06T18:33:39.454	-87.7146063068136
1996-09-06T18:33:39.821	-87.7147890268937
1996-09-06T18:33:40.121	-87.714938389357
1996-09-06T18:33:40.487	-87.7151206115622
1996-09-06T18:33:40.787	-87.7152699740255
1996-09-06T18:33:41.154	-87.7154526941056
1996-09-06T18:33:41.454	-87.7156020565689
1996-09-06T18:33:41.821	-87.715784776649
1996-09-06T18:33:42.121	-87.7159341391123
1996-09-06T18:33:42.487	-87.7161163613175
1996-09-06T18:33:42.787	-87.7162657237808
1996-09-06T18:33:43.154	-87.7164484438609
1996-09-06T18:33:43.454	-87.7165978063242
1996-09-06T18:33:43.821	-87.7167805264043
1996-09-06T18:33:44.121	-87.7169298888676
1996-09-06T18:33:44.487	-87.7171121110729
1996-09-06T18:33:44.787	-87.7172614735362
1996-09-06T18:33:45.154	-87.7174441936163
1996-09-06T18:33:45.454	-87.7175935560796
1996-09-06T18:33:45.821	-87.7177762761597
1996-09-06T18:33:46.121	-87.717925638623
1996-09-06T18:33:46.487	-87.7181078608282
1996-09-06T18:33:46.787	-87.7182572232915
1996-09-06T18:33:47.154	-87.7184399433716
1996-09-06T18:33:48.787	-87.7192529730468
1996-09-06T18:33:49.154	-87.7194356931269
1996-09-06T18:33:49.454	-87.7195850555902
1996-09-06T18:33:49.821	-87.7197677756703
1996-09-06T18:33:50.121	-87.7199171381336
1996-09-06T18:33:50.487	-87.7200993603388
1996-09-06T18:33:50.787	-87.7202487228021
1996-09-06T18:33:51.154	-87.7204314428823
1996-09-06T18:33:51.454	-87.7205808053455
1996-09-06T18:33:51.821	-87.7207635254256
1996-09-06T18:33:52.121	-87.7209128878889
1996-09-06T18:33:52.487	-87.7210951100942
1996-09-06T18:33:52.787	-87.7212444725575
1996-09-06T18:33:53.154	-87.7214271926376
1996-09-06T18:33:53.454	-87.7215765551009
1996-09-06T18:33:53.821	-87.721759275181
1996-09-06T18:33:54.121	-87.7219086376443
1996-09-06T18:33:54.487	-87.7220908598495
1996-09-06T18:33:54.787	-87.7222402223128
1996-09-06T18:33:55.154	-87.7224229423929
1996-09-06T18:33:55.454	-87.7225723048562
1996-09-06T18:33:55.821	-87.7227550249363
1996-09-06T18:33:56.121	-87.7229043873996
1996-09-06T18:33:56.487	-87.7230866096048
1996-09-06T18:33:56.787	-87.7232359720681
1996-09-06T18:33:57.154	-87.7234186921482
1996-09-06T18:33:57.454	-87.7235680546115
1996-09-06T18:33:57.821	-87.7237507746916
1996-09-06T18:33:58.121	-87.7239001371549
1996-09-06T18:33:58.487	-87.7240823593602
1996-09-06T18:33:58.787	-87.7242317218234
1996-09-06T18:33:59.154	-87.7244144419036
1996-09-06T18:33:59.454	-87.7245638043669
1996-09-06T18:33:59.821	-87.724746524447
1996-09-06T18:34:00.121	-87.7248958869102
1996-09-06T18:34:00.487	-87.7250781091155
1996-09-06T18:34:00.787	-87.7252274715788
1996-09-06T18:34:01.154	-87.7254101916589
1996-09-06T18:34:01.454	-87.7255595541222
1996-09-06T18:34:01.821	-87.7257422742023
1996-09-06T18:34:02.121	-87.7258916366656
1996-09-06T18:34:02.487	-87.7260738588708
1996-09-06T18:34:02.787	-87.7262232213341
1996-09-06T18:34:03.154	-87.7264059414142
1996-09-06T18:34:03.454	-87.7265553038775
1996-09-06T18:34:03.821	-87.7267380239576
1996-09-06T18:34:04.121	-87.7268873864209
1996-09-06T18:34:04.487	-87.7270696086261
1996-09-06T18:34:04.787	-87.7272189710894
1996-09-06T18:34:05.154	-87.7274016911695
1996-09-06T18:34:05.454	-87.7275510536328
1996-09-06T18:34:05.821	-87.7277337737129
1996-09-06T18:34:06.121	-87.7278831361762
1996-09-06T18:34:06.487	-87.7280653583815
1996-09-06T18:34:06.787	-87.7282147208448
1996-09-06T18:34:07.154	-87.7283974409249
1996-09-06T18:34:07.454	-87.7285468033882
1996-09-06T18:34:07.821	-87.7287295234683
1996-09-06T18:34:08.121	-87.7288788859316
1996-09-06T18:34:08.487	-87.7290611081368
1996-09-06T18:34:08.787	-87.7292104706001
1996-09-06T18:34:09.154	-87.7293931906802
1996-09-06T18:34:09.454	-87.7295425531435
1996-09-06T18:34:09.821	-87.7297252732236
1996-09-06T18:34:10.121	-87.7298746356869
1996-09-06T18:34:10.487	-87.7300568578921
1996-09-06T18:34:10.787	-87.7302062203554
1996-09-06T18:34:11.154	-87.7303889404355
1996-09-06T18:34:11.454	-87.7305383028988
1996-09-06T18:34:11.821	-87.7307210229789
1996-09-06T18:34:12.121	-87.7308703854422
1996-09-06T18:34:12.487	-87.7310526076475
