timebg	Bbgx
2000-12-28T07:54:49.130	-84.8752900866971
2000-12-28T07:54:49.463	-84.8739564843607
2000-12-28T07:54:49.796	-84.8726228820243
2000-12-28T07:54:50.130	-84.8712852748762
2000-12-28T07:54:50.463	-84.8699516725398
2000-12-28T07:54:50.796	-84.8686180702034
2000-12-28T07:54:51.130	-84.8672804630552
2000-12-28T07:54:51.463	-84.8659468607189
2000-12-28T07:54:51.796	-84.8646132583825
2000-12-28T07:54:52.130	-84.8632756512343
2000-12-28T07:54:52.463	-84.8619420488979
2000-12-28T07:54:52.796	-84.8606084465615
2000-12-28T07:54:53.130	-84.8592708394134
2000-12-28T07:54:53.463	-84.857937237077
2000-12-28T07:54:53.796	-84.8566036347406
2000-12-28T07:54:54.130	-84.8552660275924
2000-12-28T07:54:54.463	-84.8539324252561
2000-12-28T07:54:54.796	-84.8525988229197
2000-12-28T07:54:55.130	-84.8512612157715
2000-12-28T07:54:55.463	-84.8499276134351
2000-12-28T07:54:55.796	-84.8485940110987
2000-12-28T07:54:56.130	-84.8472564039506
2000-12-28T07:54:56.463	-84.8459228016142
2000-12-28T07:54:56.796	-84.8445891992778
2000-12-28T07:54:57.130	-84.8432515921296
2000-12-28T07:54:57.463	-84.8419179897933
2000-12-28T07:54:57.796	-84.8405843874569
2000-12-28T07:54:58.130	-84.8392467803087
2000-12-28T07:54:58.463	-84.8379131779723
2000-12-28T07:54:58.796	-84.8365795756359
2000-12-28T07:54:59.130	-84.8352419684878
2000-12-28T07:54:59.463	-84.8339083661514
2000-12-28T07:54:59.796	-84.832574763815
2000-12-28T07:55:00.130	-84.8312371566668
2000-12-28T07:55:00.463	-84.8299035543305
2000-12-28T07:55:00.796	-84.8285699519941
2000-12-28T07:55:01.130	-84.8272323448459
2000-12-28T07:55:01.463	-84.8258987425095
2000-12-28T07:55:01.796	-84.8245651401731
2000-12-28T07:55:02.130	-84.8232275330249
2000-12-28T07:55:02.463	-84.8218939306886
2000-12-28T07:55:02.796	-84.8205603283522
2000-12-28T07:55:03.130	-84.819222721204
2000-12-28T07:55:03.463	-84.8178891188677
2000-12-28T07:55:03.796	-84.8165555165313
2000-12-28T07:55:04.130	-84.8152179093831
2000-12-28T07:55:04.463	-84.8138843070467
2000-12-28T07:55:04.796	-84.8125507047103
2000-12-28T07:55:05.130	-84.8112130975621
2000-12-28T07:55:05.463	-84.8098794952258
2000-12-28T07:55:05.796	-84.8085458928894
2000-12-28T07:55:06.130	-84.8072082857412
2000-12-28T07:55:06.463	-84.8058746834049
2000-12-28T07:55:06.796	-84.8045410810685
