timebg	Bbgy
1997-05-07T15:36:55.133	9.37803804272608
1997-05-07T15:36:55.467	9.37817844230045
1997-05-07T15:36:55.800	9.37831842151681
1997-05-07T15:36:56.133	9.37845840073317
1997-05-07T15:36:56.467	9.37859880030754
1997-05-07T15:36:56.800	9.3787387795239
1997-05-07T15:36:57.133	9.37887875874026
1997-05-07T15:36:57.467	9.37901915831463
1997-05-07T15:36:57.800	9.37915913753099
1997-05-07T15:36:58.133	9.37929911674735
1997-05-07T15:36:58.467	9.37943951632172
1997-05-07T15:36:58.800	9.37957949553808
1997-05-07T15:36:59.133	9.37971947475445
1997-05-07T15:36:59.467	9.37985987432882
1997-05-07T15:36:59.800	9.37999985354518
1997-05-07T15:37:00.133	9.38013983276154
1997-05-07T15:37:00.467	9.38028023233591
1997-05-07T15:37:00.800	9.38042021155227
1997-05-07T15:37:01.133	9.38056019076863
1997-05-07T15:37:01.467	9.380700590343
1997-05-07T15:37:01.800	9.38084056955936
1997-05-07T15:37:02.133	9.38098054877572
1997-05-07T15:37:02.467	9.38112094835009
1997-05-07T15:37:02.800	9.38126092756645
1997-05-07T15:37:03.133	9.38140090678282
1997-05-07T15:37:03.467	9.38154130635719
1997-05-07T15:37:03.800	9.38168128557355
1997-05-07T15:37:04.133	9.38182126478991
1997-05-07T15:37:04.467	9.38196166436428
1997-05-07T15:37:04.800	9.38210164358064
1997-05-07T15:37:05.133	9.382241622797
1997-05-07T15:37:05.467	9.38238202237137
1997-05-07T15:37:05.800	9.38252200158773
1997-05-07T15:37:06.133	9.38266198080409
1997-05-07T15:37:06.467	9.38280238037846
1997-05-07T15:37:06.800	9.38294235959482
1997-05-07T15:37:07.133	9.38308233881119
1997-05-07T15:37:07.467	9.38322273838556
1997-05-07T15:37:07.800	9.38336271760192
1997-05-07T15:37:08.133	9.38350269681828
1997-05-07T15:37:08.467	9.38364309639265
1997-05-07T15:37:08.800	9.38378307560901
1997-05-07T15:37:09.133	9.38392305482537
1997-05-07T15:37:09.467	9.38406345439974
1997-05-07T15:37:09.800	9.3842034336161
1997-05-07T15:37:10.133	9.38434341283246
1997-05-07T15:37:10.467	9.38448381240683
1997-05-07T15:37:10.800	9.38462379162319
1997-05-07T15:37:11.133	9.38476377083956
1997-05-07T15:37:11.467	9.38490417041393
1997-05-07T15:37:11.800	9.38504414963029
1997-05-07T15:37:12.133	9.38518412884665
1997-05-07T15:37:12.467	9.38532452842102
1997-05-07T15:37:12.800	9.38546450763738
1997-05-07T15:37:13.133	9.38560448685374
1997-05-07T15:37:13.467	9.38574488642811
1997-05-07T15:37:13.800	9.38588486564447
1997-05-07T15:37:14.133	9.38602484486083
1997-05-07T15:37:14.467	9.3861652444352
1997-05-07T15:37:14.800	9.38630522365156
1997-05-07T15:37:15.133	9.38644520286793
1997-05-07T15:37:15.467	9.3865856024423
1997-05-07T15:37:15.800	9.38672558165866
1997-05-07T15:37:16.133	9.38686556087502
1997-05-07T15:37:16.467	9.38700596044939
1997-05-07T15:37:16.800	9.38714593966575
1997-05-07T15:37:17.133	9.38728591888211
1997-05-07T15:37:17.467	9.38742631845648
1997-05-07T15:37:17.800	9.38756629767284
1997-05-07T15:37:18.133	9.3877062768892
1997-05-07T15:37:18.467	9.38784667646357
1997-05-07T15:37:18.800	9.38798665567993
1997-05-07T15:37:19.133	9.3881266348963
1997-05-07T15:37:19.467	9.38826703447067
1997-05-07T15:37:19.800	9.38840701368703
1997-05-07T15:37:20.133	9.38854699290339
1997-05-07T15:37:20.467	9.38868739247776
1997-05-07T15:37:20.800	9.38882737169412
1997-05-07T15:37:21.133	9.38896735091048
1997-05-07T15:37:21.467	9.38910775048485
1997-05-07T15:37:21.800	9.38924772970121
1997-05-07T15:37:22.134	9.38938812927558
1997-05-07T15:37:22.467	9.38952810849194
1997-05-07T15:37:22.800	9.3896680877083
1997-05-07T15:37:23.133	9.38980806692467
1997-05-07T15:37:23.467	9.38994846649904
1997-05-07T15:37:23.800	9.3900884457154
1997-05-07T15:37:24.134	9.39022884528977
1997-05-07T15:37:24.467	9.39036882450613
1997-05-07T15:37:24.800	9.39050880372249
1997-05-07T15:37:25.133	9.39064878293885
1997-05-07T15:37:25.467	9.39078918251322
1997-05-07T15:37:25.800	9.39092916172958
1997-05-07T15:37:26.134	9.39106956130395
1997-05-07T15:37:26.467	9.39120954052031
1997-05-07T15:37:26.800	9.39134951973667
