timebg	Bbgx
1996-06-27T06:07:08.894	-74.3543643954207
1996-06-27T06:07:09.260	-74.3552980979014
1996-06-27T06:07:09.560	-74.3560634278036
1996-06-27T06:07:09.927	-74.3569996813839
1996-06-27T06:07:10.227	-74.3577650112861
1996-06-27T06:07:10.594	-74.3587012648664
1996-06-27T06:07:10.894	-74.3594665947686
1996-06-27T06:07:11.260	-74.3604002972492
1996-06-27T06:07:11.560	-74.3611656271514
1996-06-27T06:07:11.927	-74.3621018807318
1996-06-27T06:07:12.227	-74.362867210634
1996-06-27T06:07:12.594	-74.3638034642143
1996-06-27T06:07:12.894	-74.3645687941165
1996-06-27T06:07:13.260	-74.3655024965971
1996-06-27T06:07:13.560	-74.3662678264993
1996-06-27T06:07:13.927	-74.3672040800796
1996-06-27T06:07:14.227	-74.3679694099818
1996-06-27T06:07:14.594	-74.3689056635621
1996-06-27T06:07:14.894	-74.3696709934643
1996-06-27T06:07:15.260	-74.370604695945
1996-06-27T06:07:15.560	-74.3713700258472
1996-06-27T06:07:15.927	-74.3723062794275
1996-06-27T06:07:16.227	-74.3730716093297
1996-06-27T06:07:16.594	-74.37400786291
1996-06-27T06:07:16.894	-74.3747731928122
1996-06-27T06:07:17.260	-74.3757068952929
1996-06-27T06:07:17.560	-74.376472225195
1996-06-27T06:07:17.927	-74.3774084787754
1996-06-27T06:07:18.227	-74.3781738086775
1996-06-27T06:07:18.594	-74.3791100622579
1996-06-27T06:07:18.894	-74.3798753921601
1996-06-27T06:07:19.260	-74.3808090946407
1996-06-27T06:07:19.560	-74.3815744245429
1996-06-27T06:07:19.927	-74.3825106781232
1996-06-27T06:07:20.227	-74.3832760080254
1996-06-27T06:07:20.594	-74.3842122616057
1996-06-27T06:07:20.894	-74.3849775915079
1996-06-27T06:07:21.260	-74.3859112939886
1996-06-27T06:07:21.560	-74.3866766238908
1996-06-27T06:07:21.927	-74.3876128774711
1996-06-27T06:07:22.227	-74.3883782073733
1996-06-27T06:07:22.594	-74.3893144609536
1996-06-27T06:07:22.894	-74.3900797908558
1996-06-27T06:07:23.260	-74.3910134933365
1996-06-27T06:07:23.560	-74.3917788232386
1996-06-27T06:07:23.927	-74.392715076819
1996-06-27T06:07:24.227	-74.3934804067211
1996-06-27T06:07:24.594	-74.3944166603015
1996-06-27T06:07:24.894	-74.3951819902037
1996-06-27T06:07:25.260	-74.3961156926843
1996-06-27T06:07:25.560	-74.3968810225865
1996-06-27T06:07:25.927	-74.3978172761668
1996-06-27T06:07:26.227	-74.398582606069
1996-06-27T06:07:26.594	-74.3995188596493
1996-06-27T06:07:26.894	-74.4002841895515
1996-06-27T06:07:27.260	-74.4012178920322
1996-06-27T06:07:27.560	-74.4019832219344
1996-06-27T06:07:27.927	-74.4029194755147
1996-06-27T06:07:28.227	-74.4036848054169
1996-06-27T06:07:28.594	-74.4046210589972
1996-06-27T06:07:28.894	-74.4053863888994
1996-06-27T06:07:29.260	-74.4063200913801
1996-06-27T06:07:29.560	-74.4070854212822
1996-06-27T06:07:29.927	-74.4080216748626
1996-06-27T06:07:30.227	-74.4087870047648
1996-06-27T06:07:30.594	-74.4097232583451
1996-06-27T06:07:30.894	-74.4104885882473
1996-06-27T06:07:31.260	-74.4114222907279
1996-06-27T06:07:31.560	-74.4121876206301
1996-06-27T06:07:31.927	-74.4131238742104
1996-06-27T06:07:32.227	-74.4138892041126
1996-06-27T06:07:32.594	-74.4148254576929
1996-06-27T06:07:32.894	-74.4155907875951
1996-06-27T06:07:33.260	-74.4165244900758
1996-06-27T06:07:33.560	-74.417289819978
1996-06-27T06:07:33.927	-74.4182260735583
1996-06-27T06:07:34.227	-74.4189914034605
1996-06-27T06:07:34.594	-74.4199276570408
1996-06-27T06:07:34.894	-74.420692986943
1996-06-27T06:07:35.260	-74.4216266894237
1996-06-27T06:07:35.560	-74.4223920193258
1996-06-27T06:07:35.927	-74.4233282729062
1996-06-27T06:07:36.227	-74.4240936028083
1996-06-27T06:07:36.594	-74.4250298563887
1996-06-27T06:07:36.894	-74.4257951862909
1996-06-27T06:07:37.260	-74.4267288887715
1996-06-27T06:07:37.560	-74.4274942186737
1996-06-27T06:07:37.927	-74.428430472254
1996-06-27T06:07:38.227	-74.4291958021562
1996-06-27T06:07:38.594	-74.4301320557366
1996-06-27T06:07:38.894	-74.4308973856387
1996-06-27T06:07:39.260	-74.4318310881194
1996-06-27T06:07:39.560	-74.4325964180216
1996-06-27T06:07:39.927	-74.4335326716019
1996-06-27T06:07:40.227	-74.4342980015041
1996-06-27T06:07:40.594	-74.4352342550844
1996-06-27T06:07:40.894	-74.4359995849866
1996-06-27T06:07:41.260	-74.4369332874673
1996-06-27T06:07:41.560	-74.4376986173694
1996-06-27T06:07:41.927	-74.4386348709498
1996-06-27T06:07:42.227	-74.4394002008519
1996-06-27T06:07:42.594	-74.4403364544323
1996-06-27T06:07:42.894	-74.4411017843345
1996-06-27T06:07:43.260	-74.4420354868151
1996-06-27T06:07:43.560	-74.4428008167173
1996-06-27T06:07:43.927	-74.4437370702976
1996-06-27T06:07:44.227	-74.4445024001998
1996-06-27T06:07:44.594	-74.4454386537801
1996-06-27T06:07:44.894	-74.4462039836823
1996-06-27T06:07:45.260	-74.447137686163
1996-06-27T06:07:45.560	-74.4479030160652
