time	By
1996-06-27T06:24:56.226	199.805955373822
1996-06-27T06:24:56.593	200.153437893145
1996-06-27T06:24:56.893	200.423852303294
1996-06-27T06:24:57.260	200.779396137064
1996-06-27T06:24:57.560	200.948226938674
1996-06-27T06:24:57.926	201.344657535536
1996-06-27T06:24:58.226	201.740492087967
1996-06-27T06:24:58.593	202.233398629146
1996-06-27T06:24:58.893	202.527280486699
1996-06-27T06:24:59.260	202.795381683251
1996-06-27T06:24:59.560	202.961318015095
1996-06-27T06:24:59.926	202.98694975877
1996-06-27T06:25:00.226	203.135000095025
1996-06-27T06:25:00.593	203.178455604881
1996-06-27T06:25:00.893	203.526487230517
1996-06-27T06:25:01.260	203.811775820081
1996-06-27T06:25:01.560	204.119052407493
1996-06-27T06:25:01.926	204.478115425034
1996-06-27T06:25:02.226	204.838112645381
1996-06-27T06:25:02.593	205.117744144005
1996-06-27T06:25:02.893	205.316920075296
1996-06-27T06:25:03.260	205.493406277436
1996-06-27T06:25:03.560	205.671161076797
1996-06-27T06:25:03.926	205.881600018487
1996-06-27T06:25:04.226	206.128269838687
1996-06-27T06:25:04.593	206.358504435308
1996-06-27T06:25:04.893	206.727367731959
1996-06-27T06:25:05.260	207.13396235884
1996-06-27T06:25:05.560	207.534857642909
1996-06-27T06:25:05.926	207.882411793946
1996-06-27T06:25:06.226	208.084299743304
1996-06-27T06:25:06.593	208.392044815721
1996-06-27T06:25:06.893	208.834799308902
1996-06-27T06:25:07.260	209.215874796295
1996-06-27T06:25:07.560	209.35000329521
1996-06-27T06:25:07.926	209.623884464354
1996-06-27T06:25:08.226	209.867095558627
1996-06-27T06:25:08.593	210.139624348493
1996-06-27T06:25:08.893	210.595793096663
1996-06-27T06:25:09.260	211.148359249672
1996-06-27T06:25:09.560	211.498842632158
1996-06-27T06:25:09.926	211.78455743599
1996-06-27T06:25:10.226	212.172945037314
1996-06-27T06:25:10.593	212.596949155273
1996-06-27T06:25:10.893	212.826853723456
1996-06-27T06:25:11.260	213.234008529233
1996-06-27T06:25:11.560	213.511935091901
1996-06-27T06:25:11.926	213.657130217384
1996-06-27T06:25:12.226	213.839674733887
1996-06-27T06:25:12.593	213.909662809561
1996-06-27T06:25:12.893	214.251511098325
1996-06-27T06:25:13.260	214.706124938527
1996-06-27T06:25:13.560	214.815793195951
1996-06-27T06:25:13.926	214.942498970983
1996-06-27T06:25:14.226	215.221042305208
1996-06-27T06:25:14.593	215.541122735084
1996-06-27T06:25:14.893	215.718442694168
1996-06-27T06:25:15.260	215.928445687839
1996-06-27T06:25:15.560	216.085273242243
1996-06-27T06:25:15.926	216.360620916672
