time	Bz
2000-05-20T10:08:05.225	272.213060726492
2000-05-20T10:08:05.559	272.199460480438
2000-05-20T10:08:05.892	272.607340042027
2000-05-20T10:08:06.225	272.662484029584
2000-05-20T10:08:06.559	272.823119593389
2000-05-20T10:08:06.892	272.829670007598
2000-05-20T10:08:07.225	272.700165435851
2000-05-20T10:08:07.559	272.537419333944
2000-05-20T10:08:07.892	272.487965864493
2000-05-20T10:08:08.225	272.451937161721
2000-05-20T10:08:08.559	272.297948547141
2000-05-20T10:08:08.892	272.453645350179
2000-05-20T10:08:09.225	272.844647148277
2000-05-20T10:08:09.559	273.208285406695
2000-05-20T10:08:09.892	273.538946770298
2000-05-20T10:08:10.225	273.486208997205
2000-05-20T10:08:10.559	273.313332301902
2000-05-20T10:08:10.892	273.435546752929
2000-05-20T10:08:11.225	273.56186026565
2000-05-20T10:08:11.559	273.623173019045
2000-05-20T10:08:11.892	273.825592690251
2000-05-20T10:08:12.225	274.036420776472
2000-05-20T10:08:12.559	274.346278981579
2000-05-20T10:08:12.892	274.775837157488
2000-05-20T10:08:13.225	275.142688450126
2000-05-20T10:08:13.559	275.50967846647
2000-05-20T10:08:13.892	275.961721551834
2000-05-20T10:08:14.225	276.357214013474
2000-05-20T10:08:14.559	276.643197856103
2000-05-20T10:08:14.892	277.016069509189
2000-05-20T10:08:15.225	277.381278198558
2000-05-20T10:08:15.559	277.620199282238
2000-05-20T10:08:15.892	277.850606517573
2000-05-20T10:08:16.225	278.045573045695
2000-05-20T10:08:16.559	278.040371834988
2000-05-20T10:08:16.892	278.240943158038
2000-05-20T10:08:17.225	278.404446383518
2000-05-20T10:08:17.559	278.684366233698
2000-05-20T10:08:17.892	278.996771725885
2000-05-20T10:08:18.225	279.35297416074
2000-05-20T10:08:18.559	279.571950714533
2000-05-20T10:08:18.892	279.929605675972
2000-05-20T10:08:19.225	280.321647446364
2000-05-20T10:08:19.559	280.4925782338
2000-05-20T10:08:19.892	280.899644981482
2000-05-20T10:08:20.225	281.092578949791
2000-05-20T10:08:20.559	281.192903455553
2000-05-20T10:08:20.892	281.340799586644
2000-05-20T10:08:21.225	281.788942718699
2000-05-20T10:08:21.559	282.306462686927
2000-05-20T10:08:21.892	282.803883515283
2000-05-20T10:08:22.225	283.477647458137
2000-05-20T10:08:22.559	284.06122644633
2000-05-20T10:08:22.892	284.345516131991
2000-05-20T10:08:23.225	284.457968545433
2000-05-20T10:08:23.559	284.803490124859
2000-05-20T10:08:23.892	284.894967118925
2000-05-20T10:08:24.225	285.088077664652
2000-05-20T10:08:24.559	285.25780396094
2000-05-20T10:08:24.892	285.255623801931
2000-05-20T10:08:25.225	285.425103245199
2000-05-20T10:08:25.559	285.791195423131
2000-05-20T10:08:25.892	285.900737428182
2000-05-20T10:08:26.225	285.917860596888
2000-05-20T10:08:26.559	285.720822945623
2000-05-20T10:08:26.892	285.77342324703
2000-05-20T10:08:27.225	285.636199386058
2000-05-20T10:08:27.559	285.578905135002
2000-05-20T10:08:27.892	285.411705326488
2000-05-20T10:08:28.225	285.50370663362
2000-05-20T10:08:28.559	285.562050749576
2000-05-20T10:08:28.892	285.632057068011
2000-05-20T10:08:29.225	285.457227881172
2000-05-20T10:08:29.559	285.81859546283
2000-05-20T10:08:29.892	286.2460789095
2000-05-20T10:08:30.225	286.898583416991
2000-05-20T10:08:30.559	287.480940089289
2000-05-20T10:08:30.892	287.395750195855
2000-05-20T10:08:31.225	287.419997813708
2000-05-20T10:08:31.559	287.540918908016
2000-05-20T10:08:31.892	287.837426458861
2000-05-20T10:08:32.225	288.09451337969
2000-05-20T10:08:32.559	288.280696336222
2000-05-20T10:08:32.892	288.446334883134
2000-05-20T10:08:33.225	288.643618898786
2000-05-20T10:08:33.559	288.643652331014
2000-05-20T10:08:33.892	288.616377471161
2000-05-20T10:08:34.225	288.539869248325
2000-05-20T10:08:34.559	288.499611521632
2000-05-20T10:08:34.892	288.687931241734
2000-05-20T10:08:35.225	289.070388739608
2000-05-20T10:08:35.559	288.968230279597
2000-05-20T10:08:35.892	288.981617962304
2000-05-20T10:08:36.225	288.915596563865
2000-05-20T10:08:36.559	288.712572485009
2000-05-20T10:08:36.892	288.781953792875
2000-05-20T10:08:37.225	288.995007572925
2000-05-20T10:08:37.559	289.228055718707
2000-05-20T10:08:37.892	289.410257343214
2000-05-20T10:08:38.225	289.380816713042
2000-05-20T10:08:38.559	289.57591075732
2000-05-20T10:08:38.892	289.907009997817
2000-05-20T10:08:39.225	290.174666516625
2000-05-20T10:08:39.559	290.44255965544
2000-05-20T10:08:39.892	290.785248209679
