time	By
1997-04-05T07:07:53.072	133.762173493621
1997-04-05T07:07:53.405	133.757952104636
1997-04-05T07:07:53.739	133.890527627885
1997-04-05T07:07:54.072	134.174807924654
1997-04-05T07:07:54.405	134.404778703498
1997-04-05T07:07:54.739	134.317380614758
1997-04-05T07:07:55.072	134.501354681341
1997-04-05T07:07:55.405	134.583530942675
1997-04-05T07:07:55.739	134.730524562504
1997-04-05T07:07:56.072	134.786211950013
1997-04-05T07:07:56.405	134.860802877253
1997-04-05T07:07:56.739	134.848854872464
1997-04-05T07:07:57.072	134.912728120074
1997-04-05T07:07:57.405	134.817753710372
1997-04-05T07:07:57.739	135.00770306504
1997-04-05T07:07:58.072	135.037688003914
1997-04-05T07:07:58.405	135.091509188046
1997-04-05T07:07:58.739	135.160431156596
1997-04-05T07:07:59.072	135.083648187195
1997-04-05T07:07:59.405	134.995553741134
1997-04-05T07:07:59.739	135.026323585674
1997-04-05T07:08:00.072	135.112628176973
1997-04-05T07:08:00.405	135.075089488949
1997-04-05T07:08:00.739	135.144514758796
1997-04-05T07:08:01.072	135.263371041792
1997-04-05T07:08:01.405	135.287058464063
1997-04-05T07:08:01.739	135.389281996474
1997-04-05T07:08:02.072	135.306857773345
1997-04-05T07:08:02.405	135.412764657475
1997-04-05T07:08:02.739	135.353286901546
1997-04-05T07:08:03.072	135.412091132322
1997-04-05T07:08:03.405	135.418434795359
1997-04-05T07:08:03.739	135.514657587997
1997-04-05T07:08:04.072	135.638634447258
1997-04-05T07:08:04.405	135.721175481733
1997-04-05T07:08:04.739	135.753573222642
1997-04-05T07:08:05.072	135.71952520356
1997-04-05T07:08:05.405	135.827498385797
1997-04-05T07:08:05.739	135.863109906215
1997-04-05T07:08:06.072	135.865189954969
1997-04-05T07:08:06.405	135.964080154753
1997-04-05T07:08:06.739	135.976599809963
1997-04-05T07:08:07.072	135.962186024669
1997-04-05T07:08:07.405	136.047808601805
1997-04-05T07:08:07.739	136.044246679381
1997-04-05T07:08:08.072	136.090344883559
1997-04-05T07:08:08.405	136.036622958749
