time	By
1996-09-06T18:57:38.120	166.620000563838
1996-09-06T18:57:38.486	165.499733715253
1996-09-06T18:57:38.786	165.645637695616
1996-09-06T18:57:39.153	169.469949950095
1996-09-06T18:57:39.453	168.227214647864
1996-09-06T18:57:39.820	167.948352010627
1996-09-06T18:57:40.120	171.340205192378
1996-09-06T18:57:40.486	170.282443759427
1996-09-06T18:57:40.786	171.023272080803
1996-09-06T18:57:41.153	173.401893469553
1996-09-06T18:57:41.453	172.526840463507
1996-09-06T18:57:41.820	174.210788396172
1996-09-06T18:57:42.120	175.536418732882
1996-09-06T18:57:42.486	173.965051202894
1996-09-06T18:57:42.786	175.431428137254
1996-09-06T18:57:43.153	174.899983506816
1996-09-06T18:57:43.453	174.782748505397
1996-09-06T18:57:43.820	177.452787877246
1996-09-06T18:57:44.120	177.561165645571
1996-09-06T18:57:44.486	180.78136936799
1996-09-06T18:57:44.786	179.614537302576
1996-09-06T18:57:45.153	178.016996510709
1996-09-06T18:57:45.453	179.523594619537
1996-09-06T18:57:45.820	179.8329487423
1996-09-06T18:57:46.120	180.991663695065
1996-09-06T18:57:46.486	181.039787114711
1996-09-06T18:57:46.786	180.909832624288
1996-09-06T18:57:47.153	181.641033620538
1996-09-06T18:57:47.453	184.516716669179
1996-09-06T18:57:47.820	183.040471710136
1996-09-06T18:57:48.120	183.544334014497
1996-09-06T18:57:48.486	182.119222375871
1996-09-06T18:57:48.786	184.976242152902
1996-09-06T18:57:49.153	184.794409137001
1996-09-06T18:57:49.453	185.345744771605
1996-09-06T18:57:49.820	184.76244749242
1996-09-06T18:57:50.120	185.99297557292
1996-09-06T18:57:50.486	183.605820551187
1996-09-06T18:57:50.786	185.970002908266
1996-09-06T18:57:51.153	183.624880810428
1996-09-06T18:57:51.453	181.970927486376
1996-09-06T18:57:51.820	182.393146609692
1996-09-06T18:57:52.120	183.272778021498
1996-09-06T18:57:52.486	185.888053115783
1996-09-06T18:57:52.786	184.961220563454
1996-09-06T18:57:53.153	182.767676913142
1996-09-06T18:57:53.453	183.812479859378
1996-09-06T18:57:53.820	185.230524038274
1996-09-06T18:57:54.120	189.149058489512
1996-09-06T18:57:54.486	183.182592937345
1996-09-06T18:57:54.786	184.584894908728
1996-09-06T18:57:55.153	184.938248524387
1996-09-06T18:57:55.453	187.730973981826
1996-09-06T18:57:55.820	188.240239981955
1996-09-06T18:57:56.120	187.89464871632
1996-09-06T18:57:56.486	189.879808672376
1996-09-06T18:57:56.786	192.306427771228
1996-09-06T18:57:57.153	193.667997420229
1996-09-06T18:57:57.453	190.668234642037
1996-09-06T18:57:57.820	193.105831144037
1996-09-06T18:57:58.120	194.227050946679
1996-09-06T18:57:58.486	195.265368053807
1996-09-06T18:57:58.786	195.596056958154
1996-09-06T18:57:59.153	196.786005474038
1996-09-06T18:57:59.453	195.610812909693
1996-09-06T18:57:59.820	198.981744923201
1996-09-06T18:58:00.486	197.489301490763
1996-09-06T18:58:00.786	200.183361159813
1996-09-06T18:58:01.153	199.219095437564
1996-09-06T18:58:01.453	201.234830498003
1996-09-06T18:58:01.820	198.988870784392
1996-09-06T18:58:02.486	203.035523257878
1996-09-06T18:58:02.786	202.512479327861
1996-09-06T18:58:03.153	203.703863798824
1996-09-06T18:58:03.453	203.67148659468
1996-09-06T18:58:03.820	204.577370016619
1996-09-06T18:58:04.120	204.558746110796
1996-09-06T18:58:04.486	205.589965429117
1996-09-06T18:58:04.786	207.128283036237
1996-09-06T18:58:05.153	206.695408053406
1996-09-06T18:58:05.453	207.678658261399
1996-09-06T18:58:05.820	210.556416985549
1996-09-06T18:58:06.120	210.188864898545
1996-09-06T18:58:06.486	207.146074058009
1996-09-06T18:58:06.786	210.563960475409
1996-09-06T18:58:07.153	210.782079545549
1996-09-06T18:58:07.453	213.756665910153
1996-09-06T18:58:07.820	212.352700249948
1996-09-06T18:58:08.120	210.268144104116
1996-09-06T18:58:08.486	213.417783238939
1996-09-06T18:58:08.786	211.447432457336
1996-09-06T18:58:09.153	214.02790135725
1996-09-06T18:58:09.453	211.745162036828
1996-09-06T18:58:09.820	210.977266767371
1996-09-06T18:58:10.120	211.666288770346
1996-09-06T18:58:10.486	211.217638661881
1996-09-06T18:58:10.786	211.616347288899
1996-09-06T18:58:11.153	211.740361931344
1996-09-06T18:58:11.453	210.917188295495
1996-09-06T18:58:11.820	212.087765111844
1996-09-06T18:58:12.120	210.802302563623
1996-09-06T18:58:12.486	210.058433287146
1996-09-06T18:58:12.786	210.028207423202
1996-09-06T18:58:13.153	213.340520452463
1996-09-06T18:58:13.453	212.445107375141
1996-09-06T18:58:13.820	214.810758719845
1996-09-06T18:58:14.120	213.063718555355
1996-09-06T18:58:14.486	213.187811798405
1996-09-06T18:58:14.786	214.157686844334
1996-09-06T18:58:15.153	213.295264576919
1996-09-06T18:58:15.453	216.715059330908
1996-09-06T18:58:15.820	218.194667580204
1996-09-06T18:58:16.120	218.040779645664
1996-09-06T18:58:16.486	217.436583716693
1996-09-06T18:58:16.786	218.662589583794
1996-09-06T18:58:17.153	220.64227795016
1996-09-06T18:58:17.453	221.316532532938
1996-09-06T18:58:17.820	220.837073460599
1996-09-06T18:58:18.120	222.017064822309
1996-09-06T18:58:18.486	223.145485325323
1996-09-06T18:58:18.786	224.039763927538
1996-09-06T18:58:19.153	224.629021619697
1996-09-06T18:58:19.453	226.030850382314
1996-09-06T18:58:19.820	225.572997715843
1996-09-06T18:58:20.120	227.297197198313
1996-09-06T18:58:20.486	228.332446360835
1996-09-06T18:58:20.786	230.847789599744
1996-09-06T18:58:21.153	227.540053690263
1996-09-06T18:58:21.453	229.451627993982
1996-09-06T18:58:21.820	229.645740469846
1996-09-06T18:58:22.120	231.195009159149
1996-09-06T18:58:22.486	230.745585498207
1996-09-06T18:58:22.786	233.964601745703
1996-09-06T18:58:23.153	232.519448457111
1996-09-06T18:58:23.453	232.014005505339
1996-09-06T18:58:23.820	233.116888811113
1996-09-06T18:58:24.120	234.683966100053
1996-09-06T18:58:24.486	234.688839189309
1996-09-06T18:58:24.786	234.464262446081
