time	Bz
1997-04-05T07:07:53.072	-56.1217845576946
1997-04-05T07:07:53.405	-56.190620919216
1997-04-05T07:07:53.739	-56.3614045982031
1997-04-05T07:07:54.072	-56.4793435039435
1997-04-05T07:07:54.405	-56.5019816759529
1997-04-05T07:07:54.739	-56.6331579854509
1997-04-05T07:07:55.072	-56.8011597706793
1997-04-05T07:07:55.405	-56.7808049821408
1997-04-05T07:07:55.739	-56.7564163262248
1997-04-05T07:07:56.072	-56.8721423589712
1997-04-05T07:07:56.405	-56.8158674124976
1997-04-05T07:07:56.739	-56.9366624465717
1997-04-05T07:07:57.072	-56.9512690742141
1997-04-05T07:07:57.405	-56.9273527156575
1997-04-05T07:07:57.739	-57.1473576691596
1997-04-05T07:07:58.072	-57.152808739929
1997-04-05T07:07:58.405	-57.2303776339734
1997-04-05T07:07:58.739	-57.3792791754215
1997-04-05T07:07:59.072	-57.3972846237579
1997-04-05T07:07:59.405	-57.4849994424183
1997-04-05T07:07:59.739	-57.5466279709174
1997-04-05T07:08:00.072	-57.6963780885928
1997-04-05T07:08:00.405	-57.8306656029882
1997-04-05T07:08:00.739	-57.7284265546383
1997-04-05T07:08:01.072	-57.8529979721677
1997-04-05T07:08:01.405	-57.8376628579321
1997-04-05T07:08:01.739	-57.8367409129192
1997-04-05T07:08:02.072	-57.8840414606836
1997-04-05T07:08:02.405	-58.002710212151
1997-04-05T07:08:02.739	-57.9246865803121
1997-04-05T07:08:03.072	-57.9631652703545
1997-04-05T07:08:03.405	-57.9143076294739
1997-04-05T07:08:03.739	-58.002215672978
1997-04-05T07:08:04.072	-58.1618698878774
1997-04-05T07:08:04.405	-58.1831562683278
1997-04-05T07:08:04.739	-58.3030868111389
1997-04-05T07:08:05.072	-58.4760372370692
1997-04-05T07:08:05.405	-58.5391847684876
1997-04-05T07:08:05.739	-58.6639719618138
1997-04-05T07:08:06.072	-58.6918097244992
1997-04-05T07:08:06.405	-58.7458453194945
1997-04-05T07:08:06.739	-58.8971966918756
1997-04-05T07:08:07.072	-58.952964901191
1997-04-05T07:08:07.405	-59.1531720946974
1997-04-05T07:08:07.739	-59.3242895263075
1997-04-05T07:08:08.072	-59.4428264408839
