time	By
2000-12-28T08:19:49.129	97.3934413635434
2000-12-28T08:19:49.462	97.6831622481685
2000-12-28T08:19:49.796	97.7791201914734
2000-12-28T08:19:50.129	97.8944481444005
2000-12-28T08:19:50.462	97.9117012322085
2000-12-28T08:19:50.796	97.9194084578925
2000-12-28T08:19:51.129	98.0633852978825
2000-12-28T08:19:51.462	98.1778117098645
2000-12-28T08:19:51.796	98.2300404784105
2000-12-28T08:19:52.129	98.3707074641195
2000-12-28T08:19:52.462	98.4991705722915
2000-12-28T08:19:52.796	98.5961210869785
2000-12-28T08:19:53.129	98.8138250882515
2000-12-28T08:19:53.462	99.0274819054856
2000-12-28T08:19:53.796	99.1300867360985
2000-12-28T08:19:54.129	99.1565117382096
2000-12-28T08:19:54.462	99.4307412473236
2000-12-28T08:19:54.796	99.6315650980346
2000-12-28T08:19:55.129	99.7138457830166
2000-12-28T08:19:55.462	99.7155084777976
2000-12-28T08:19:55.796	99.6624030808286
2000-12-28T08:19:56.129	99.8991012115327
2000-12-28T08:19:56.462	99.9313790946027
2000-12-28T08:19:56.796	100.043596499843
2000-12-28T08:19:57.129	100.058367513787
2000-12-28T08:19:57.462	100.092089092605
2000-12-28T08:19:57.796	100.11492602
2000-12-28T08:19:58.129	100.274883776162
2000-12-28T08:19:58.462	100.350552739072
2000-12-28T08:19:58.796	100.380987049644
2000-12-28T08:19:59.129	100.431461247508
2000-12-28T08:19:59.462	100.543825062373
2000-12-28T08:19:59.796	100.546147290586
2000-12-28T08:20:00.129	100.633736097216
2000-12-28T08:20:00.462	100.699168507175
2000-12-28T08:20:00.796	100.645668106905
2000-12-28T08:20:01.129	100.769830345005
2000-12-28T08:20:01.462	101.03525273945
2000-12-28T08:20:01.796	101.026481386942
2000-12-28T08:20:02.129	101.263123259558
2000-12-28T08:20:02.462	101.402081518391
2000-12-28T08:20:02.796	101.598506738008
2000-12-28T08:20:03.129	101.706553117936
2000-12-28T08:20:03.462	101.771639227467
