time	By
2000-05-20T10:08:05.225	171.49120118172
2000-05-20T10:08:05.559	171.848702069769
2000-05-20T10:08:05.892	172.167771880815
2000-05-20T10:08:06.225	172.609072183039
2000-05-20T10:08:06.559	173.324601735585
2000-05-20T10:08:06.892	174.036932688586
2000-05-20T10:08:07.225	174.698626862441
2000-05-20T10:08:07.559	175.424753237154
2000-05-20T10:08:07.892	176.028862141896
2000-05-20T10:08:08.225	176.637594792794
2000-05-20T10:08:08.559	177.182163329543
2000-05-20T10:08:08.892	177.594253244016
2000-05-20T10:08:09.225	177.528677751249
2000-05-20T10:08:09.559	177.648418958879
2000-05-20T10:08:09.892	177.828959587096
2000-05-20T10:08:10.225	178.114712617459
2000-05-20T10:08:10.559	178.596375437856
2000-05-20T10:08:10.892	178.872277112085
2000-05-20T10:08:11.225	179.196223347998
2000-05-20T10:08:11.559	179.771602641733
2000-05-20T10:08:11.892	180.128082626732
2000-05-20T10:08:12.225	180.577603381751
2000-05-20T10:08:12.559	180.986890141021
2000-05-20T10:08:12.892	181.219749688515
2000-05-20T10:08:13.225	181.596425400132
2000-05-20T10:08:13.559	181.891359989629
2000-05-20T10:08:13.892	182.242621449029
2000-05-20T10:08:14.225	182.655604480095
2000-05-20T10:08:14.559	183.003860607616
2000-05-20T10:08:14.892	183.341986234338
2000-05-20T10:08:15.225	183.76030432092
2000-05-20T10:08:15.559	184.119463369869
2000-05-20T10:08:15.892	184.352787403179
2000-05-20T10:08:16.225	184.756127261031
2000-05-20T10:08:16.559	185.321980932114
2000-05-20T10:08:16.892	185.546513882325
2000-05-20T10:08:17.225	185.992218067368
2000-05-20T10:08:17.559	186.333559427581
2000-05-20T10:08:17.892	186.426427357437
2000-05-20T10:08:18.225	186.616520475462
2000-05-20T10:08:18.559	186.850998439604
2000-05-20T10:08:18.892	187.081705534216
2000-05-20T10:08:19.225	187.30334784829
2000-05-20T10:08:19.559	187.491248439877
2000-05-20T10:08:19.892	187.691676999116
2000-05-20T10:08:20.225	188.280113587744
2000-05-20T10:08:20.559	188.754759764362
2000-05-20T10:08:20.892	189.153453991756
2000-05-20T10:08:21.225	189.361674928495
2000-05-20T10:08:21.559	189.594294109536
2000-05-20T10:08:21.892	189.696629397138
2000-05-20T10:08:22.225	189.825260726509
2000-05-20T10:08:22.559	189.932071312511
2000-05-20T10:08:22.892	190.090363522609
2000-05-20T10:08:23.225	190.475228285392
2000-05-20T10:08:23.559	190.773757528661
2000-05-20T10:08:23.892	191.475270260731
2000-05-20T10:08:24.225	191.89415648376
2000-05-20T10:08:24.559	192.165974564431
2000-05-20T10:08:24.892	192.662655846163
2000-05-20T10:08:25.225	193.173188350395
2000-05-20T10:08:25.559	193.414396406347
2000-05-20T10:08:25.892	193.987464484507
2000-05-20T10:08:26.225	194.593128862258
2000-05-20T10:08:26.559	195.236218745406
2000-05-20T10:08:26.892	195.930337007557
2000-05-20T10:08:27.225	196.624340466776
2000-05-20T10:08:27.559	197.2279735236
2000-05-20T10:08:27.892	197.787046622475
2000-05-20T10:08:28.225	198.306887824832
2000-05-20T10:08:28.559	198.653865668435
2000-05-20T10:08:28.892	199.212893562805
2000-05-20T10:08:29.225	199.612843410348
2000-05-20T10:08:29.559	199.594988606609
2000-05-20T10:08:29.892	199.76654734601
2000-05-20T10:08:30.225	199.699072278799
2000-05-20T10:08:30.559	199.81555154492
2000-05-20T10:08:30.892	200.310108616105
2000-05-20T10:08:31.225	201.019917773788
2000-05-20T10:08:31.559	201.724786717046
2000-05-20T10:08:31.892	202.047955905117
2000-05-20T10:08:32.225	202.504395232428
2000-05-20T10:08:32.559	202.981130590829
2000-05-20T10:08:32.892	203.437269524456
2000-05-20T10:08:33.225	203.919014935027
2000-05-20T10:08:33.559	204.512280684104
2000-05-20T10:08:33.892	204.98660229305
2000-05-20T10:08:34.225	205.339306802423
2000-05-20T10:08:34.559	205.850781063665
2000-05-20T10:08:34.892	206.027778797261
2000-05-20T10:08:35.225	206.237325160124
2000-05-20T10:08:35.559	206.642581161713
2000-05-20T10:08:35.892	207.195650340421
2000-05-20T10:08:36.225	207.686928404885
2000-05-20T10:08:36.559	208.261567376521
2000-05-20T10:08:36.892	208.676459246263
2000-05-20T10:08:37.225	208.809327959339
2000-05-20T10:08:37.559	209.085029493139
2000-05-20T10:08:37.892	209.508417586186
2000-05-20T10:08:38.225	209.779848281333
2000-05-20T10:08:38.559	210.292595286595
2000-05-20T10:08:38.892	210.52672998521
2000-05-20T10:08:39.225	210.957513642312
2000-05-20T10:08:39.559	211.364249094783
2000-05-20T10:08:39.892	211.520182980243
2000-05-20T10:08:40.225	212.009489241073
2000-05-20T10:08:40.559	212.502535642524
2000-05-20T10:08:40.892	212.942893611284
2000-05-20T10:08:41.225	213.48831758747
2000-05-20T10:08:41.559	214.081719355945
2000-05-20T10:08:41.892	214.508103810646
2000-05-20T10:08:42.225	215.07052527984
2000-05-20T10:08:42.559	215.537219731971
2000-05-20T10:08:42.892	215.868364665457
2000-05-20T10:08:43.225	216.162652295046
2000-05-20T10:08:43.559	216.783281933577
2000-05-20T10:08:43.892	217.191029837492
2000-05-20T10:08:44.225	217.61342173632
2000-05-20T10:08:44.559	218.163454346748
2000-05-20T10:08:44.892	218.492804377945
2000-05-20T10:08:45.225	218.888799667528
2000-05-20T10:08:45.559	219.610567684589
2000-05-20T10:08:45.892	220.060850270925
2000-05-20T10:08:46.225	220.648626628021
2000-05-20T10:08:46.559	221.34249166735
2000-05-20T10:08:46.892	221.617951587558
2000-05-20T10:08:47.225	222.058300195388
2000-05-20T10:08:47.559	222.375813820396
2000-05-20T10:08:47.892	222.58285425549
2000-05-20T10:08:48.225	222.994197579017
2000-05-20T10:08:48.559	223.162175249907
2000-05-20T10:08:48.892	223.277635499859
2000-05-20T10:08:49.225	223.375228238468
2000-05-20T10:08:49.559	223.518941963409
2000-05-20T10:08:49.892	223.577235440011
