time	Bz
2000-12-28T08:19:49.129	-28.1217862195375
2000-12-28T08:19:49.462	-28.2632459371852
2000-12-28T08:19:49.796	-28.517018636427
2000-12-28T08:19:50.129	-28.6427101660757
2000-12-28T08:19:50.462	-28.8608970306693
2000-12-28T08:19:50.796	-28.8789305273412
2000-12-28T08:19:51.129	-28.9652045261618
2000-12-28T08:19:51.462	-29.0192693072395
2000-12-28T08:19:51.796	-29.0171928431813
2000-12-28T08:19:52.129	-29.065560234847
2000-12-28T08:19:52.462	-29.2223858348347
2000-12-28T08:19:52.796	-29.1354053759745
2000-12-28T08:19:53.129	-29.1674785720302
2000-12-28T08:19:53.462	-29.3301662013979
2000-12-28T08:19:53.796	-29.5009808038967
2000-12-28T08:19:54.129	-29.6501615450214
2000-12-28T08:19:54.462	-29.674563354164
2000-12-28T08:19:54.796	-30.0081964054899
2000-12-28T08:19:55.129	-30.2119562377825
2000-12-28T08:19:55.462	-30.3947797916042
2000-12-28T08:19:55.796	-30.537649033274
2000-12-28T08:19:56.129	-30.5477748677417
2000-12-28T08:19:56.462	-30.6952595232494
2000-12-28T08:19:56.796	-30.8016675988132
2000-12-28T08:19:57.129	-30.9445840775029
2000-12-28T08:19:57.462	-31.0075022188836
2000-12-28T08:19:57.796	-31.0795202967934
2000-12-28T08:19:58.129	-31.1940613644261
2000-12-28T08:19:58.462	-31.2294092064287
2000-12-28T08:19:58.796	-31.3679104788466
2000-12-28T08:19:59.129	-31.4453332967472
2000-12-28T08:19:59.462	-31.5305850369189
2000-12-28T08:19:59.796	-31.5648145425017
2000-12-28T08:20:00.129	-31.8257176845094
2000-12-28T08:20:00.462	-31.9768945780781
2000-12-28T08:20:00.796	-32.0279462562989
2000-12-28T08:20:01.129	-32.1769341989126
2000-12-28T08:20:01.462	-32.2792467439573
2000-12-28T08:20:01.796	-32.4551851391601
2000-12-28T08:20:02.129	-32.6357045412698
2000-12-28T08:20:02.462	-32.7625731818265
2000-12-28T08:20:02.796	-32.9082440415583
2000-12-28T08:20:03.129	-32.973479867908
2000-12-28T08:20:03.462	-33.1230764137826
2000-12-28T08:20:03.796	-33.2926249685075
2000-12-28T08:20:04.129	-33.4430256996831
2000-12-28T08:20:04.462	-33.5954056148778
2000-12-28T08:20:04.796	-33.7795589859496
2000-12-28T08:20:05.129	-33.8402214551633
2000-12-28T08:20:05.462	-33.986348343348
2000-12-28T08:20:05.796	-34.0976487337038
2000-12-28T08:20:06.129	-34.1518467872635
2000-12-28T08:20:06.462	-34.3418345257172
2000-12-28T08:20:06.796	-34.441460574379
2000-12-28T08:20:07.129	-34.5157695635046
2000-12-28T08:20:07.462	-34.5648334281313
2000-12-28T08:20:07.796	-34.7320965833821
2000-12-28T08:20:08.129	-34.7982015194208
2000-12-28T08:20:08.462	-34.9571229681925
2000-12-28T08:20:08.796	-35.1069602167863
2000-12-28T08:20:09.129	-35.252524272637
2000-12-28T08:20:09.462	-35.3128041913537
2000-12-28T08:20:09.796	-35.3891539690425
2000-12-28T08:20:10.129	-35.5497788807432
2000-12-28T08:20:10.462	-35.6262281960169
2000-12-28T08:20:10.796	-35.7697337849937
2000-12-28T08:20:11.129	-35.7309158785814
2000-12-28T08:20:11.462	-35.923358402878
2000-12-28T08:20:11.796	-35.9868708245579
2000-12-28T08:20:12.129	-35.9231515156415
2000-12-28T08:20:12.462	-36.1302252740382
2000-12-28T08:20:12.796	-36.190235908945
2000-12-28T08:20:13.129	-36.3228861352087
2000-12-28T08:20:13.462	-36.6313285010824
2000-12-28T08:20:13.796	-36.8921973845002
2000-12-28T08:20:14.129	-37.1053732692429
2000-12-28T08:20:14.462	-37.3863900936246
2000-12-28T08:20:14.796	-37.5458110598154
2000-12-28T08:20:15.129	-37.7374756967511
2000-12-28T08:20:15.462	-37.8998302671118
2000-12-28T08:20:15.796	-38.0142532486686
2000-12-28T08:20:16.129	-38.1442618309282
2000-12-28T08:20:16.462	-38.3142982327439
2000-12-28T08:20:16.796	-38.4451605399937
2000-12-28T08:20:17.129	-38.4600413428824
2000-12-28T08:20:17.462	-38.5687745354601
2000-12-28T08:20:17.796	-38.7147029268199
2000-12-28T08:20:18.129	-38.8257696498486
2000-12-28T08:20:18.462	-38.8083165544663
2000-12-28T08:20:18.796	-38.9336476858411
2000-12-28T08:20:19.129	-39.0427983242498
2000-12-28T08:20:19.462	-39.2478914787884
2000-12-28T08:20:19.796	-39.3462465679363
2000-12-28T08:20:20.129	-39.4311614997519
2000-12-28T08:20:20.462	-39.5400746139636
2000-12-28T08:20:20.796	-39.7785458812404
2000-12-28T08:20:21.129	-39.9269909148811
2000-12-28T08:20:21.462	-40.0919655634708
2000-12-28T08:20:21.796	-40.1897808092306
2000-12-28T08:20:22.129	-40.3942802776873
2000-12-28T08:20:22.462	-40.571246614409
2000-12-28T08:20:22.796	-40.8307916250548
2000-12-28T08:20:23.129	-40.9134079580555
2000-12-28T08:20:23.462	-40.9878707897632
2000-12-28T08:20:23.796	-41.262607043315
2000-12-28T08:20:24.129	-41.4037111390526
2000-12-28T08:20:24.462	-41.5863324311403
2000-12-28T08:20:24.796	-41.7266911069771
2000-12-28T08:20:25.129	-41.7783294996968
2000-12-28T08:20:25.462	-42.0351848534165
2000-12-28T08:20:25.796	-42.0510662173543
2000-12-28T08:20:26.129	-42.174410180323
2000-12-28T08:20:26.462	-42.1273872905717
2000-12-28T08:20:26.796	-42.3604538230315
2000-12-28T08:20:27.129	-42.5582696032802
2000-12-28T08:20:27.462	-42.6912223560499
2000-12-28T08:20:27.796	-42.8412484150737
2000-12-28T08:20:28.129	-43.0016312867144
2000-12-28T08:20:28.462	-43.2372928500261
2000-12-28T08:20:28.796	-43.3477539991449
2000-12-28T08:20:29.129	-43.3876901824035
2000-12-28T08:20:29.462	-43.4096994617902
2000-12-28T08:20:29.796	-43.515377049626
2000-12-28T08:20:30.129	-43.5723826915157
2000-12-28T08:20:30.462	-43.5344767567794
2000-12-28T08:20:30.796	-43.6545882245922
2000-12-28T08:20:31.129	-43.6948704749199
2000-12-28T08:20:31.462	-43.7033404572756
